date,savings accounts_unscaled,savings accounts_monthly,isPartial,scale,savings accounts
2016-04-25,61,33.0,,0.33,20.130000000000003
2016-04-26,60,33.0,,0.33,19.8
2016-04-27,68,33.0,,0.33,22.44
2016-04-28,100,33.0,,0.33,33.0
2016-04-29,62,33.0,,0.33,20.46
2016-04-30,74,33.0,,0.33,24.42
2016-05-01,60,36.0,False,0.36,21.599999999999998
2016-05-02,50,36.0,,0.36,18.0
2016-05-03,89,36.0,,0.36,32.04
2016-05-04,100,36.0,,0.36,36.0
2016-05-05,62,36.0,,0.36,22.32
2016-05-06,64,36.0,,0.36,23.04
2016-05-07,25,36.0,,0.36,9.0
2016-05-08,30,36.0,,0.36,10.799999999999999
2016-05-09,83,36.0,,0.36,29.88
2016-05-10,84,36.0,,0.36,30.24
2016-05-11,96,36.0,,0.36,34.56
2016-05-12,66,36.0,,0.36,23.759999999999998
2016-05-13,46,36.0,,0.36,16.56
2016-05-14,55,36.0,,0.36,19.8
2016-05-15,68,36.0,,0.36,24.48
2016-05-16,41,36.0,,0.36,14.76
2016-05-17,65,36.0,,0.36,23.4
2016-05-18,86,36.0,,0.36,30.959999999999997
2016-05-19,73,36.0,,0.36,26.279999999999998
2016-05-20,44,36.0,,0.36,15.84
2016-05-21,76,36.0,,0.36,27.36
2016-05-22,59,36.0,,0.36,21.24
2016-05-23,52,36.0,,0.36,18.72
2016-05-24,49,36.0,,0.36,17.64
2016-05-25,28,36.0,,0.36,10.08
2016-05-26,47,36.0,,0.36,16.919999999999998
2016-05-27,41,36.0,,0.36,14.76
2016-05-28,48,36.0,,0.36,17.28
2016-05-29,49,36.0,,0.36,17.64
2016-05-30,37,36.0,,0.36,13.32
2016-05-31,49,36.0,,0.36,17.64
2016-06-01,81,28.0,False,0.28,22.680000000000003
2016-06-02,54,28.0,,0.28,15.120000000000001
2016-06-03,46,28.0,,0.28,12.88
2016-06-04,64,28.0,,0.28,17.92
2016-06-05,58,28.0,,0.28,16.240000000000002
2016-06-06,62,28.0,,0.28,17.360000000000003
2016-06-07,80,28.0,,0.28,22.400000000000002
2016-06-08,68,28.0,,0.28,19.040000000000003
2016-06-09,65,28.0,,0.28,18.200000000000003
2016-06-10,76,28.0,,0.28,21.28
2016-06-11,53,28.0,,0.28,14.840000000000002
2016-06-12,53,28.0,,0.28,14.840000000000002
2016-06-13,54,28.0,,0.28,15.120000000000001
2016-06-14,76,28.0,,0.28,21.28
2016-06-15,45,28.0,,0.28,12.600000000000001
2016-06-16,50,28.0,,0.28,14.000000000000002
2016-06-17,37,28.0,,0.28,10.360000000000001
2016-06-18,100,28.0,,0.28,28.000000000000004
2016-06-19,50,28.0,,0.28,14.000000000000002
2016-06-20,64,28.0,,0.28,17.92
2016-06-21,59,28.0,,0.28,16.520000000000003
2016-06-22,78,28.0,,0.28,21.840000000000003
2016-06-23,69,28.0,,0.28,19.32
2016-06-24,84,28.0,,0.28,23.520000000000003
2016-06-25,93,28.0,,0.28,26.040000000000003
2016-06-26,22,28.0,,0.28,6.16
2016-06-27,50,28.0,,0.28,14.000000000000002
2016-06-28,76,28.0,,0.28,21.28
2016-06-29,50,28.0,,0.28,14.000000000000002
2016-06-30,84,28.0,,0.28,23.520000000000003
2016-07-01,36,29.0,False,0.29,10.44
2016-07-02,60,29.0,,0.29,17.4
2016-07-03,10,29.0,,0.29,2.9
2016-07-04,37,29.0,,0.29,10.729999999999999
2016-07-05,81,29.0,,0.29,23.49
2016-07-06,66,29.0,,0.29,19.139999999999997
2016-07-07,51,29.0,,0.29,14.79
2016-07-08,52,29.0,,0.29,15.079999999999998
2016-07-09,23,29.0,,0.29,6.67
2016-07-10,46,29.0,,0.29,13.34
2016-07-11,39,29.0,,0.29,11.309999999999999
2016-07-12,55,29.0,,0.29,15.95
2016-07-13,100,29.0,,0.29,28.999999999999996
2016-07-14,30,29.0,,0.29,8.7
2016-07-15,48,29.0,,0.29,13.919999999999998
2016-07-16,51,29.0,,0.29,14.79
2016-07-17,14,29.0,,0.29,4.06
2016-07-18,39,29.0,,0.29,11.309999999999999
2016-07-19,23,29.0,,0.29,6.67
2016-07-20,51,29.0,,0.29,14.79
2016-07-21,28,29.0,,0.29,8.12
2016-07-22,36,29.0,,0.29,10.44
2016-07-23,32,29.0,,0.29,9.28
2016-07-24,60,29.0,,0.29,17.4
2016-07-25,50,29.0,,0.29,14.499999999999998
2016-07-26,58,29.0,,0.29,16.82
2016-07-27,35,29.0,,0.29,10.149999999999999
2016-07-28,62,29.0,,0.29,17.98
2016-07-29,35,29.0,,0.29,10.149999999999999
2016-07-30,9,29.0,,0.29,2.61
2016-07-31,54,29.0,,0.29,15.659999999999998
2016-08-01,47,27.0,False,0.27,12.690000000000001
2016-08-02,94,27.0,,0.27,25.380000000000003
2016-08-03,22,27.0,,0.27,5.94
2016-08-04,44,27.0,,0.27,11.88
2016-08-05,55,27.0,,0.27,14.850000000000001
2016-08-06,43,27.0,,0.27,11.610000000000001
2016-08-07,75,27.0,,0.27,20.25
2016-08-08,66,27.0,,0.27,17.82
2016-08-09,40,27.0,,0.27,10.8
2016-08-10,81,27.0,,0.27,21.87
2016-08-11,28,27.0,,0.27,7.5600000000000005
2016-08-12,23,27.0,,0.27,6.210000000000001
2016-08-13,58,27.0,,0.27,15.66
2016-08-14,38,27.0,,0.27,10.260000000000002
2016-08-15,100,27.0,,0.27,27.0
2016-08-16,41,27.0,,0.27,11.07
2016-08-17,65,27.0,,0.27,17.55
2016-08-18,28,27.0,,0.27,7.5600000000000005
2016-08-19,43,27.0,,0.27,11.610000000000001
2016-08-20,38,27.0,,0.27,10.260000000000002
2016-08-21,87,27.0,,0.27,23.490000000000002
2016-08-22,82,27.0,,0.27,22.14
2016-08-23,41,27.0,,0.27,11.07
2016-08-24,53,27.0,,0.27,14.31
2016-08-25,38,27.0,,0.27,10.260000000000002
2016-08-26,61,27.0,,0.27,16.470000000000002
2016-08-27,50,27.0,,0.27,13.5
2016-08-28,60,27.0,,0.27,16.200000000000003
2016-08-29,54,27.0,,0.27,14.580000000000002
2016-08-30,33,27.0,,0.27,8.91
2016-08-31,58,27.0,,0.27,15.66
2016-09-01,50,31.0,False,0.31,15.5
2016-09-02,60,31.0,,0.31,18.6
2016-09-03,34,31.0,,0.31,10.54
2016-09-04,45,31.0,,0.31,13.95
2016-09-05,79,31.0,,0.31,24.49
2016-09-06,49,31.0,,0.31,15.19
2016-09-07,69,31.0,,0.31,21.39
2016-09-08,57,31.0,,0.31,17.669999999999998
2016-09-09,87,31.0,,0.31,26.97
2016-09-10,67,31.0,,0.31,20.77
2016-09-11,37,31.0,,0.31,11.47
2016-09-12,73,31.0,,0.31,22.63
2016-09-13,100,31.0,,0.31,31.0
2016-09-14,57,31.0,,0.31,17.669999999999998
2016-09-15,65,31.0,,0.31,20.15
2016-09-16,50,31.0,,0.31,15.5
2016-09-17,15,31.0,,0.31,4.65
2016-09-18,78,31.0,,0.31,24.18
2016-09-19,71,31.0,,0.31,22.01
2016-09-20,68,31.0,,0.31,21.08
2016-09-21,64,31.0,,0.31,19.84
2016-09-22,66,31.0,,0.31,20.46
2016-09-23,55,31.0,,0.31,17.05
2016-09-24,40,31.0,,0.31,12.4
2016-09-25,80,31.0,,0.31,24.8
2016-09-26,84,31.0,,0.31,26.04
2016-09-27,60,31.0,,0.31,18.6
2016-09-28,32,31.0,,0.31,9.92
2016-09-29,77,31.0,,0.31,23.87
2016-09-30,62,31.0,,0.31,19.22
2016-10-01,32,38.0,False,0.38,12.16
2016-10-02,37,38.0,,0.38,14.06
2016-10-03,100,38.0,,0.38,38.0
2016-10-04,74,38.0,,0.38,28.12
2016-10-05,48,38.0,,0.38,18.240000000000002
2016-10-06,42,38.0,,0.38,15.96
2016-10-07,66,38.0,,0.38,25.080000000000002
2016-10-08,39,38.0,,0.38,14.82
2016-10-09,19,38.0,,0.38,7.22
2016-10-10,65,38.0,,0.38,24.7
2016-10-11,75,38.0,,0.38,28.5
2016-10-12,75,38.0,,0.38,28.5
2016-10-13,55,38.0,,0.38,20.9
2016-10-14,66,38.0,,0.38,25.080000000000002
2016-10-15,33,38.0,,0.38,12.540000000000001
2016-10-16,50,38.0,,0.38,19.0
2016-10-17,53,38.0,,0.38,20.14
2016-10-18,74,38.0,,0.38,28.12
2016-10-19,38,38.0,,0.38,14.44
2016-10-20,32,38.0,,0.38,12.16
2016-10-21,61,38.0,,0.38,23.18
2016-10-22,54,38.0,,0.38,20.52
2016-10-23,58,38.0,,0.38,22.04
2016-10-24,89,38.0,,0.38,33.82
2016-10-25,37,38.0,,0.38,14.06
2016-10-26,63,38.0,,0.38,23.94
2016-10-27,48,38.0,,0.38,18.240000000000002
2016-10-28,44,38.0,,0.38,16.72
2016-10-29,32,38.0,,0.38,12.16
2016-10-30,93,38.0,,0.38,35.34
2016-10-31,96,38.0,,0.38,36.480000000000004
2016-11-01,49,41.0,False,0.41,20.09
2016-11-02,77,41.0,,0.41,31.569999999999997
2016-11-03,45,41.0,,0.41,18.45
2016-11-04,31,41.0,,0.41,12.709999999999999
2016-11-05,34,41.0,,0.41,13.94
2016-11-06,49,41.0,,0.41,20.09
2016-11-07,54,41.0,,0.41,22.139999999999997
2016-11-08,55,41.0,,0.41,22.549999999999997
2016-11-09,39,41.0,,0.41,15.989999999999998
2016-11-10,86,41.0,,0.41,35.26
2016-11-11,69,41.0,,0.41,28.29
2016-11-12,20,41.0,,0.41,8.2
2016-11-13,58,41.0,,0.41,23.779999999999998
2016-11-14,100,41.0,,0.41,41.0
2016-11-15,76,41.0,,0.41,31.159999999999997
2016-11-16,63,41.0,,0.41,25.83
2016-11-17,39,41.0,,0.41,15.989999999999998
2016-11-18,85,41.0,,0.41,34.85
2016-11-19,20,41.0,,0.41,8.2
2016-11-20,52,41.0,,0.41,21.32
2016-11-21,47,41.0,,0.41,19.27
2016-11-22,48,41.0,,0.41,19.68
2016-11-23,15,41.0,,0.41,6.1499999999999995
2016-11-24,26,41.0,,0.41,10.66
2016-11-25,34,41.0,,0.41,13.94
2016-11-26,47,41.0,,0.41,19.27
2016-11-27,68,41.0,,0.41,27.88
2016-11-28,42,41.0,,0.41,17.22
2016-11-29,55,41.0,,0.41,22.549999999999997
2016-11-30,59,41.0,,0.41,24.189999999999998
2016-12-01,41,40.0,False,0.4,16.400000000000002
2016-12-02,68,40.0,,0.4,27.200000000000003
2016-12-03,35,40.0,,0.4,14.0
2016-12-04,88,40.0,,0.4,35.2
2016-12-05,63,40.0,,0.4,25.200000000000003
2016-12-06,77,40.0,,0.4,30.8
2016-12-07,78,40.0,,0.4,31.200000000000003
2016-12-08,78,40.0,,0.4,31.200000000000003
2016-12-09,48,40.0,,0.4,19.200000000000003
2016-12-10,28,40.0,,0.4,11.200000000000001
2016-12-11,65,40.0,,0.4,26.0
2016-12-12,68,40.0,,0.4,27.200000000000003
2016-12-13,69,40.0,,0.4,27.6
2016-12-14,72,40.0,,0.4,28.8
2016-12-15,41,40.0,,0.4,16.400000000000002
2016-12-16,46,40.0,,0.4,18.400000000000002
2016-12-17,39,40.0,,0.4,15.600000000000001
2016-12-18,32,40.0,,0.4,12.8
2016-12-19,60,40.0,,0.4,24.0
2016-12-20,56,40.0,,0.4,22.400000000000002
2016-12-21,100,40.0,,0.4,40.0
2016-12-22,76,40.0,,0.4,30.400000000000002
2016-12-23,30,40.0,,0.4,12.0
2016-12-24,22,40.0,,0.4,8.8
2016-12-25,44,40.0,,0.4,17.6
2016-12-26,39,40.0,,0.4,15.600000000000001
2016-12-27,64,40.0,,0.4,25.6
2016-12-28,77,40.0,,0.4,30.8
2016-12-29,48,40.0,,0.4,19.200000000000003
2016-12-30,46,40.0,,0.4,18.400000000000002
2016-12-31,52,40.0,,0.4,20.8
2017-01-01,33,45.0,False,0.45,14.85
2017-01-02,36,45.0,,0.45,16.2
2017-01-03,14,45.0,,0.45,6.3
2017-01-04,65,45.0,,0.45,29.25
2017-01-05,41,45.0,,0.45,18.45
2017-01-06,58,45.0,,0.45,26.1
2017-01-07,39,45.0,,0.45,17.55
2017-01-08,35,45.0,,0.45,15.75
2017-01-09,33,45.0,,0.45,14.85
2017-01-10,33,45.0,,0.45,14.85
2017-01-11,30,45.0,,0.45,13.5
2017-01-12,40,45.0,,0.45,18.0
2017-01-13,54,45.0,,0.45,24.3
2017-01-14,12,45.0,,0.45,5.4
2017-01-15,42,45.0,,0.45,18.900000000000002
2017-01-16,48,45.0,,0.45,21.6
2017-01-17,29,45.0,,0.45,13.05
2017-01-18,46,45.0,,0.45,20.7
2017-01-19,26,45.0,,0.45,11.700000000000001
2017-01-20,36,45.0,,0.45,16.2
2017-01-21,19,45.0,,0.45,8.55
2017-01-22,100,45.0,,0.45,45.0
2017-01-23,62,45.0,,0.45,27.900000000000002
2017-01-24,41,45.0,,0.45,18.45
2017-01-25,26,45.0,,0.45,11.700000000000001
2017-01-26,42,45.0,,0.45,18.900000000000002
2017-01-27,23,45.0,,0.45,10.35
2017-01-28,24,45.0,,0.45,10.8
2017-01-29,38,45.0,,0.45,17.1
2017-01-30,32,45.0,,0.45,14.4
2017-01-31,57,45.0,,0.45,25.650000000000002
2017-02-01,63,46.0,False,0.46,28.98
2017-02-02,54,46.0,,0.46,24.84
2017-02-03,59,46.0,,0.46,27.14
2017-02-04,73,46.0,,0.46,33.58
2017-02-05,68,46.0,,0.46,31.28
2017-02-06,63,46.0,,0.46,28.98
2017-02-07,83,46.0,,0.46,38.18
2017-02-08,57,46.0,,0.46,26.220000000000002
2017-02-09,82,46.0,,0.46,37.72
2017-02-10,45,46.0,,0.46,20.7
2017-02-11,53,46.0,,0.46,24.380000000000003
2017-02-12,79,46.0,,0.46,36.34
2017-02-13,58,46.0,,0.46,26.68
2017-02-14,66,46.0,,0.46,30.360000000000003
2017-02-15,73,46.0,,0.46,33.58
2017-02-16,59,46.0,,0.46,27.14
2017-02-17,60,46.0,,0.46,27.6
2017-02-18,55,46.0,,0.46,25.3
2017-02-19,74,46.0,,0.46,34.04
2017-02-20,73,46.0,,0.46,33.58
2017-02-21,60,46.0,,0.46,27.6
2017-02-22,76,46.0,,0.46,34.96
2017-02-23,79,46.0,,0.46,36.34
2017-02-24,84,46.0,,0.46,38.64
2017-02-25,46,46.0,,0.46,21.16
2017-02-26,70,46.0,,0.46,32.2
2017-02-27,83,46.0,,0.46,38.18
2017-02-28,100,46.0,,0.46,46.0
2017-03-01,100,48.0,False,0.48,48.0
2017-03-02,67,48.0,,0.48,32.16
2017-03-03,68,48.0,,0.48,32.64
2017-03-04,49,48.0,,0.48,23.52
2017-03-05,94,48.0,,0.48,45.12
2017-03-06,62,48.0,,0.48,29.759999999999998
2017-03-07,90,48.0,,0.48,43.199999999999996
2017-03-08,47,48.0,,0.48,22.56
2017-03-09,54,48.0,,0.48,25.919999999999998
2017-03-10,78,48.0,,0.48,37.44
2017-03-11,31,48.0,,0.48,14.879999999999999
2017-03-12,92,48.0,,0.48,44.16
2017-03-13,76,48.0,,0.48,36.48
2017-03-14,96,48.0,,0.48,46.08
2017-03-15,72,48.0,,0.48,34.56
2017-03-16,68,48.0,,0.48,32.64
2017-03-17,48,48.0,,0.48,23.04
2017-03-18,20,48.0,,0.48,9.6
2017-03-19,43,48.0,,0.48,20.64
2017-03-20,82,48.0,,0.48,39.36
2017-03-21,68,48.0,,0.48,32.64
2017-03-22,60,48.0,,0.48,28.799999999999997
2017-03-23,51,48.0,,0.48,24.48
2017-03-24,47,48.0,,0.48,22.56
2017-03-25,44,48.0,,0.48,21.119999999999997
2017-03-26,72,48.0,,0.48,34.56
2017-03-27,77,48.0,,0.48,36.96
2017-03-28,85,48.0,,0.48,40.8
2017-03-29,61,48.0,,0.48,29.279999999999998
2017-03-30,39,48.0,,0.48,18.72
2017-03-31,50,48.0,,0.48,24.0
2017-04-01,53,44.0,False,0.44,23.32
2017-04-02,82,44.0,,0.44,36.08
2017-04-03,77,44.0,,0.44,33.88
2017-04-04,77,44.0,,0.44,33.88
2017-04-05,54,44.0,,0.44,23.76
2017-04-06,64,44.0,,0.44,28.16
2017-04-07,67,44.0,,0.44,29.48
2017-04-08,54,44.0,,0.44,23.76
2017-04-09,60,44.0,,0.44,26.4
2017-04-10,91,44.0,,0.44,40.04
2017-04-11,71,44.0,,0.44,31.24
2017-04-12,100,44.0,,0.44,44.0
2017-04-13,50,44.0,,0.44,22.0
2017-04-14,39,44.0,,0.44,17.16
2017-04-15,27,44.0,,0.44,11.88
2017-04-16,39,44.0,,0.44,17.16
2017-04-17,41,44.0,,0.44,18.04
2017-04-18,48,44.0,,0.44,21.12
2017-04-19,92,44.0,,0.44,40.48
2017-04-20,47,44.0,,0.44,20.68
2017-04-21,45,44.0,,0.44,19.8
2017-04-22,37,44.0,,0.44,16.28
2017-04-23,40,44.0,,0.44,17.6
2017-04-24,86,44.0,,0.44,37.84
2017-04-25,56,44.0,,0.44,24.64
2017-04-26,64,44.0,,0.44,28.16
2017-04-27,95,44.0,,0.44,41.8
2017-04-28,75,44.0,,0.44,33.0
2017-04-29,66,44.0,,0.44,29.04
2017-04-30,85,44.0,,0.44,37.4
2017-05-01,54,43.0,False,0.43,23.22
2017-05-02,73,43.0,,0.43,31.39
2017-05-03,62,43.0,,0.43,26.66
2017-05-04,63,43.0,,0.43,27.09
2017-05-05,59,43.0,,0.43,25.37
2017-05-06,68,43.0,,0.43,29.24
2017-05-07,48,43.0,,0.43,20.64
2017-05-08,90,43.0,,0.43,38.7
2017-05-09,71,43.0,,0.43,30.53
2017-05-10,77,43.0,,0.43,33.11
2017-05-11,73,43.0,,0.43,31.39
2017-05-12,45,43.0,,0.43,19.35
2017-05-13,40,43.0,,0.43,17.2
2017-05-14,71,43.0,,0.43,30.53
2017-05-15,76,43.0,,0.43,32.68
2017-05-16,100,43.0,,0.43,43.0
2017-05-17,54,43.0,,0.43,23.22
2017-05-18,56,43.0,,0.43,24.08
2017-05-19,38,43.0,,0.43,16.34
2017-05-20,38,43.0,,0.43,16.34
2017-05-21,76,43.0,,0.43,32.68
2017-05-22,93,43.0,,0.43,39.99
2017-05-23,43,43.0,,0.43,18.49
2017-05-24,40,43.0,,0.43,17.2
2017-05-25,34,43.0,,0.43,14.62
2017-05-26,64,43.0,,0.43,27.52
2017-05-27,22,43.0,,0.43,9.459999999999999
2017-05-28,50,43.0,,0.43,21.5
2017-05-29,70,43.0,,0.43,30.099999999999998
2017-05-30,53,43.0,,0.43,22.79
2017-05-31,49,43.0,,0.43,21.07
2017-06-01,65,42.0,False,0.42,27.3
2017-06-02,53,42.0,,0.42,22.259999999999998
2017-06-03,71,42.0,,0.42,29.82
2017-06-04,100,42.0,,0.42,42.0
2017-06-05,82,42.0,,0.42,34.44
2017-06-06,65,42.0,,0.42,27.3
2017-06-07,60,42.0,,0.42,25.2
2017-06-08,48,42.0,,0.42,20.16
2017-06-09,60,42.0,,0.42,25.2
2017-06-10,35,42.0,,0.42,14.7
2017-06-11,79,42.0,,0.42,33.18
2017-06-12,64,42.0,,0.42,26.88
2017-06-13,59,42.0,,0.42,24.779999999999998
2017-06-14,50,42.0,,0.42,21.0
2017-06-15,72,42.0,,0.42,30.24
2017-06-16,46,42.0,,0.42,19.32
2017-06-17,23,42.0,,0.42,9.66
2017-06-18,98,42.0,,0.42,41.16
2017-06-19,69,42.0,,0.42,28.98
2017-06-20,79,42.0,,0.42,33.18
2017-06-21,59,42.0,,0.42,24.779999999999998
2017-06-22,50,42.0,,0.42,21.0
2017-06-23,28,42.0,,0.42,11.76
2017-06-24,49,42.0,,0.42,20.58
2017-06-25,67,42.0,,0.42,28.14
2017-06-26,90,42.0,,0.42,37.8
2017-06-27,69,42.0,,0.42,28.98
2017-06-28,99,42.0,,0.42,41.58
2017-06-29,44,42.0,,0.42,18.48
2017-06-30,52,42.0,,0.42,21.84
2017-07-01,33,46.0,False,0.46,15.180000000000001
2017-07-02,61,46.0,,0.46,28.060000000000002
2017-07-03,38,46.0,,0.46,17.48
2017-07-04,81,46.0,,0.46,37.260000000000005
2017-07-05,100,46.0,,0.46,46.0
2017-07-06,53,46.0,,0.46,24.380000000000003
2017-07-07,49,46.0,,0.46,22.540000000000003
2017-07-08,38,46.0,,0.46,17.48
2017-07-09,84,46.0,,0.46,38.64
2017-07-10,66,46.0,,0.46,30.360000000000003
2017-07-11,53,46.0,,0.46,24.380000000000003
2017-07-12,68,46.0,,0.46,31.28
2017-07-13,53,46.0,,0.46,24.380000000000003
2017-07-14,62,46.0,,0.46,28.52
2017-07-15,30,46.0,,0.46,13.8
2017-07-16,51,46.0,,0.46,23.46
2017-07-17,61,46.0,,0.46,28.060000000000002
2017-07-18,53,46.0,,0.46,24.380000000000003
2017-07-19,66,46.0,,0.46,30.360000000000003
2017-07-20,76,46.0,,0.46,34.96
2017-07-21,39,46.0,,0.46,17.94
2017-07-22,44,46.0,,0.46,20.240000000000002
2017-07-23,38,46.0,,0.46,17.48
2017-07-24,53,46.0,,0.46,24.380000000000003
2017-07-25,38,46.0,,0.46,17.48
2017-07-26,60,46.0,,0.46,27.6
2017-07-27,55,46.0,,0.46,25.3
2017-07-28,76,46.0,,0.46,34.96
2017-07-29,23,46.0,,0.46,10.58
2017-07-30,54,46.0,,0.46,24.84
2017-07-31,53,46.0,,0.46,24.380000000000003
2017-08-01,100,35.0,False,0.35,35.0
2017-08-02,94,35.0,,0.35,32.9
2017-08-03,51,35.0,,0.35,17.849999999999998
2017-08-04,36,35.0,,0.35,12.6
2017-08-05,53,35.0,,0.35,18.549999999999997
2017-08-06,46,35.0,,0.35,16.099999999999998
2017-08-07,61,35.0,,0.35,21.349999999999998
2017-08-08,100,35.0,,0.35,35.0
2017-08-09,44,35.0,,0.35,15.399999999999999
2017-08-10,56,35.0,,0.35,19.599999999999998
2017-08-11,80,35.0,,0.35,28.0
2017-08-12,56,35.0,,0.35,19.599999999999998
2017-08-13,26,35.0,,0.35,9.1
2017-08-14,73,35.0,,0.35,25.549999999999997
2017-08-15,71,35.0,,0.35,24.849999999999998
2017-08-16,70,35.0,,0.35,24.5
2017-08-17,44,35.0,,0.35,15.399999999999999
2017-08-18,55,35.0,,0.35,19.25
2017-08-19,45,35.0,,0.35,15.749999999999998
2017-08-20,37,35.0,,0.35,12.95
2017-08-21,66,35.0,,0.35,23.099999999999998
2017-08-22,67,35.0,,0.35,23.45
2017-08-23,38,35.0,,0.35,13.299999999999999
2017-08-24,78,35.0,,0.35,27.299999999999997
2017-08-25,49,35.0,,0.35,17.15
2017-08-26,18,35.0,,0.35,6.3
2017-08-27,46,35.0,,0.35,16.099999999999998
2017-08-28,44,35.0,,0.35,15.399999999999999
2017-08-29,87,35.0,,0.35,30.45
2017-08-30,84,35.0,,0.35,29.4
2017-08-31,63,35.0,,0.35,22.049999999999997
2017-09-01,57,44.0,False,0.44,25.080000000000002
2017-09-02,60,44.0,,0.44,26.4
2017-09-03,25,44.0,,0.44,11.0
2017-09-04,62,44.0,,0.44,27.28
2017-09-05,50,44.0,,0.44,22.0
2017-09-06,40,44.0,,0.44,17.6
2017-09-07,79,44.0,,0.44,34.76
2017-09-08,46,44.0,,0.44,20.24
2017-09-09,54,44.0,,0.44,23.76
2017-09-10,38,44.0,,0.44,16.72
2017-09-11,62,44.0,,0.44,27.28
2017-09-12,50,44.0,,0.44,22.0
2017-09-13,76,44.0,,0.44,33.44
2017-09-14,46,44.0,,0.44,20.24
2017-09-15,48,44.0,,0.44,21.12
2017-09-16,36,44.0,,0.44,15.84
2017-09-17,55,44.0,,0.44,24.2
2017-09-18,38,44.0,,0.44,16.72
2017-09-19,70,44.0,,0.44,30.8
2017-09-20,63,44.0,,0.44,27.72
2017-09-21,30,44.0,,0.44,13.2
2017-09-22,47,44.0,,0.44,20.68
2017-09-23,51,44.0,,0.44,22.44
2017-09-24,60,44.0,,0.44,26.4
2017-09-25,64,44.0,,0.44,28.16
2017-09-26,100,44.0,,0.44,44.0
2017-09-27,51,44.0,,0.44,22.44
2017-09-28,47,44.0,,0.44,20.68
2017-09-29,52,44.0,,0.44,22.88
2017-09-30,52,44.0,,0.44,22.88
2017-10-01,54,51.0,False,0.51,27.54
2017-10-02,60,51.0,,0.51,30.6
2017-10-03,71,51.0,,0.51,36.21
2017-10-04,90,51.0,,0.51,45.9
2017-10-05,73,51.0,,0.51,37.230000000000004
2017-10-06,92,51.0,,0.51,46.92
2017-10-07,51,51.0,,0.51,26.01
2017-10-08,70,51.0,,0.51,35.7
2017-10-09,59,51.0,,0.51,30.09
2017-10-10,73,51.0,,0.51,37.230000000000004
2017-10-11,45,51.0,,0.51,22.95
2017-10-12,59,51.0,,0.51,30.09
2017-10-13,64,51.0,,0.51,32.64
2017-10-14,61,51.0,,0.51,31.11
2017-10-15,50,51.0,,0.51,25.5
2017-10-16,90,51.0,,0.51,45.9
2017-10-17,68,51.0,,0.51,34.68
2017-10-18,75,51.0,,0.51,38.25
2017-10-19,100,51.0,,0.51,51.0
2017-10-20,42,51.0,,0.51,21.42
2017-10-21,53,51.0,,0.51,27.03
2017-10-22,59,51.0,,0.51,30.09
2017-10-23,79,51.0,,0.51,40.29
2017-10-24,74,51.0,,0.51,37.74
2017-10-25,77,51.0,,0.51,39.27
2017-10-26,62,51.0,,0.51,31.62
2017-10-27,47,51.0,,0.51,23.97
2017-10-28,82,51.0,,0.51,41.82
2017-10-29,42,51.0,,0.51,21.42
2017-10-30,65,51.0,,0.51,33.15
2017-10-31,69,51.0,,0.51,35.19
2017-11-01,86,45.0,False,0.45,38.7
2017-11-02,92,45.0,,0.45,41.4
2017-11-03,71,45.0,,0.45,31.95
2017-11-04,57,45.0,,0.45,25.650000000000002
2017-11-05,58,45.0,,0.45,26.1
2017-11-06,64,45.0,,0.45,28.8
2017-11-07,99,45.0,,0.45,44.550000000000004
2017-11-08,100,45.0,,0.45,45.0
2017-11-09,95,45.0,,0.45,42.75
2017-11-10,75,45.0,,0.45,33.75
2017-11-11,43,45.0,,0.45,19.35
2017-11-12,56,45.0,,0.45,25.2
2017-11-13,85,45.0,,0.45,38.25
2017-11-14,85,45.0,,0.45,38.25
2017-11-15,83,45.0,,0.45,37.35
2017-11-16,98,45.0,,0.45,44.1
2017-11-17,56,45.0,,0.45,25.2
2017-11-18,53,45.0,,0.45,23.85
2017-11-19,82,45.0,,0.45,36.9
2017-11-20,30,45.0,,0.45,13.5
2017-11-21,65,45.0,,0.45,29.25
2017-11-22,52,45.0,,0.45,23.400000000000002
2017-11-23,58,45.0,,0.45,26.1
2017-11-24,34,45.0,,0.45,15.3
2017-11-25,56,45.0,,0.45,25.2
2017-11-26,52,45.0,,0.45,23.400000000000002
2017-11-27,75,45.0,,0.45,33.75
2017-11-28,86,45.0,,0.45,38.7
2017-11-29,94,45.0,,0.45,42.300000000000004
2017-11-30,80,45.0,,0.45,36.0
2017-12-01,100,39.0,False,0.39,39.0
2017-12-02,49,39.0,,0.39,19.11
2017-12-03,51,39.0,,0.39,19.89
2017-12-04,71,39.0,,0.39,27.69
2017-12-05,78,39.0,,0.39,30.42
2017-12-06,95,39.0,,0.39,37.050000000000004
2017-12-07,80,39.0,,0.39,31.200000000000003
2017-12-08,74,39.0,,0.39,28.86
2017-12-09,69,39.0,,0.39,26.91
2017-12-10,31,39.0,,0.39,12.09
2017-12-11,60,39.0,,0.39,23.400000000000002
2017-12-12,83,39.0,,0.39,32.370000000000005
2017-12-13,78,39.0,,0.39,30.42
2017-12-14,68,39.0,,0.39,26.52
2017-12-15,76,39.0,,0.39,29.64
2017-12-16,36,39.0,,0.39,14.040000000000001
2017-12-17,28,39.0,,0.39,10.92
2017-12-18,44,39.0,,0.39,17.16
2017-12-19,88,39.0,,0.39,34.32
2017-12-20,46,39.0,,0.39,17.94
