date,guide tv_unscaled,guide tv_monthly,isPartial,scale,guide tv
2012-05-26,75,50.0,,0.5,37.5
2012-05-27,100,50.0,,0.5,50.0
2012-05-28,99,50.0,,0.5,49.5
2012-05-29,64,50.0,,0.5,32.0
2012-05-30,59,50.0,,0.5,29.5
2012-05-31,61,50.0,,0.5,30.5
2012-06-01,54,53.0,False,0.53,28.62
2012-06-02,85,53.0,,0.53,45.050000000000004
2012-06-03,100,53.0,,0.53,53.0
2012-06-04,82,53.0,,0.53,43.46
2012-06-05,74,53.0,,0.53,39.22
2012-06-06,70,53.0,,0.53,37.1
2012-06-07,65,53.0,,0.53,34.45
2012-06-08,58,53.0,,0.53,30.740000000000002
2012-06-09,77,53.0,,0.53,40.81
2012-06-10,100,53.0,,0.53,53.0
2012-06-11,74,53.0,,0.53,39.22
2012-06-12,67,53.0,,0.53,35.510000000000005
2012-06-13,66,53.0,,0.53,34.980000000000004
2012-06-14,67,53.0,,0.53,35.510000000000005
2012-06-15,50,53.0,,0.53,26.5
2012-06-16,71,53.0,,0.53,37.63
2012-06-17,97,53.0,,0.53,51.410000000000004
2012-06-18,64,53.0,,0.53,33.92
2012-06-19,69,53.0,,0.53,36.57
2012-06-20,63,53.0,,0.53,33.39
2012-06-21,60,53.0,,0.53,31.8
2012-06-22,56,53.0,,0.53,29.68
2012-06-23,79,53.0,,0.53,41.870000000000005
2012-06-24,99,53.0,,0.53,52.470000000000006
2012-06-25,72,53.0,,0.53,38.160000000000004
2012-06-26,66,53.0,,0.53,34.980000000000004
2012-06-27,62,53.0,,0.53,32.86
2012-06-28,63,53.0,,0.53,33.39
2012-06-29,60,53.0,,0.53,31.8
2012-06-30,78,53.0,,0.53,41.34
2012-07-01,89,55.0,False,0.55,48.95
2012-07-02,60,55.0,,0.55,33.0
2012-07-03,59,55.0,,0.55,32.45
2012-07-04,67,55.0,,0.55,36.85
2012-07-05,62,55.0,,0.55,34.1
2012-07-06,52,55.0,,0.55,28.6
2012-07-07,72,55.0,,0.55,39.6
2012-07-08,87,55.0,,0.55,47.85
2012-07-09,67,55.0,,0.55,36.85
2012-07-10,72,55.0,,0.55,39.6
2012-07-11,59,55.0,,0.55,32.45
2012-07-12,62,55.0,,0.55,34.1
2012-07-13,51,55.0,,0.55,28.05
2012-07-14,75,55.0,,0.55,41.25
2012-07-15,77,55.0,,0.55,42.35
2012-07-16,74,55.0,,0.55,40.7
2012-07-17,63,55.0,,0.55,34.650000000000006
2012-07-18,59,55.0,,0.55,32.45
2012-07-19,53,55.0,,0.55,29.150000000000002
2012-07-20,54,55.0,,0.55,29.700000000000003
2012-07-21,65,55.0,,0.55,35.75
2012-07-22,97,55.0,,0.55,53.35
2012-07-23,65,55.0,,0.55,35.75
2012-07-24,63,55.0,,0.55,34.650000000000006
2012-07-25,65,55.0,,0.55,35.75
2012-07-26,62,55.0,,0.55,34.1
2012-07-27,99,55.0,,0.55,54.45
2012-07-28,100,55.0,,0.55,55.00000000000001
2012-07-29,88,55.0,,0.55,48.400000000000006
2012-07-30,62,55.0,,0.55,34.1
2012-07-31,62,55.0,,0.55,34.1
2012-08-01,52,53.0,False,0.53,27.560000000000002
2012-08-02,51,53.0,,0.53,27.03
2012-08-03,46,53.0,,0.53,24.380000000000003
2012-08-04,64,53.0,,0.53,33.92
2012-08-05,79,53.0,,0.53,41.870000000000005
2012-08-06,58,53.0,,0.53,30.740000000000002
2012-08-07,62,53.0,,0.53,32.86
2012-08-08,58,53.0,,0.53,30.740000000000002
2012-08-09,75,53.0,,0.53,39.75
2012-08-10,67,53.0,,0.53,35.510000000000005
2012-08-11,83,53.0,,0.53,43.99
2012-08-12,95,53.0,,0.53,50.35
2012-08-13,70,53.0,,0.53,37.1
2012-08-14,64,53.0,,0.53,33.92
2012-08-15,57,53.0,,0.53,30.21
2012-08-16,56,53.0,,0.53,29.68
2012-08-17,54,53.0,,0.53,28.62
2012-08-18,78,53.0,,0.53,41.34
2012-08-19,98,53.0,,0.53,51.940000000000005
2012-08-20,73,53.0,,0.53,38.690000000000005
2012-08-21,56,53.0,,0.53,29.68
2012-08-22,56,53.0,,0.53,29.68
2012-08-23,64,53.0,,0.53,33.92
2012-08-24,58,53.0,,0.53,30.740000000000002
2012-08-25,94,53.0,,0.53,49.82
2012-08-26,100,53.0,,0.53,53.0
2012-08-27,76,53.0,,0.53,40.28
2012-08-28,77,53.0,,0.53,40.81
2012-08-29,83,53.0,,0.53,43.99
2012-08-30,90,53.0,,0.53,47.7
2012-08-31,63,53.0,,0.53,33.39
2012-09-01,66,75.0,False,0.75,49.5
2012-09-02,63,75.0,,0.75,47.25
2012-09-03,68,75.0,,0.75,51.0
2012-09-04,54,75.0,,0.75,40.5
2012-09-05,52,75.0,,0.75,39.0
2012-09-06,46,75.0,,0.75,34.5
2012-09-07,48,75.0,,0.75,36.0
2012-09-08,83,75.0,,0.75,62.25
2012-09-09,95,75.0,,0.75,71.25
2012-09-10,63,75.0,,0.75,47.25
2012-09-11,59,75.0,,0.75,44.25
2012-09-12,55,75.0,,0.75,41.25
2012-09-13,57,75.0,,0.75,42.75
2012-09-14,56,75.0,,0.75,42.0
2012-09-15,71,75.0,,0.75,53.25
2012-09-16,93,75.0,,0.75,69.75
2012-09-17,67,75.0,,0.75,50.25
2012-09-18,61,75.0,,0.75,45.75
2012-09-19,58,75.0,,0.75,43.5
2012-09-20,59,75.0,,0.75,44.25
2012-09-21,50,75.0,,0.75,37.5
2012-09-22,67,75.0,,0.75,50.25
2012-09-23,100,75.0,,0.75,75.0
2012-09-24,70,75.0,,0.75,52.5
2012-09-25,63,75.0,,0.75,47.25
2012-09-26,69,75.0,,0.75,51.75
2012-09-27,70,75.0,,0.75,52.5
2012-09-28,54,75.0,,0.75,40.5
2012-09-29,70,75.0,,0.75,52.5
2012-09-30,99,75.0,,0.75,74.25
2012-10-01,70,71.0,False,0.71,49.699999999999996
2012-10-02,66,71.0,,0.71,46.86
2012-10-03,77,71.0,,0.71,54.669999999999995
2012-10-04,68,71.0,,0.71,48.28
2012-10-05,58,71.0,,0.71,41.18
2012-10-06,81,71.0,,0.71,57.51
2012-10-07,100,71.0,,0.71,71.0
2012-10-08,74,71.0,,0.71,52.54
2012-10-09,58,71.0,,0.71,41.18
2012-10-10,67,71.0,,0.71,47.57
2012-10-11,72,71.0,,0.71,51.12
2012-10-12,63,71.0,,0.71,44.73
2012-10-13,79,71.0,,0.71,56.089999999999996
2012-10-14,99,71.0,,0.71,70.28999999999999
2012-10-15,68,71.0,,0.71,48.28
2012-10-16,67,71.0,,0.71,47.57
2012-10-17,63,71.0,,0.71,44.73
2012-10-18,70,71.0,,0.71,49.699999999999996
2012-10-19,57,71.0,,0.71,40.47
2012-10-20,74,71.0,,0.71,52.54
2012-10-21,85,71.0,,0.71,60.349999999999994
2012-10-22,75,71.0,,0.71,53.25
2012-10-23,58,71.0,,0.71,41.18
2012-10-24,62,71.0,,0.71,44.019999999999996
2012-10-25,58,71.0,,0.71,41.18
2012-10-26,54,71.0,,0.71,38.339999999999996
2012-10-27,74,71.0,,0.71,52.54
2012-10-28,90,71.0,,0.71,63.9
2012-10-29,65,71.0,,0.71,46.15
2012-10-30,66,71.0,,0.71,46.86
2012-10-31,69,71.0,,0.71,48.989999999999995
2012-11-01,67,62.0,False,0.62,41.54
2012-11-02,65,62.0,,0.62,40.3
2012-11-03,78,62.0,,0.62,48.36
2012-11-04,86,62.0,,0.62,53.32
2012-11-05,64,62.0,,0.62,39.68
2012-11-06,59,62.0,,0.62,36.58
2012-11-07,44,62.0,,0.62,27.28
2012-11-08,57,62.0,,0.62,35.339999999999996
2012-11-09,56,62.0,,0.62,34.72
2012-11-10,70,62.0,,0.62,43.4
2012-11-11,91,62.0,,0.62,56.42
2012-11-12,69,62.0,,0.62,42.78
2012-11-13,55,62.0,,0.62,34.1
2012-11-14,55,62.0,,0.62,34.1
2012-11-15,49,62.0,,0.62,30.38
2012-11-16,56,62.0,,0.62,34.72
2012-11-17,75,62.0,,0.62,46.5
2012-11-18,86,62.0,,0.62,53.32
2012-11-19,67,62.0,,0.62,41.54
2012-11-20,55,62.0,,0.62,34.1
2012-11-21,67,62.0,,0.62,41.54
2012-11-22,100,62.0,,0.62,62.0
2012-11-23,84,62.0,,0.62,52.08
2012-11-24,89,62.0,,0.62,55.18
2012-11-25,92,62.0,,0.62,57.04
2012-11-26,51,62.0,,0.62,31.62
2012-11-27,58,62.0,,0.62,35.96
2012-11-28,60,62.0,,0.62,37.2
2012-11-29,61,62.0,,0.62,37.82
2012-11-30,55,62.0,,0.62,34.1
2012-12-01,69,63.0,False,0.63,43.47
2012-12-02,98,63.0,,0.63,61.74
2012-12-03,61,63.0,,0.63,38.43
2012-12-04,61,63.0,,0.63,38.43
2012-12-05,70,63.0,,0.63,44.1
2012-12-06,62,63.0,,0.63,39.06
2012-12-07,60,63.0,,0.63,37.8
2012-12-08,75,63.0,,0.63,47.25
2012-12-09,100,63.0,,0.63,63.0
2012-12-10,63,63.0,,0.63,39.69
2012-12-11,65,63.0,,0.63,40.95
2012-12-12,63,63.0,,0.63,39.69
2012-12-13,58,63.0,,0.63,36.54
2012-12-14,51,63.0,,0.63,32.13
2012-12-15,73,63.0,,0.63,45.99
2012-12-16,87,63.0,,0.63,54.81
2012-12-17,62,63.0,,0.63,39.06
2012-12-18,59,63.0,,0.63,37.17
2012-12-19,65,63.0,,0.63,40.95
2012-12-20,54,63.0,,0.63,34.02
2012-12-21,57,63.0,,0.63,35.910000000000004
2012-12-22,80,63.0,,0.63,50.4
2012-12-23,89,63.0,,0.63,56.07
2012-12-24,75,63.0,,0.63,47.25
2012-12-25,91,63.0,,0.63,57.33
2012-12-26,63,63.0,,0.63,39.69
2012-12-27,63,63.0,,0.63,39.69
2012-12-28,56,63.0,,0.63,35.28
2012-12-29,77,63.0,,0.63,48.51
2012-12-30,87,63.0,,0.63,54.81
2012-12-31,65,63.0,,0.63,40.95
2013-01-01,97,69.0,False,0.69,66.92999999999999
2013-01-02,72,69.0,,0.69,49.67999999999999
2013-01-03,69,69.0,,0.69,47.61
2013-01-04,63,69.0,,0.69,43.47
2013-01-05,84,69.0,,0.69,57.959999999999994
2013-01-06,99,69.0,,0.69,68.30999999999999
2013-01-07,91,69.0,,0.69,62.78999999999999
2013-01-08,84,69.0,,0.69,57.959999999999994
2013-01-09,70,69.0,,0.69,48.3
2013-01-10,73,69.0,,0.69,50.37
2013-01-11,64,69.0,,0.69,44.16
2013-01-12,81,69.0,,0.69,55.88999999999999
2013-01-13,94,69.0,,0.69,64.86
2013-01-14,73,69.0,,0.69,50.37
2013-01-15,72,69.0,,0.69,49.67999999999999
2013-01-16,65,69.0,,0.69,44.849999999999994
2013-01-17,71,69.0,,0.69,48.989999999999995
2013-01-18,65,69.0,,0.69,44.849999999999994
2013-01-19,84,69.0,,0.69,57.959999999999994
2013-01-20,98,69.0,,0.69,67.61999999999999
2013-01-21,81,69.0,,0.69,55.88999999999999
2013-01-22,67,69.0,,0.69,46.23
2013-01-23,70,69.0,,0.69,48.3
2013-01-24,64,69.0,,0.69,44.16
2013-01-25,62,69.0,,0.69,42.779999999999994
2013-01-26,75,69.0,,0.69,51.74999999999999
2013-01-27,100,69.0,,0.69,69.0
2013-01-28,72,69.0,,0.69,49.67999999999999
2013-01-29,67,69.0,,0.69,46.23
2013-01-30,70,69.0,,0.69,48.3
2013-01-31,70,69.0,,0.69,48.3
2013-02-01,48,59.0,False,0.59,28.32
2013-02-02,56,59.0,,0.59,33.04
2013-02-03,100,59.0,,0.59,59.0
2013-02-04,43,59.0,,0.59,25.369999999999997
2013-02-05,57,59.0,,0.59,33.629999999999995
2013-02-06,56,59.0,,0.59,33.04
2013-02-07,47,59.0,,0.59,27.729999999999997
2013-02-08,50,59.0,,0.59,29.5
2013-02-09,62,59.0,,0.59,36.58
2013-02-10,82,59.0,,0.59,48.379999999999995
2013-02-11,73,59.0,,0.59,43.07
2013-02-12,52,59.0,,0.59,30.68
2013-02-13,46,59.0,,0.59,27.139999999999997
2013-02-14,44,59.0,,0.59,25.959999999999997
2013-02-15,41,59.0,,0.59,24.189999999999998
2013-02-16,54,59.0,,0.59,31.86
2013-02-17,80,59.0,,0.59,47.199999999999996
2013-02-18,65,59.0,,0.59,38.35
2013-02-19,48,59.0,,0.59,28.32
2013-02-20,54,59.0,,0.59,31.86
2013-02-21,51,59.0,,0.59,30.09
2013-02-22,48,59.0,,0.59,28.32
2013-02-23,61,59.0,,0.59,35.989999999999995
2013-02-24,88,59.0,,0.59,51.919999999999995
2013-02-25,63,59.0,,0.59,37.169999999999995
2013-02-26,50,59.0,,0.59,29.5
2013-02-27,53,59.0,,0.59,31.27
2013-02-28,51,59.0,,0.59,30.09
2013-03-01,65,59.0,False,0.59,38.35
2013-03-02,79,59.0,,0.59,46.61
2013-03-03,100,59.0,,0.59,59.0
2013-03-04,78,59.0,,0.59,46.019999999999996
2013-03-05,72,59.0,,0.59,42.48
2013-03-06,63,59.0,,0.59,37.169999999999995
2013-03-07,70,59.0,,0.59,41.3
2013-03-08,60,59.0,,0.59,35.4
2013-03-09,78,59.0,,0.59,46.019999999999996
2013-03-10,98,59.0,,0.59,57.82
2013-03-11,79,59.0,,0.59,46.61
2013-03-12,70,59.0,,0.59,41.3
2013-03-13,72,59.0,,0.59,42.48
2013-03-14,65,59.0,,0.59,38.35
2013-03-15,60,59.0,,0.59,35.4
2013-03-16,70,59.0,,0.59,41.3
2013-03-17,92,59.0,,0.59,54.279999999999994
2013-03-18,70,59.0,,0.59,41.3
2013-03-19,67,59.0,,0.59,39.53
2013-03-20,64,59.0,,0.59,37.76
2013-03-21,70,59.0,,0.59,41.3
2013-03-22,67,59.0,,0.59,39.53
2013-03-23,67,59.0,,0.59,39.53
2013-03-24,85,59.0,,0.59,50.15
2013-03-25,70,59.0,,0.59,41.3
2013-03-26,67,59.0,,0.59,39.53
2013-03-27,64,59.0,,0.59,37.76
2013-03-28,62,59.0,,0.59,36.58
2013-03-29,58,59.0,,0.59,34.22
2013-03-30,71,59.0,,0.59,41.89
2013-03-31,97,59.0,,0.59,57.23
2013-04-01,81,52.0,False,0.52,42.120000000000005
2013-04-02,68,52.0,,0.52,35.36
2013-04-03,65,52.0,,0.52,33.800000000000004
2013-04-04,65,52.0,,0.52,33.800000000000004
2013-04-05,61,52.0,,0.52,31.720000000000002
2013-04-06,74,52.0,,0.52,38.480000000000004
2013-04-07,100,52.0,,0.52,52.0
2013-04-08,73,52.0,,0.52,37.96
2013-04-09,51,52.0,,0.52,26.52
2013-04-10,56,52.0,,0.52,29.12
2013-04-11,59,52.0,,0.52,30.68
2013-04-12,57,52.0,,0.52,29.64
2013-04-13,72,52.0,,0.52,37.44
2013-04-14,99,52.0,,0.52,51.480000000000004
2013-04-15,63,52.0,,0.52,32.76
2013-04-16,60,52.0,,0.52,31.200000000000003
2013-04-17,60,52.0,,0.52,31.200000000000003
2013-04-18,64,52.0,,0.52,33.28
2013-04-19,56,52.0,,0.52,29.12
2013-04-20,74,52.0,,0.52,38.480000000000004
2013-04-21,89,52.0,,0.52,46.28
2013-04-22,62,52.0,,0.52,32.24
2013-04-23,57,52.0,,0.52,29.64
2013-04-24,62,52.0,,0.52,32.24
2013-04-25,61,52.0,,0.52,31.720000000000002
2013-04-26,50,52.0,,0.52,26.0
2013-04-27,66,52.0,,0.52,34.32
2013-04-28,77,52.0,,0.52,40.04
2013-04-29,57,52.0,,0.52,29.64
2013-04-30,58,52.0,,0.52,30.16
2013-05-01,66,48.0,False,0.48,31.68
2013-05-02,56,48.0,,0.48,26.88
2013-05-03,48,48.0,,0.48,23.04
2013-05-04,70,48.0,,0.48,33.6
2013-05-05,88,48.0,,0.48,42.239999999999995
2013-05-06,59,48.0,,0.48,28.32
2013-05-07,57,48.0,,0.48,27.36
2013-05-08,62,48.0,,0.48,29.759999999999998
2013-05-09,53,48.0,,0.48,25.439999999999998
2013-05-10,59,48.0,,0.48,28.32
2013-05-11,70,48.0,,0.48,33.6
2013-05-12,85,48.0,,0.48,40.8
2013-05-13,64,48.0,,0.48,30.72
2013-05-14,60,48.0,,0.48,28.799999999999997
2013-05-15,64,48.0,,0.48,30.72
2013-05-16,64,48.0,,0.48,30.72
2013-05-17,53,48.0,,0.48,25.439999999999998
2013-05-18,75,48.0,,0.48,36.0
2013-05-19,87,48.0,,0.48,41.76
2013-05-20,68,48.0,,0.48,32.64
2013-05-21,67,48.0,,0.48,32.16
2013-05-22,69,48.0,,0.48,33.12
2013-05-23,60,48.0,,0.48,28.799999999999997
2013-05-24,56,48.0,,0.48,26.88
2013-05-25,77,48.0,,0.48,36.96
2013-05-26,96,48.0,,0.48,46.08
2013-05-27,100,48.0,,0.48,48.0
2013-05-28,61,48.0,,0.48,29.279999999999998
2013-05-29,58,48.0,,0.48,27.84
2013-05-30,61,48.0,,0.48,29.279999999999998
2013-05-31,57,48.0,,0.48,27.36
2013-06-01,75,50.0,False,0.5,37.5
2013-06-02,88,50.0,,0.5,44.0
2013-06-03,74,50.0,,0.5,37.0
2013-06-04,73,50.0,,0.5,36.5
2013-06-05,71,50.0,,0.5,35.5
2013-06-06,64,50.0,,0.5,32.0
2013-06-07,63,50.0,,0.5,31.5
2013-06-08,80,50.0,,0.5,40.0
2013-06-09,92,50.0,,0.5,46.0
2013-06-10,72,50.0,,0.5,36.0
2013-06-11,66,50.0,,0.5,33.0
2013-06-12,60,50.0,,0.5,30.0
2013-06-13,60,50.0,,0.5,30.0
2013-06-14,52,50.0,,0.5,26.0
2013-06-15,78,50.0,,0.5,39.0
2013-06-16,90,50.0,,0.5,45.0
2013-06-17,69,50.0,,0.5,34.5
2013-06-18,66,50.0,,0.5,33.0
2013-06-19,64,50.0,,0.5,32.0
2013-06-20,60,50.0,,0.5,30.0
2013-06-21,59,50.0,,0.5,29.5
2013-06-22,65,50.0,,0.5,32.5
2013-06-23,96,50.0,,0.5,48.0
2013-06-24,83,50.0,,0.5,41.5
2013-06-25,67,50.0,,0.5,33.5
2013-06-26,64,50.0,,0.5,32.0
2013-06-27,68,50.0,,0.5,34.0
2013-06-28,54,50.0,,0.5,27.0
2013-06-29,77,50.0,,0.5,38.5
2013-06-30,100,50.0,,0.5,50.0
2013-07-01,80,47.0,False,0.47,37.599999999999994
2013-07-02,72,47.0,,0.47,33.839999999999996
2013-07-03,66,47.0,,0.47,31.02
2013-07-04,75,47.0,,0.47,35.25
2013-07-05,64,47.0,,0.47,30.08
2013-07-06,86,47.0,,0.47,40.419999999999995
2013-07-07,90,47.0,,0.47,42.3
2013-07-08,75,47.0,,0.47,35.25
2013-07-09,70,47.0,,0.47,32.9
2013-07-10,57,47.0,,0.47,26.79
2013-07-11,61,47.0,,0.47,28.669999999999998
2013-07-12,55,47.0,,0.47,25.849999999999998
2013-07-13,72,47.0,,0.47,33.839999999999996
2013-07-14,73,47.0,,0.47,34.309999999999995
2013-07-15,72,47.0,,0.47,33.839999999999996
2013-07-16,71,47.0,,0.47,33.37
2013-07-17,67,47.0,,0.47,31.49
2013-07-18,67,47.0,,0.47,31.49
2013-07-19,61,47.0,,0.47,28.669999999999998
2013-07-20,77,47.0,,0.47,36.19
2013-07-21,100,47.0,,0.47,47.0
2013-07-22,64,47.0,,0.47,30.08
2013-07-23,68,47.0,,0.47,31.959999999999997
2013-07-24,60,47.0,,0.47,28.2
2013-07-25,64,47.0,,0.47,30.08
2013-07-26,57,47.0,,0.47,26.79
2013-07-27,78,47.0,,0.47,36.66
2013-07-28,89,47.0,,0.47,41.83
2013-07-29,70,47.0,,0.47,32.9
2013-07-30,59,47.0,,0.47,27.729999999999997
2013-07-31,61,47.0,,0.47,28.669999999999998
2013-08-01,49,51.0,False,0.51,24.990000000000002
2013-08-02,50,51.0,,0.51,25.5
2013-08-03,66,51.0,,0.51,33.660000000000004
2013-08-04,90,51.0,,0.51,45.9
2013-08-05,69,51.0,,0.51,35.19
2013-08-06,56,51.0,,0.51,28.560000000000002
2013-08-07,56,51.0,,0.51,28.560000000000002
2013-08-08,64,51.0,,0.51,32.64
2013-08-09,68,51.0,,0.51,34.68
2013-08-10,71,51.0,,0.51,36.21
2013-08-11,93,51.0,,0.51,47.43
2013-08-12,67,51.0,,0.51,34.17
2013-08-13,52,51.0,,0.51,26.52
2013-08-14,59,51.0,,0.51,30.09
2013-08-15,54,51.0,,0.51,27.54
2013-08-16,50,51.0,,0.51,25.5
2013-08-17,83,51.0,,0.51,42.33
2013-08-18,84,51.0,,0.51,42.84
2013-08-19,68,51.0,,0.51,34.68
2013-08-20,56,51.0,,0.51,28.560000000000002
2013-08-21,55,51.0,,0.51,28.05
2013-08-22,56,51.0,,0.51,28.560000000000002
2013-08-23,57,51.0,,0.51,29.07
2013-08-24,76,51.0,,0.51,38.76
2013-08-25,100,51.0,,0.51,51.0
2013-08-26,75,51.0,,0.51,38.25
2013-08-27,55,51.0,,0.51,28.05
2013-08-28,56,51.0,,0.51,28.560000000000002
2013-08-29,63,51.0,,0.51,32.13
2013-08-30,60,51.0,,0.51,30.6
2013-08-31,90,51.0,,0.51,45.9
2013-09-01,67,67.0,False,0.67,44.89
2013-09-02,66,67.0,,0.67,44.220000000000006
2013-09-03,45,67.0,,0.67,30.150000000000002
2013-09-04,49,67.0,,0.67,32.830000000000005
2013-09-05,54,67.0,,0.67,36.18
2013-09-06,48,67.0,,0.67,32.160000000000004
2013-09-07,70,67.0,,0.67,46.900000000000006
2013-09-08,88,67.0,,0.67,58.96
2013-09-09,58,67.0,,0.67,38.86
2013-09-10,55,67.0,,0.67,36.85
2013-09-11,46,67.0,,0.67,30.82
2013-09-12,52,67.0,,0.67,34.84
2013-09-13,47,67.0,,0.67,31.490000000000002
2013-09-14,70,67.0,,0.67,46.900000000000006
2013-09-15,92,67.0,,0.67,61.64
2013-09-16,61,67.0,,0.67,40.870000000000005
2013-09-17,61,67.0,,0.67,40.870000000000005
2013-09-18,53,67.0,,0.67,35.510000000000005
2013-09-19,50,67.0,,0.67,33.5
2013-09-20,56,67.0,,0.67,37.52
2013-09-21,70,67.0,,0.67,46.900000000000006
2013-09-22,91,67.0,,0.67,60.970000000000006
2013-09-23,80,67.0,,0.67,53.6
2013-09-24,75,67.0,,0.67,50.25
2013-09-25,73,67.0,,0.67,48.910000000000004
2013-09-26,72,67.0,,0.67,48.24
2013-09-27,53,67.0,,0.67,35.510000000000005
2013-09-28,62,67.0,,0.67,41.54
2013-09-29,100,67.0,,0.67,67.0
2013-09-30,66,67.0,,0.67,44.220000000000006
2013-10-01,66,60.0,False,0.6,39.6
2013-10-02,64,60.0,,0.6,38.4
2013-10-03,68,60.0,,0.6,40.8
2013-10-04,61,60.0,,0.6,36.6
2013-10-05,75,60.0,,0.6,45.0
2013-10-06,93,60.0,,0.6,55.8
2013-10-07,64,60.0,,0.6,38.4
2013-10-08,60,60.0,,0.6,36.0
2013-10-09,56,60.0,,0.6,33.6
2013-10-10,63,60.0,,0.6,37.8
2013-10-11,58,60.0,,0.6,34.8
2013-10-12,66,60.0,,0.6,39.6
2013-10-13,98,60.0,,0.6,58.8
2013-10-14,66,60.0,,0.6,39.6
2013-10-15,62,60.0,,0.6,37.199999999999996
2013-10-16,60,60.0,,0.6,36.0
2013-10-17,59,60.0,,0.6,35.4
2013-10-18,51,60.0,,0.6,30.599999999999998
2013-10-19,70,60.0,,0.6,42.0
2013-10-20,87,60.0,,0.6,52.199999999999996
2013-10-21,56,60.0,,0.6,33.6
2013-10-22,52,60.0,,0.6,31.2
2013-10-23,56,60.0,,0.6,33.6
2013-10-24,52,60.0,,0.6,31.2
2013-10-25,56,60.0,,0.6,33.6
2013-10-26,83,60.0,,0.6,49.8
2013-10-27,100,60.0,,0.6,60.0
2013-10-28,58,60.0,,0.6,34.8
2013-10-29,55,60.0,,0.6,33.0
2013-10-30,56,60.0,,0.6,33.6
2013-10-31,58,60.0,,0.6,34.8
2013-11-01,57,55.0,False,0.55,31.35
2013-11-02,79,55.0,,0.55,43.45
2013-11-03,95,55.0,,0.55,52.25000000000001
2013-11-04,62,55.0,,0.55,34.1
2013-11-05,60,55.0,,0.55,33.0
2013-11-06,70,55.0,,0.55,38.5
2013-11-07,65,55.0,,0.55,35.75
2013-11-08,68,55.0,,0.55,37.400000000000006
2013-11-09,76,55.0,,0.55,41.800000000000004
2013-11-10,99,55.0,,0.55,54.45
2013-11-11,64,55.0,,0.55,35.2
2013-11-12,55,55.0,,0.55,30.250000000000004
2013-11-13,56,55.0,,0.55,30.800000000000004
2013-11-14,57,55.0,,0.55,31.35
2013-11-15,62,55.0,,0.55,34.1
2013-11-16,77,55.0,,0.55,42.35
2013-11-17,91,55.0,,0.55,50.050000000000004
2013-11-18,66,55.0,,0.55,36.300000000000004
2013-11-19,65,55.0,,0.55,35.75
2013-11-20,62,55.0,,0.55,34.1
2013-11-21,57,55.0,,0.55,31.35
2013-11-22,57,55.0,,0.55,31.35
2013-11-23,86,55.0,,0.55,47.300000000000004
2013-11-24,94,55.0,,0.55,51.7
2013-11-25,70,55.0,,0.55,38.5
2013-11-26,60,55.0,,0.55,33.0
2013-11-27,72,55.0,,0.55,39.6
2013-11-28,96,55.0,,0.55,52.800000000000004
2013-11-29,86,55.0,,0.55,47.300000000000004
2013-11-30,100,55.0,,0.55,55.00000000000001
2013-12-01,90,56.0,False,0.56,50.400000000000006
2013-12-02,65,56.0,,0.56,36.400000000000006
2013-12-03,64,56.0,,0.56,35.84
2013-12-04,60,56.0,,0.56,33.6
2013-12-05,58,56.0,,0.56,32.480000000000004
2013-12-06,69,56.0,,0.56,38.64
2013-12-07,77,56.0,,0.56,43.120000000000005
2013-12-08,99,56.0,,0.56,55.440000000000005
2013-12-09,64,56.0,,0.56,35.84
2013-12-10,61,56.0,,0.56,34.160000000000004
2013-12-11,70,56.0,,0.56,39.2
2013-12-12,56,56.0,,0.56,31.360000000000003
2013-12-13,51,56.0,,0.56,28.560000000000002
2013-12-14,79,56.0,,0.56,44.24
2013-12-15,87,56.0,,0.56,48.720000000000006
2013-12-16,60,56.0,,0.56,33.6
2013-12-17,53,56.0,,0.56,29.680000000000003
2013-12-18,55,56.0,,0.56,30.800000000000004
2013-12-19,56,56.0,,0.56,31.360000000000003
2013-12-20,56,56.0,,0.56,31.360000000000003
2013-12-21,73,56.0,,0.56,40.88
2013-12-22,88,56.0,,0.56,49.28
2013-12-23,61,56.0,,0.56,34.160000000000004
2013-12-24,80,56.0,,0.56,44.800000000000004
2013-12-25,97,56.0,,0.56,54.32000000000001
2013-12-26,67,56.0,,0.56,37.52
2013-12-27,55,56.0,,0.56,30.800000000000004
2013-12-28,73,56.0,,0.56,40.88
2013-12-29,100,56.0,,0.56,56.00000000000001
2013-12-30,63,56.0,,0.56,35.28
2013-12-31,69,56.0,,0.56,38.64
2014-01-01,81,60.0,False,0.6,48.6
2014-01-02,63,60.0,,0.6,37.8
2014-01-03,59,60.0,,0.6,35.4
2014-01-04,79,60.0,,0.6,47.4
2014-01-05,89,60.0,,0.6,53.4
2014-01-06,80,60.0,,0.6,48.0
2014-01-07,69,60.0,,0.6,41.4
2014-01-08,65,60.0,,0.6,39.0
2014-01-09,65,60.0,,0.6,39.0
2014-01-10,54,60.0,,0.6,32.4
2014-01-11,73,60.0,,0.6,43.8
2014-01-12,80,60.0,,0.6,48.0
2014-01-13,68,60.0,,0.6,40.8
2014-01-14,63,60.0,,0.6,37.8
2014-01-15,61,60.0,,0.6,36.6
2014-01-16,56,60.0,,0.6,33.6
2014-01-17,57,60.0,,0.6,34.199999999999996
2014-01-18,70,60.0,,0.6,42.0
2014-01-19,100,60.0,,0.6,60.0
2014-01-20,67,60.0,,0.6,40.199999999999996
