date,privilege_unscaled,privilege_monthly,isPartial,scale,privilege
2006-09-04,29,42.0,,0.42,12.18
2006-09-05,20,42.0,,0.42,8.4
2006-09-06,51,42.0,,0.42,21.419999999999998
2006-09-07,51,42.0,,0.42,21.419999999999998
2006-09-08,22,42.0,,0.42,9.24
2006-09-09,47,42.0,,0.42,19.74
2006-09-10,0,42.0,,0.42,0.0
2006-09-11,51,42.0,,0.42,21.419999999999998
2006-09-12,70,42.0,,0.42,29.4
2006-09-13,90,42.0,,0.42,37.8
2006-09-14,40,42.0,,0.42,16.8
2006-09-15,32,42.0,,0.42,13.44
2006-09-16,48,42.0,,0.42,20.16
2006-09-17,31,42.0,,0.42,13.02
2006-09-18,50,42.0,,0.42,21.0
2006-09-19,20,42.0,,0.42,8.4
2006-09-20,70,42.0,,0.42,29.4
2006-09-21,51,42.0,,0.42,21.419999999999998
2006-09-22,97,42.0,,0.42,40.74
2006-09-23,0,42.0,,0.42,0.0
2006-09-24,46,42.0,,0.42,19.32
2006-09-25,69,42.0,,0.42,28.98
2006-09-26,78,42.0,,0.42,32.76
2006-09-27,60,42.0,,0.42,25.2
2006-09-28,100,42.0,,0.42,42.0
2006-09-29,97,42.0,,0.42,40.74
2006-09-30,32,42.0,,0.42,13.44
2006-10-01,67,40.0,False,0.4,26.8
2006-10-02,34,40.0,,0.4,13.600000000000001
2006-10-03,17,40.0,,0.4,6.800000000000001
2006-10-04,51,40.0,,0.4,20.400000000000002
2006-10-05,35,40.0,,0.4,14.0
2006-10-06,19,40.0,,0.4,7.6000000000000005
2006-10-07,28,40.0,,0.4,11.200000000000001
2006-10-08,0,40.0,,0.4,0.0
2006-10-09,54,40.0,,0.4,21.6
2006-10-10,50,40.0,,0.4,20.0
2006-10-11,50,40.0,,0.4,20.0
2006-10-12,43,40.0,,0.4,17.2
2006-10-13,93,40.0,,0.4,37.2
2006-10-14,14,40.0,,0.4,5.6000000000000005
2006-10-15,66,40.0,,0.4,26.400000000000002
2006-10-16,17,40.0,,0.4,6.800000000000001
2006-10-17,57,40.0,,0.4,22.8
2006-10-18,50,40.0,,0.4,20.0
2006-10-19,69,40.0,,0.4,27.6
2006-10-20,27,40.0,,0.4,10.8
2006-10-21,27,40.0,,0.4,10.8
2006-10-22,26,40.0,,0.4,10.4
2006-10-23,66,40.0,,0.4,26.400000000000002
2006-10-24,41,40.0,,0.4,16.400000000000002
2006-10-25,58,40.0,,0.4,23.200000000000003
2006-10-26,100,40.0,,0.4,40.0
2006-10-27,18,40.0,,0.4,7.2
2006-10-28,52,40.0,,0.4,20.8
2006-10-29,27,40.0,,0.4,10.8
2006-10-30,59,40.0,,0.4,23.6
2006-10-31,58,40.0,,0.4,23.200000000000003
2006-11-01,54,45.0,False,0.45,24.3
2006-11-02,43,45.0,,0.45,19.35
2006-11-03,36,45.0,,0.45,16.2
2006-11-04,66,45.0,,0.45,29.7
2006-11-05,27,45.0,,0.45,12.15
2006-11-06,25,45.0,,0.45,11.25
2006-11-07,65,45.0,,0.45,29.25
2006-11-08,40,45.0,,0.45,18.0
2006-11-09,69,45.0,,0.45,31.05
2006-11-10,85,45.0,,0.45,38.25
2006-11-11,13,45.0,,0.45,5.8500000000000005
2006-11-12,39,45.0,,0.45,17.55
2006-11-13,50,45.0,,0.45,22.5
2006-11-14,33,45.0,,0.45,14.85
2006-11-15,100,45.0,,0.45,45.0
2006-11-16,59,45.0,,0.45,26.55
2006-11-17,63,45.0,,0.45,28.35
2006-11-18,13,45.0,,0.45,5.8500000000000005
2006-11-19,13,45.0,,0.45,5.8500000000000005
2006-11-20,34,45.0,,0.45,15.3
2006-11-21,60,45.0,,0.45,27.0
2006-11-22,47,45.0,,0.45,21.150000000000002
2006-11-23,43,45.0,,0.45,19.35
2006-11-24,26,45.0,,0.45,11.700000000000001
2006-11-25,68,45.0,,0.45,30.6
2006-11-26,13,45.0,,0.45,5.8500000000000005
2006-11-27,40,45.0,,0.45,18.0
2006-11-28,63,45.0,,0.45,28.35
2006-11-29,72,45.0,,0.45,32.4
2006-11-30,48,45.0,,0.45,21.6
2006-12-01,33,38.0,False,0.38,12.540000000000001
2006-12-02,12,38.0,,0.38,4.5600000000000005
2006-12-03,36,38.0,,0.38,13.68
2006-12-04,47,38.0,,0.38,17.86
2006-12-05,15,38.0,,0.38,5.7
2006-12-06,55,38.0,,0.38,20.9
2006-12-07,48,38.0,,0.38,18.240000000000002
2006-12-08,33,38.0,,0.38,12.540000000000001
2006-12-09,36,38.0,,0.38,13.68
2006-12-10,60,38.0,,0.38,22.8
2006-12-11,23,38.0,,0.38,8.74
2006-12-12,53,38.0,,0.38,20.14
2006-12-13,47,38.0,,0.38,17.86
2006-12-14,24,38.0,,0.38,9.120000000000001
2006-12-15,61,38.0,,0.38,23.18
2006-12-16,100,38.0,,0.38,38.0
2006-12-17,26,38.0,,0.38,9.88
2006-12-18,51,38.0,,0.38,19.38
2006-12-19,17,38.0,,0.38,6.46
2006-12-20,43,38.0,,0.38,16.34
2006-12-21,36,38.0,,0.38,13.68
2006-12-22,20,38.0,,0.38,7.6
2006-12-23,14,38.0,,0.38,5.32
2006-12-24,16,38.0,,0.38,6.08
2006-12-25,17,38.0,,0.38,6.46
2006-12-26,23,38.0,,0.38,8.74
2006-12-27,29,38.0,,0.38,11.02
2006-12-28,0,38.0,,0.38,0.0
2006-12-29,30,38.0,,0.38,11.4
2006-12-30,25,38.0,,0.38,9.5
2006-12-31,13,38.0,,0.38,4.94
2007-01-01,17,32.0,False,0.32,5.44
2007-01-02,32,32.0,,0.32,10.24
2007-01-03,10,32.0,,0.32,3.2
2007-01-04,40,32.0,,0.32,12.8
2007-01-05,51,32.0,,0.32,16.32
2007-01-06,44,32.0,,0.32,14.08
2007-01-07,59,32.0,,0.32,18.88
2007-01-08,78,32.0,,0.32,24.96
2007-01-09,67,32.0,,0.32,21.44
2007-01-10,68,32.0,,0.32,21.76
2007-01-11,59,32.0,,0.32,18.88
2007-01-12,91,32.0,,0.32,29.12
2007-01-13,14,32.0,,0.32,4.48
2007-01-14,0,32.0,,0.32,0.0
2007-01-15,74,32.0,,0.32,23.68
2007-01-16,76,32.0,,0.32,24.32
2007-01-17,48,32.0,,0.32,15.36
2007-01-18,48,32.0,,0.32,15.36
2007-01-19,100,32.0,,0.32,32.0
2007-01-20,28,32.0,,0.32,8.96
2007-01-21,0,32.0,,0.32,0.0
2007-01-22,76,32.0,,0.32,24.32
2007-01-23,56,32.0,,0.32,17.92
2007-01-24,56,32.0,,0.32,17.92
2007-01-25,76,32.0,,0.32,24.32
2007-01-26,10,32.0,,0.32,3.2
2007-01-27,42,32.0,,0.32,13.44
2007-01-28,14,32.0,,0.32,4.48
2007-01-29,65,32.0,,0.32,20.8
2007-01-30,72,32.0,,0.32,23.04
2007-01-31,92,32.0,,0.32,29.44
2007-02-01,32,37.0,False,0.37,11.84
2007-02-02,77,37.0,,0.37,28.49
2007-02-03,62,37.0,,0.37,22.94
2007-02-04,79,37.0,,0.37,29.23
2007-02-05,77,37.0,,0.37,28.49
2007-02-06,62,37.0,,0.37,22.94
2007-02-07,63,37.0,,0.37,23.31
2007-02-08,42,37.0,,0.37,15.54
2007-02-09,55,37.0,,0.37,20.35
2007-02-10,16,37.0,,0.37,5.92
2007-02-11,31,37.0,,0.37,11.47
2007-02-12,72,37.0,,0.37,26.64
2007-02-13,60,37.0,,0.37,22.2
2007-02-14,83,37.0,,0.37,30.71
2007-02-15,65,37.0,,0.37,24.05
2007-02-16,100,37.0,,0.37,37.0
2007-02-17,0,37.0,,0.37,0.0
2007-02-18,65,37.0,,0.37,24.05
2007-02-19,23,37.0,,0.37,8.51
2007-02-20,73,37.0,,0.37,27.009999999999998
2007-02-21,83,37.0,,0.37,30.71
2007-02-22,63,37.0,,0.37,23.31
2007-02-23,78,37.0,,0.37,28.86
2007-02-24,15,37.0,,0.37,5.55
2007-02-25,60,37.0,,0.37,22.2
2007-02-26,31,37.0,,0.37,11.47
2007-02-27,60,37.0,,0.37,22.2
2007-02-28,30,37.0,,0.37,11.1
2007-03-01,42,48.0,False,0.48,20.16
2007-03-02,45,48.0,,0.48,21.599999999999998
2007-03-03,76,48.0,,0.48,36.48
2007-03-04,51,48.0,,0.48,24.48
2007-03-05,61,48.0,,0.48,29.279999999999998
2007-03-06,100,48.0,,0.48,48.0
2007-03-07,41,48.0,,0.48,19.68
2007-03-08,68,48.0,,0.48,32.64
2007-03-09,54,48.0,,0.48,25.919999999999998
2007-03-10,39,48.0,,0.48,18.72
2007-03-11,39,48.0,,0.48,18.72
2007-03-12,87,48.0,,0.48,41.76
2007-03-13,26,48.0,,0.48,12.48
2007-03-14,79,48.0,,0.48,37.92
2007-03-15,70,48.0,,0.48,33.6
2007-03-16,55,48.0,,0.48,26.4
2007-03-17,13,48.0,,0.48,6.24
2007-03-18,26,48.0,,0.48,12.48
2007-03-19,78,48.0,,0.48,37.44
2007-03-20,73,48.0,,0.48,35.04
2007-03-21,77,48.0,,0.48,36.96
2007-03-22,69,48.0,,0.48,33.12
2007-03-23,46,48.0,,0.48,22.08
2007-03-24,53,48.0,,0.48,25.439999999999998
2007-03-25,53,48.0,,0.48,25.439999999999998
2007-03-26,68,48.0,,0.48,32.64
2007-03-27,84,48.0,,0.48,40.32
2007-03-28,76,48.0,,0.48,36.48
2007-03-29,51,48.0,,0.48,24.48
2007-03-30,64,48.0,,0.48,30.72
2007-03-31,13,48.0,,0.48,6.24
2007-04-01,73,39.0,False,0.39,28.470000000000002
2007-04-02,58,39.0,,0.39,22.62
2007-04-03,66,39.0,,0.39,25.740000000000002
2007-04-04,29,39.0,,0.39,11.31
2007-04-05,59,39.0,,0.39,23.01
2007-04-06,88,39.0,,0.39,34.32
2007-04-07,43,39.0,,0.39,16.77
2007-04-08,47,39.0,,0.39,18.330000000000002
2007-04-09,57,39.0,,0.39,22.23
2007-04-10,55,39.0,,0.39,21.45
2007-04-11,100,39.0,,0.39,39.0
2007-04-12,82,39.0,,0.39,31.98
2007-04-13,59,39.0,,0.39,23.01
2007-04-14,0,39.0,,0.39,0.0
2007-04-15,13,39.0,,0.39,5.07
2007-04-16,27,39.0,,0.39,10.530000000000001
2007-04-17,89,39.0,,0.39,34.71
2007-04-18,45,39.0,,0.39,17.55
2007-04-19,84,39.0,,0.39,32.76
2007-04-20,40,39.0,,0.39,15.600000000000001
2007-04-21,0,39.0,,0.39,0.0
2007-04-22,15,39.0,,0.39,5.8500000000000005
2007-04-23,36,39.0,,0.39,14.040000000000001
2007-04-24,62,39.0,,0.39,24.18
2007-04-25,98,39.0,,0.39,38.22
2007-04-26,46,39.0,,0.39,17.94
2007-04-27,49,39.0,,0.39,19.11
2007-04-28,29,39.0,,0.39,11.31
2007-04-29,44,39.0,,0.39,17.16
2007-04-30,64,39.0,,0.39,24.96
2007-05-01,26,30.0,False,0.3,7.8
2007-05-02,17,30.0,,0.3,5.1
2007-05-03,71,30.0,,0.3,21.3
2007-05-04,55,30.0,,0.3,16.5
2007-05-05,53,30.0,,0.3,15.899999999999999
2007-05-06,40,30.0,,0.3,12.0
2007-05-07,42,30.0,,0.3,12.6
2007-05-08,74,30.0,,0.3,22.2
2007-05-09,50,30.0,,0.3,15.0
2007-05-10,77,30.0,,0.3,23.099999999999998
2007-05-11,46,30.0,,0.3,13.799999999999999
2007-05-12,14,30.0,,0.3,4.2
2007-05-13,28,30.0,,0.3,8.4
2007-05-14,42,30.0,,0.3,12.6
2007-05-15,41,30.0,,0.3,12.299999999999999
2007-05-16,33,30.0,,0.3,9.9
2007-05-17,67,30.0,,0.3,20.099999999999998
2007-05-18,27,30.0,,0.3,8.1
2007-05-19,54,30.0,,0.3,16.2
2007-05-20,40,30.0,,0.3,12.0
2007-05-21,100,30.0,,0.3,30.0
2007-05-22,41,30.0,,0.3,12.299999999999999
2007-05-23,50,30.0,,0.3,15.0
2007-05-24,43,30.0,,0.3,12.9
2007-05-25,57,30.0,,0.3,17.099999999999998
2007-05-26,14,30.0,,0.3,4.2
2007-05-27,45,30.0,,0.3,13.5
2007-05-28,13,30.0,,0.3,3.9
2007-05-29,50,30.0,,0.3,15.0
2007-05-30,91,30.0,,0.3,27.3
2007-05-31,42,30.0,,0.3,12.6
2007-06-01,29,45.0,False,0.45,13.05
2007-06-02,34,45.0,,0.45,15.3
2007-06-03,84,45.0,,0.45,37.800000000000004
2007-06-04,75,45.0,,0.45,33.75
2007-06-05,21,45.0,,0.45,9.450000000000001
2007-06-06,33,45.0,,0.45,14.85
2007-06-07,17,45.0,,0.45,7.65
2007-06-08,48,45.0,,0.45,21.6
2007-06-09,9,45.0,,0.45,4.05
2007-06-10,45,45.0,,0.45,20.25
2007-06-11,49,45.0,,0.45,22.05
2007-06-12,27,45.0,,0.45,12.15
2007-06-13,49,45.0,,0.45,22.05
2007-06-14,28,45.0,,0.45,12.6
2007-06-15,18,45.0,,0.45,8.1
2007-06-16,19,45.0,,0.45,8.55
2007-06-17,31,45.0,,0.45,13.950000000000001
2007-06-18,41,45.0,,0.45,18.45
2007-06-19,41,45.0,,0.45,18.45
2007-06-20,36,45.0,,0.45,16.2
2007-06-21,18,45.0,,0.45,8.1
2007-06-22,42,45.0,,0.45,18.900000000000002
2007-06-23,26,45.0,,0.45,11.700000000000001
2007-06-24,45,45.0,,0.45,20.25
2007-06-25,33,45.0,,0.45,14.85
2007-06-26,53,45.0,,0.45,23.85
2007-06-27,38,45.0,,0.45,17.1
2007-06-28,100,45.0,,0.45,45.0
2007-06-29,53,45.0,,0.45,23.85
2007-06-30,26,45.0,,0.45,11.700000000000001
2007-07-01,24,39.0,False,0.39,9.36
2007-07-02,59,39.0,,0.39,23.01
2007-07-03,38,39.0,,0.39,14.82
2007-07-04,53,39.0,,0.39,20.67
2007-07-05,32,39.0,,0.39,12.48
2007-07-06,8,39.0,,0.39,3.12
2007-07-07,33,39.0,,0.39,12.870000000000001
2007-07-08,0,39.0,,0.39,0.0
2007-07-09,71,39.0,,0.39,27.69
2007-07-10,69,39.0,,0.39,26.91
2007-07-11,86,39.0,,0.39,33.54
2007-07-12,29,39.0,,0.39,11.31
2007-07-13,46,39.0,,0.39,17.94
2007-07-14,56,39.0,,0.39,21.84
2007-07-15,34,39.0,,0.39,13.26
2007-07-16,56,39.0,,0.39,21.84
2007-07-17,41,39.0,,0.39,15.99
2007-07-18,70,39.0,,0.39,27.3
2007-07-19,100,39.0,,0.39,39.0
2007-07-20,38,39.0,,0.39,14.82
2007-07-21,11,39.0,,0.39,4.29
2007-07-22,23,39.0,,0.39,8.97
2007-07-23,70,39.0,,0.39,27.3
2007-07-24,91,39.0,,0.39,35.49
2007-07-25,57,39.0,,0.39,22.23
2007-07-26,95,39.0,,0.39,37.050000000000004
2007-07-27,15,39.0,,0.39,5.8500000000000005
2007-07-28,22,39.0,,0.39,8.58
2007-07-29,22,39.0,,0.39,8.58
2007-07-30,49,39.0,,0.39,19.11
2007-07-31,41,39.0,,0.39,15.99
2007-08-01,56,36.0,False,0.36,20.16
2007-08-02,57,36.0,,0.36,20.52
2007-08-03,40,36.0,,0.36,14.399999999999999
2007-08-04,87,36.0,,0.36,31.32
2007-08-05,29,36.0,,0.36,10.44
2007-08-06,37,36.0,,0.36,13.32
2007-08-07,27,36.0,,0.36,9.719999999999999
2007-08-08,73,36.0,,0.36,26.279999999999998
2007-08-09,47,36.0,,0.36,16.919999999999998
2007-08-10,49,36.0,,0.36,17.64
2007-08-11,14,36.0,,0.36,5.04
2007-08-12,0,36.0,,0.36,0.0
2007-08-13,100,36.0,,0.36,36.0
2007-08-14,90,36.0,,0.36,32.4
2007-08-15,55,36.0,,0.36,19.8
2007-08-16,46,36.0,,0.36,16.56
2007-08-17,78,36.0,,0.36,28.08
2007-08-18,0,36.0,,0.36,0.0
2007-08-19,14,36.0,,0.36,5.04
2007-08-20,71,36.0,,0.36,25.56
2007-08-21,62,36.0,,0.36,22.32
2007-08-22,53,36.0,,0.36,19.08
2007-08-23,63,36.0,,0.36,22.68
2007-08-24,38,36.0,,0.36,13.68
2007-08-25,14,36.0,,0.36,5.04
2007-08-26,14,36.0,,0.36,5.04
2007-08-27,35,36.0,,0.36,12.6
2007-08-28,9,36.0,,0.36,3.2399999999999998
2007-08-29,71,36.0,,0.36,25.56
2007-08-30,63,36.0,,0.36,22.68
2007-08-31,29,36.0,,0.36,10.44
2007-09-01,0,40.0,False,0.4,0.0
2007-09-02,24,40.0,,0.4,9.600000000000001
2007-09-03,41,40.0,,0.4,16.400000000000002
2007-09-04,51,40.0,,0.4,20.400000000000002
2007-09-05,50,40.0,,0.4,20.0
2007-09-06,80,40.0,,0.4,32.0
2007-09-07,53,40.0,,0.4,21.200000000000003
2007-09-08,32,40.0,,0.4,12.8
2007-09-09,52,40.0,,0.4,20.8
2007-09-10,42,40.0,,0.4,16.8
2007-09-11,41,40.0,,0.4,16.400000000000002
2007-09-12,57,40.0,,0.4,22.8
2007-09-13,100,40.0,,0.4,40.0
2007-09-14,38,40.0,,0.4,15.200000000000001
2007-09-15,11,40.0,,0.4,4.4
2007-09-16,21,40.0,,0.4,8.4
2007-09-17,21,40.0,,0.4,8.4
2007-09-18,41,40.0,,0.4,16.400000000000002
2007-09-19,62,40.0,,0.4,24.8
2007-09-20,65,40.0,,0.4,26.0
2007-09-21,37,40.0,,0.4,14.8
2007-09-22,52,40.0,,0.4,20.8
2007-09-23,31,40.0,,0.4,12.4
2007-09-24,76,40.0,,0.4,30.400000000000002
2007-09-25,68,40.0,,0.4,27.200000000000003
2007-09-26,75,40.0,,0.4,30.0
2007-09-27,28,40.0,,0.4,11.200000000000001
2007-09-28,52,40.0,,0.4,20.8
2007-09-29,11,40.0,,0.4,4.4
2007-09-30,21,40.0,,0.4,8.4
2007-10-01,53,40.0,False,0.4,21.200000000000003
2007-10-02,60,40.0,,0.4,24.0
2007-10-03,53,40.0,,0.4,21.200000000000003
2007-10-04,70,40.0,,0.4,28.0
2007-10-05,58,40.0,,0.4,23.200000000000003
2007-10-06,60,40.0,,0.4,24.0
2007-10-07,23,40.0,,0.4,9.200000000000001
2007-10-08,62,40.0,,0.4,24.8
2007-10-09,82,40.0,,0.4,32.800000000000004
2007-10-10,53,40.0,,0.4,21.200000000000003
2007-10-11,23,40.0,,0.4,9.200000000000001
2007-10-12,73,40.0,,0.4,29.200000000000003
2007-10-13,12,40.0,,0.4,4.800000000000001
2007-10-14,35,40.0,,0.4,14.0
2007-10-15,60,40.0,,0.4,24.0
2007-10-16,44,40.0,,0.4,17.6
2007-10-17,22,40.0,,0.4,8.8
2007-10-18,76,40.0,,0.4,30.400000000000002
2007-10-19,56,40.0,,0.4,22.400000000000002
2007-10-20,58,40.0,,0.4,23.200000000000003
2007-10-21,46,40.0,,0.4,18.400000000000002
2007-10-22,73,40.0,,0.4,29.200000000000003
2007-10-23,36,40.0,,0.4,14.4
2007-10-24,51,40.0,,0.4,20.400000000000002
2007-10-25,60,40.0,,0.4,24.0
2007-10-26,47,40.0,,0.4,18.8
2007-10-27,0,40.0,,0.4,0.0
2007-10-28,68,40.0,,0.4,27.200000000000003
2007-10-29,37,40.0,,0.4,14.8
2007-10-30,30,40.0,,0.4,12.0
2007-10-31,100,40.0,,0.4,40.0
2007-11-01,100,43.0,False,0.43,43.0
2007-11-02,75,43.0,,0.43,32.25
2007-11-03,35,43.0,,0.43,15.049999999999999
2007-11-04,35,43.0,,0.43,15.049999999999999
2007-11-05,61,43.0,,0.43,26.23
2007-11-06,45,43.0,,0.43,19.35
2007-11-07,45,43.0,,0.43,19.35
2007-11-08,46,43.0,,0.43,19.78
2007-11-09,73,43.0,,0.43,31.39
2007-11-10,34,43.0,,0.43,14.62
2007-11-11,57,43.0,,0.43,24.509999999999998
2007-11-12,54,43.0,,0.43,23.22
2007-11-13,52,43.0,,0.43,22.36
2007-11-14,57,43.0,,0.43,24.509999999999998
2007-11-15,77,43.0,,0.43,33.11
2007-11-16,79,43.0,,0.43,33.97
2007-11-17,23,43.0,,0.43,9.89
2007-11-18,56,43.0,,0.43,24.08
2007-11-19,37,43.0,,0.43,15.91
2007-11-20,68,43.0,,0.43,29.24
2007-11-21,76,43.0,,0.43,32.68
2007-11-22,12,43.0,,0.43,5.16
2007-11-23,76,43.0,,0.43,32.68
2007-11-24,34,43.0,,0.43,14.62
2007-11-25,56,43.0,,0.43,24.08
2007-11-26,58,43.0,,0.43,24.94
2007-11-27,56,43.0,,0.43,24.08
2007-11-28,87,43.0,,0.43,37.41
2007-11-29,65,43.0,,0.43,27.95
2007-11-30,91,43.0,,0.43,39.13
2007-12-01,20,33.0,False,0.33,6.6000000000000005
2007-12-02,26,33.0,,0.33,8.58
2007-12-03,45,33.0,,0.33,14.850000000000001
2007-12-04,44,33.0,,0.33,14.520000000000001
2007-12-05,49,33.0,,0.33,16.17
2007-12-06,18,33.0,,0.33,5.94
2007-12-07,100,33.0,,0.33,33.0
2007-12-08,13,33.0,,0.33,4.29
2007-12-09,40,33.0,,0.33,13.200000000000001
2007-12-10,23,33.0,,0.33,7.590000000000001
2007-12-11,39,33.0,,0.33,12.870000000000001
2007-12-12,23,33.0,,0.33,7.590000000000001
2007-12-13,41,33.0,,0.33,13.530000000000001
2007-12-14,24,33.0,,0.33,7.92
2007-12-15,7,33.0,,0.33,2.31
2007-12-16,20,33.0,,0.33,6.6000000000000005
2007-12-17,19,33.0,,0.33,6.2700000000000005
2007-12-18,42,33.0,,0.33,13.860000000000001
2007-12-19,39,33.0,,0.33,12.870000000000001
2007-12-20,20,33.0,,0.33,6.6000000000000005
2007-12-21,33,33.0,,0.33,10.89
2007-12-22,46,33.0,,0.33,15.180000000000001
2007-12-23,8,33.0,,0.33,2.64
2007-12-24,7,33.0,,0.33,2.31
2007-12-25,0,33.0,,0.33,0.0
2007-12-26,43,33.0,,0.33,14.190000000000001
2007-12-27,39,33.0,,0.33,12.870000000000001
2007-12-28,33,33.0,,0.33,10.89
2007-12-29,14,33.0,,0.33,4.62
2007-12-30,15,33.0,,0.33,4.95
2007-12-31,6,33.0,,0.33,1.98
2008-01-01,21,42.0,False,0.42,8.82
2008-01-02,64,42.0,,0.42,26.88
2008-01-03,68,42.0,,0.42,28.56
2008-01-04,38,42.0,,0.42,15.959999999999999
2008-01-05,17,42.0,,0.42,7.14
2008-01-06,35,42.0,,0.42,14.7
2008-01-07,30,42.0,,0.42,12.6
2008-01-08,24,42.0,,0.42,10.08
2008-01-09,36,42.0,,0.42,15.12
2008-01-10,24,42.0,,0.42,10.08
2008-01-11,49,42.0,,0.42,20.58
2008-01-12,18,42.0,,0.42,7.56
2008-01-13,9,42.0,,0.42,3.78
2008-01-14,58,42.0,,0.42,24.36
2008-01-15,63,42.0,,0.42,26.459999999999997
2008-01-16,58,42.0,,0.42,24.36
2008-01-17,100,42.0,,0.42,42.0
2008-01-18,43,42.0,,0.42,18.06
2008-01-19,17,42.0,,0.42,7.14
2008-01-20,35,42.0,,0.42,14.7
2008-01-21,25,42.0,,0.42,10.5
2008-01-22,62,42.0,,0.42,26.04
2008-01-23,74,42.0,,0.42,31.08
2008-01-24,29,42.0,,0.42,12.18
2008-01-25,65,42.0,,0.42,27.3
2008-01-26,16,42.0,,0.42,6.72
2008-01-27,17,42.0,,0.42,7.14
2008-01-28,63,42.0,,0.42,26.459999999999997
2008-01-29,62,42.0,,0.42,26.04
2008-01-30,80,42.0,,0.42,33.6
2008-01-31,52,42.0,,0.42,21.84
2008-02-01,70,39.0,False,0.39,27.3
2008-02-02,69,39.0,,0.39,26.91
2008-02-03,30,39.0,,0.39,11.700000000000001
2008-02-04,78,39.0,,0.39,30.42
2008-02-05,60,39.0,,0.39,23.400000000000002
2008-02-06,33,39.0,,0.39,12.870000000000001
2008-02-07,82,39.0,,0.39,31.98
2008-02-08,22,39.0,,0.39,8.58
2008-02-09,79,39.0,,0.39,30.810000000000002
2008-02-10,59,39.0,,0.39,23.01
2008-02-11,73,39.0,,0.39,28.470000000000002
2008-02-12,45,39.0,,0.39,17.55
2008-02-13,33,39.0,,0.39,12.870000000000001
2008-02-14,63,39.0,,0.39,24.57
2008-02-15,22,39.0,,0.39,8.58
2008-02-16,50,39.0,,0.39,19.5
2008-02-17,30,39.0,,0.39,11.700000000000001
2008-02-18,58,39.0,,0.39,22.62
2008-02-19,54,39.0,,0.39,21.060000000000002
2008-02-20,100,39.0,,0.39,39.0
2008-02-21,33,39.0,,0.39,12.870000000000001
2008-02-22,49,39.0,,0.39,19.11
2008-02-23,19,39.0,,0.39,7.41
2008-02-24,29,39.0,,0.39,11.31
2008-02-25,53,39.0,,0.39,20.67
2008-02-26,32,39.0,,0.39,12.48
2008-02-27,65,39.0,,0.39,25.35
2008-02-28,81,39.0,,0.39,31.59
2008-02-29,78,39.0,,0.39,30.42
2008-03-01,64,44.0,False,0.44,28.16
2008-03-02,43,44.0,,0.44,18.92
2008-03-03,44,44.0,,0.44,19.36
2008-03-04,57,44.0,,0.44,25.080000000000002
2008-03-05,50,44.0,,0.44,22.0
2008-03-06,95,44.0,,0.44,41.8
2008-03-07,61,44.0,,0.44,26.84
2008-03-08,73,44.0,,0.44,32.12
2008-03-09,21,44.0,,0.44,9.24
2008-03-10,80,44.0,,0.44,35.2
2008-03-11,72,44.0,,0.44,31.68
2008-03-12,96,44.0,,0.44,42.24
2008-03-13,60,44.0,,0.44,26.4
2008-03-14,48,44.0,,0.44,21.12
2008-03-15,33,44.0,,0.44,14.52
2008-03-16,33,44.0,,0.44,14.52
2008-03-17,59,44.0,,0.44,25.96
2008-03-18,22,44.0,,0.44,9.68
2008-03-19,100,44.0,,0.44,44.0
2008-03-20,82,44.0,,0.44,36.08
2008-03-21,74,44.0,,0.44,32.56
2008-03-22,37,44.0,,0.44,16.28
2008-03-23,67,44.0,,0.44,29.48
2008-03-24,48,44.0,,0.44,21.12
2008-03-25,65,44.0,,0.44,28.6
2008-03-26,36,44.0,,0.44,15.84
2008-03-27,88,44.0,,0.44,38.72
2008-03-28,62,44.0,,0.44,27.28
2008-03-29,64,44.0,,0.44,28.16
2008-03-30,54,44.0,,0.44,23.76
2008-03-31,56,44.0,,0.44,24.64
2008-04-01,44,41.0,False,0.41,18.04
2008-04-02,56,41.0,,0.41,22.959999999999997
2008-04-03,55,41.0,,0.41,22.549999999999997
2008-04-04,35,41.0,,0.41,14.35
2008-04-05,34,41.0,,0.41,13.94
2008-04-06,17,41.0,,0.41,6.97
2008-04-07,66,41.0,,0.41,27.06
2008-04-08,44,41.0,,0.41,18.04
2008-04-09,61,41.0,,0.41,25.009999999999998
2008-04-10,45,41.0,,0.41,18.45
2008-04-11,42,41.0,,0.41,17.22
2008-04-12,17,41.0,,0.41,6.97
2008-04-13,34,41.0,,0.41,13.94
2008-04-14,44,41.0,,0.41,18.04
2008-04-15,55,41.0,,0.41,22.549999999999997
2008-04-16,39,41.0,,0.41,15.989999999999998
2008-04-17,46,41.0,,0.41,18.86
2008-04-18,37,41.0,,0.41,15.17
2008-04-19,36,41.0,,0.41,14.76
2008-04-20,53,41.0,,0.41,21.73
2008-04-21,45,41.0,,0.41,18.45
2008-04-22,71,41.0,,0.41,29.11
2008-04-23,39,41.0,,0.41,15.989999999999998
2008-04-24,69,41.0,,0.41,28.29
2008-04-25,30,41.0,,0.41,12.299999999999999
2008-04-26,18,41.0,,0.41,7.38
2008-04-27,51,41.0,,0.41,20.91
2008-04-28,70,41.0,,0.41,28.7
2008-04-29,59,41.0,,0.41,24.189999999999998
2008-04-30,100,41.0,,0.41,41.0
2008-05-01,58,40.0,False,0.4,23.200000000000003
2008-05-02,61,40.0,,0.4,24.400000000000002
2008-05-03,19,40.0,,0.4,7.6000000000000005
2008-05-04,30,40.0,,0.4,12.0
