date,prosperity bank_unscaled,prosperity bank_monthly,isPartial,scale,prosperity bank
2006-09-14,31,15.0,,0.15,4.6499999999999995
2006-09-15,32,15.0,,0.15,4.8
2006-09-16,0,15.0,,0.15,0.0
2006-09-17,47,15.0,,0.15,7.05
2006-09-18,0,15.0,,0.15,0.0
2006-09-19,59,15.0,,0.15,8.85
2006-09-20,30,15.0,,0.15,4.5
2006-09-21,0,15.0,,0.15,0.0
2006-09-22,32,15.0,,0.15,4.8
2006-09-23,0,15.0,,0.15,0.0
2006-09-24,0,15.0,,0.15,0.0
2006-09-25,0,15.0,,0.15,0.0
2006-09-26,59,15.0,,0.15,8.85
2006-09-27,60,15.0,,0.15,9.0
2006-09-28,61,15.0,,0.15,9.15
2006-09-29,0,15.0,,0.15,0.0
2006-09-30,0,15.0,,0.15,0.0
2006-10-01,0,13.0,False,0.13,0.0
2006-10-02,100,13.0,,0.13,13.0
2006-10-03,0,13.0,,0.13,0.0
2006-10-04,25,13.0,,0.13,3.25
2006-10-05,25,13.0,,0.13,3.25
2006-10-06,27,13.0,,0.13,3.5100000000000002
2006-10-07,40,13.0,,0.13,5.2
2006-10-08,40,13.0,,0.13,5.2
2006-10-09,26,13.0,,0.13,3.38
2006-10-10,24,13.0,,0.13,3.12
2006-10-11,24,13.0,,0.13,3.12
2006-10-12,25,13.0,,0.13,3.25
2006-10-13,0,13.0,,0.13,0.0
2006-10-14,40,13.0,,0.13,5.2
2006-10-15,0,13.0,,0.13,0.0
2006-10-16,25,13.0,,0.13,3.25
2006-10-17,24,13.0,,0.13,3.12
2006-10-18,24,13.0,,0.13,3.12
2006-10-19,50,13.0,,0.13,6.5
2006-10-20,0,13.0,,0.13,0.0
2006-10-21,0,13.0,,0.13,0.0
2006-10-22,38,13.0,,0.13,4.94
2006-10-23,0,13.0,,0.13,0.0
2006-10-24,24,13.0,,0.13,3.12
2006-10-25,24,13.0,,0.13,3.12
2006-10-26,24,13.0,,0.13,3.12
2006-10-27,26,13.0,,0.13,3.38
2006-10-28,0,13.0,,0.13,0.0
2006-10-29,0,13.0,,0.13,0.0
2006-10-30,0,13.0,,0.13,0.0
2006-10-31,48,13.0,,0.13,6.24
2006-11-01,0,16.0,False,0.16,0.0
2006-11-02,31,16.0,,0.16,4.96
2006-11-03,32,16.0,,0.16,5.12
2006-11-04,0,16.0,,0.16,0.0
2006-11-05,0,16.0,,0.16,0.0
2006-11-06,0,16.0,,0.16,0.0
2006-11-07,28,16.0,,0.16,4.48
2006-11-08,29,16.0,,0.16,4.64
2006-11-09,61,16.0,,0.16,9.76
2006-11-10,100,16.0,,0.16,16.0
2006-11-11,47,16.0,,0.16,7.5200000000000005
2006-11-12,0,16.0,,0.16,0.0
2006-11-13,60,16.0,,0.16,9.6
2006-11-14,29,16.0,,0.16,4.64
2006-11-15,29,16.0,,0.16,4.64
2006-11-16,30,16.0,,0.16,4.8
2006-11-17,31,16.0,,0.16,4.96
2006-11-18,0,16.0,,0.16,0.0
2006-11-19,0,16.0,,0.16,0.0
2006-11-20,0,16.0,,0.16,0.0
2006-11-21,59,16.0,,0.16,9.44
2006-11-22,0,16.0,,0.16,0.0
2006-11-23,0,16.0,,0.16,0.0
2006-11-24,46,16.0,,0.16,7.36
2006-11-25,48,16.0,,0.16,7.68
2006-11-26,0,16.0,,0.16,0.0
2006-11-27,57,16.0,,0.16,9.120000000000001
2006-11-28,42,16.0,,0.16,6.72
2006-11-29,0,16.0,,0.16,0.0
2006-11-30,28,16.0,,0.16,4.48
2006-12-01,26,20.0,False,0.2,5.2
2006-12-02,37,20.0,,0.2,7.4
2006-12-03,0,20.0,,0.2,0.0
2006-12-04,0,20.0,,0.2,0.0
2006-12-05,24,20.0,,0.2,4.800000000000001
2006-12-06,24,20.0,,0.2,4.800000000000001
2006-12-07,37,20.0,,0.2,7.4
2006-12-08,26,20.0,,0.2,5.2
2006-12-09,37,20.0,,0.2,7.4
2006-12-10,37,20.0,,0.2,7.4
2006-12-11,25,20.0,,0.2,5.0
2006-12-12,0,20.0,,0.2,0.0
2006-12-13,0,20.0,,0.2,0.0
2006-12-14,100,20.0,,0.2,20.0
2006-12-15,27,20.0,,0.2,5.4
2006-12-16,39,20.0,,0.2,7.800000000000001
2006-12-17,0,20.0,,0.2,0.0
2006-12-18,39,20.0,,0.2,7.800000000000001
2006-12-19,77,20.0,,0.2,15.4
2006-12-20,26,20.0,,0.2,5.2
2006-12-21,28,20.0,,0.2,5.6000000000000005
2006-12-22,32,20.0,,0.2,6.4
2006-12-23,43,20.0,,0.2,8.6
2006-12-24,0,20.0,,0.2,0.0
2006-12-25,0,20.0,,0.2,0.0
2006-12-26,53,20.0,,0.2,10.600000000000001
2006-12-27,30,20.0,,0.2,6.0
2006-12-28,30,20.0,,0.2,6.0
2006-12-29,0,20.0,,0.2,0.0
2006-12-30,39,20.0,,0.2,7.800000000000001
2006-12-31,0,20.0,,0.2,0.0
2007-01-01,0,20.0,False,0.2,0.0
2007-01-02,53,20.0,,0.2,10.600000000000001
2007-01-03,50,20.0,,0.2,10.0
2007-01-04,0,20.0,,0.2,0.0
2007-01-05,77,20.0,,0.2,15.4
2007-01-06,74,20.0,,0.2,14.8
2007-01-07,0,20.0,,0.2,0.0
2007-01-08,99,20.0,,0.2,19.8
2007-01-09,0,20.0,,0.2,0.0
2007-01-10,49,20.0,,0.2,9.8
2007-01-11,0,20.0,,0.2,0.0
2007-01-12,51,20.0,,0.2,10.200000000000001
2007-01-13,72,20.0,,0.2,14.4
2007-01-14,0,20.0,,0.2,0.0
2007-01-15,54,20.0,,0.2,10.8
2007-01-16,0,20.0,,0.2,0.0
2007-01-17,96,20.0,,0.2,19.200000000000003
2007-01-18,48,20.0,,0.2,9.600000000000001
2007-01-19,100,20.0,,0.2,20.0
2007-01-20,0,20.0,,0.2,0.0
2007-01-21,70,20.0,,0.2,14.0
2007-01-22,48,20.0,,0.2,9.600000000000001
2007-01-23,93,20.0,,0.2,18.6
2007-01-24,70,20.0,,0.2,14.0
2007-01-25,71,20.0,,0.2,14.200000000000001
2007-01-26,51,20.0,,0.2,10.200000000000001
2007-01-27,0,20.0,,0.2,0.0
2007-01-28,0,20.0,,0.2,0.0
2007-01-29,94,20.0,,0.2,18.8
2007-01-30,45,20.0,,0.2,9.0
2007-01-31,70,20.0,,0.2,14.0
2007-02-01,32,21.0,False,0.21,6.72
2007-02-02,33,21.0,,0.21,6.93
2007-02-03,0,21.0,,0.21,0.0
2007-02-04,48,21.0,,0.21,10.08
2007-02-05,65,21.0,,0.21,13.65
2007-02-06,0,21.0,,0.21,0.0
2007-02-07,94,21.0,,0.21,19.74
2007-02-08,31,21.0,,0.21,6.51
2007-02-09,33,21.0,,0.21,6.93
2007-02-10,93,21.0,,0.21,19.529999999999998
2007-02-11,0,21.0,,0.21,0.0
2007-02-12,31,21.0,,0.21,6.51
2007-02-13,60,21.0,,0.21,12.6
2007-02-14,31,21.0,,0.21,6.51
2007-02-15,32,21.0,,0.21,6.72
2007-02-16,100,21.0,,0.21,21.0
2007-02-17,96,21.0,,0.21,20.16
2007-02-18,48,21.0,,0.21,10.08
2007-02-19,34,21.0,,0.21,7.14
2007-02-20,32,21.0,,0.21,6.72
2007-02-21,62,21.0,,0.21,13.02
2007-02-22,63,21.0,,0.21,13.229999999999999
2007-02-23,33,21.0,,0.21,6.93
2007-02-24,0,21.0,,0.21,0.0
2007-02-25,0,21.0,,0.21,0.0
2007-02-26,31,21.0,,0.21,6.51
2007-02-27,0,21.0,,0.21,0.0
2007-02-28,91,21.0,,0.21,19.11
2007-03-01,32,23.0,False,0.23,7.36
2007-03-02,67,23.0,,0.23,15.41
2007-03-03,0,23.0,,0.23,0.0
2007-03-04,0,23.0,,0.23,0.0
2007-03-05,32,23.0,,0.23,7.36
2007-03-06,31,23.0,,0.23,7.13
2007-03-07,0,23.0,,0.23,0.0
2007-03-08,48,23.0,,0.23,11.040000000000001
2007-03-09,68,23.0,,0.23,15.64
2007-03-10,0,23.0,,0.23,0.0
2007-03-11,0,23.0,,0.23,0.0
2007-03-12,33,23.0,,0.23,7.590000000000001
2007-03-13,0,23.0,,0.23,0.0
2007-03-14,33,23.0,,0.23,7.590000000000001
2007-03-15,32,23.0,,0.23,7.36
2007-03-16,52,23.0,,0.23,11.96
2007-03-17,98,23.0,,0.23,22.540000000000003
2007-03-18,0,23.0,,0.23,0.0
2007-03-19,65,23.0,,0.23,14.950000000000001
2007-03-20,69,23.0,,0.23,15.870000000000001
2007-03-21,64,23.0,,0.23,14.72
2007-03-22,33,23.0,,0.23,7.590000000000001
2007-03-23,34,23.0,,0.23,7.82
2007-03-24,0,23.0,,0.23,0.0
2007-03-25,0,23.0,,0.23,0.0
2007-03-26,48,23.0,,0.23,11.040000000000001
2007-03-27,47,23.0,,0.23,10.81
2007-03-28,0,23.0,,0.23,0.0
2007-03-29,49,23.0,,0.23,11.270000000000001
2007-03-30,70,23.0,,0.23,16.1
2007-03-31,100,23.0,,0.23,23.0
2007-04-01,77,28.0,False,0.28,21.560000000000002
2007-04-02,51,28.0,,0.28,14.280000000000001
2007-04-03,50,28.0,,0.28,14.000000000000002
2007-04-04,100,28.0,,0.28,28.000000000000004
2007-04-05,77,28.0,,0.28,21.560000000000002
2007-04-06,58,28.0,,0.28,16.240000000000002
2007-04-07,0,28.0,,0.28,0.0
2007-04-08,0,28.0,,0.28,0.0
2007-04-09,50,28.0,,0.28,14.000000000000002
2007-04-10,73,28.0,,0.28,20.44
2007-04-11,0,28.0,,0.28,0.0
2007-04-12,48,28.0,,0.28,13.440000000000001
2007-04-13,0,28.0,,0.28,0.0
2007-04-14,0,28.0,,0.28,0.0
2007-04-15,70,28.0,,0.28,19.6
2007-04-16,94,28.0,,0.28,26.320000000000004
2007-04-17,47,28.0,,0.28,13.160000000000002
2007-04-18,48,28.0,,0.28,13.440000000000001
2007-04-19,49,28.0,,0.28,13.72
2007-04-20,53,28.0,,0.28,14.840000000000002
2007-04-21,80,28.0,,0.28,22.400000000000002
2007-04-22,0,28.0,,0.28,0.0
2007-04-23,48,28.0,,0.28,13.440000000000001
2007-04-24,71,28.0,,0.28,19.880000000000003
2007-04-25,0,28.0,,0.28,0.0
2007-04-26,48,28.0,,0.28,13.440000000000001
2007-04-27,0,28.0,,0.28,0.0
2007-04-28,77,28.0,,0.28,21.560000000000002
2007-04-29,77,28.0,,0.28,21.560000000000002
2007-04-30,48,28.0,,0.28,13.440000000000001
2007-05-01,32,28.0,False,0.28,8.96
2007-05-02,48,28.0,,0.28,13.440000000000001
2007-05-03,33,28.0,,0.28,9.24
2007-05-04,34,28.0,,0.28,9.520000000000001
2007-05-05,49,28.0,,0.28,13.72
2007-05-06,49,28.0,,0.28,13.72
2007-05-07,61,28.0,,0.28,17.080000000000002
2007-05-08,61,28.0,,0.28,17.080000000000002
2007-05-09,31,28.0,,0.28,8.680000000000001
2007-05-10,32,28.0,,0.28,8.96
2007-05-11,67,28.0,,0.28,18.76
2007-05-12,52,28.0,,0.28,14.560000000000002
2007-05-13,0,28.0,,0.28,0.0
2007-05-14,47,28.0,,0.28,13.160000000000002
2007-05-15,30,28.0,,0.28,8.4
2007-05-16,46,28.0,,0.28,12.88
2007-05-17,31,28.0,,0.28,8.680000000000001
2007-05-18,67,28.0,,0.28,18.76
2007-05-19,99,28.0,,0.28,27.720000000000002
2007-05-20,100,28.0,,0.28,28.000000000000004
2007-05-21,31,28.0,,0.28,8.680000000000001
2007-05-22,30,28.0,,0.28,8.4
2007-05-23,61,28.0,,0.28,17.080000000000002
2007-05-24,48,28.0,,0.28,13.440000000000001
2007-05-25,35,28.0,,0.28,9.8
2007-05-26,0,28.0,,0.28,0.0
2007-05-27,0,28.0,,0.28,0.0
2007-05-28,0,28.0,,0.28,0.0
2007-05-29,31,28.0,,0.28,8.680000000000001
2007-05-30,62,28.0,,0.28,17.360000000000003
2007-05-31,62,28.0,,0.28,17.360000000000003
2007-06-01,33,32.0,False,0.32,10.56
2007-06-02,48,32.0,,0.32,15.36
2007-06-03,0,32.0,,0.32,0.0
2007-06-04,89,32.0,,0.32,28.48
2007-06-05,30,32.0,,0.32,9.6
2007-06-06,61,32.0,,0.32,19.52
2007-06-07,32,32.0,,0.32,10.24
2007-06-08,34,32.0,,0.32,10.88
2007-06-09,0,32.0,,0.32,0.0
2007-06-10,0,32.0,,0.32,0.0
2007-06-11,31,32.0,,0.32,9.92
2007-06-12,30,32.0,,0.32,9.6
2007-06-13,46,32.0,,0.32,14.72
2007-06-14,48,32.0,,0.32,15.36
2007-06-15,35,32.0,,0.32,11.200000000000001
2007-06-16,0,32.0,,0.32,0.0
2007-06-17,58,32.0,,0.32,18.56
2007-06-18,33,32.0,,0.32,10.56
2007-06-19,49,32.0,,0.32,15.68
2007-06-20,0,32.0,,0.32,0.0
2007-06-21,52,32.0,,0.32,16.64
2007-06-22,33,32.0,,0.32,10.56
2007-06-23,0,32.0,,0.32,0.0
2007-06-24,100,32.0,,0.32,32.0
2007-06-25,46,32.0,,0.32,14.72
2007-06-26,30,32.0,,0.32,9.6
2007-06-27,61,32.0,,0.32,19.52
2007-06-28,47,32.0,,0.32,15.040000000000001
2007-06-29,67,32.0,,0.32,21.44
2007-06-30,0,32.0,,0.32,0.0
2007-07-01,0,27.0,False,0.27,0.0
2007-07-02,66,27.0,,0.27,17.82
2007-07-03,66,27.0,,0.27,17.82
2007-07-04,47,27.0,,0.27,12.690000000000001
2007-07-05,35,27.0,,0.27,9.450000000000001
2007-07-06,68,27.0,,0.27,18.36
2007-07-07,49,27.0,,0.27,13.23
2007-07-08,49,27.0,,0.27,13.23
2007-07-09,31,27.0,,0.27,8.370000000000001
2007-07-10,31,27.0,,0.27,8.370000000000001
2007-07-11,63,27.0,,0.27,17.01
2007-07-12,65,27.0,,0.27,17.55
2007-07-13,34,27.0,,0.27,9.18
2007-07-14,49,27.0,,0.27,13.23
2007-07-15,100,27.0,,0.27,27.0
2007-07-16,31,27.0,,0.27,8.370000000000001
2007-07-17,30,27.0,,0.27,8.100000000000001
2007-07-18,31,27.0,,0.27,8.370000000000001
2007-07-19,31,27.0,,0.27,8.370000000000001
2007-07-20,34,27.0,,0.27,9.18
2007-07-21,100,27.0,,0.27,27.0
2007-07-22,51,27.0,,0.27,13.770000000000001
2007-07-23,47,27.0,,0.27,12.690000000000001
2007-07-24,62,27.0,,0.27,16.740000000000002
2007-07-25,31,27.0,,0.27,8.370000000000001
2007-07-26,32,27.0,,0.27,8.64
2007-07-27,84,27.0,,0.27,22.68
2007-07-28,49,27.0,,0.27,13.23
2007-07-29,74,27.0,,0.27,19.98
2007-07-30,31,27.0,,0.27,8.370000000000001
2007-07-31,31,27.0,,0.27,8.370000000000001
2007-08-01,40,31.0,False,0.31,12.4
2007-08-02,82,31.0,,0.31,25.419999999999998
2007-08-03,58,31.0,,0.31,17.98
2007-08-04,0,31.0,,0.31,0.0
2007-08-05,42,31.0,,0.31,13.02
2007-08-06,0,31.0,,0.31,0.0
2007-08-07,0,31.0,,0.31,0.0
2007-08-08,27,31.0,,0.31,8.37
2007-08-09,0,31.0,,0.31,0.0
2007-08-10,43,31.0,,0.31,13.33
2007-08-11,83,31.0,,0.31,25.73
2007-08-12,43,31.0,,0.31,13.33
2007-08-13,27,31.0,,0.31,8.37
2007-08-14,26,31.0,,0.31,8.06
2007-08-15,80,31.0,,0.31,24.8
2007-08-16,68,31.0,,0.31,21.08
2007-08-17,100,31.0,,0.31,31.0
2007-08-18,41,31.0,,0.31,12.709999999999999
2007-08-19,0,31.0,,0.31,0.0
2007-08-20,26,31.0,,0.31,8.06
2007-08-21,51,31.0,,0.31,15.81
2007-08-22,52,31.0,,0.31,16.12
2007-08-23,53,31.0,,0.31,16.43
2007-08-24,28,31.0,,0.31,8.68
2007-08-25,40,31.0,,0.31,12.4
2007-08-26,0,31.0,,0.31,0.0
2007-08-27,39,31.0,,0.31,12.09
2007-08-28,51,31.0,,0.31,15.81
2007-08-29,52,31.0,,0.31,16.12
2007-08-30,53,31.0,,0.31,16.43
2007-08-31,87,31.0,,0.31,26.97
2007-09-01,0,24.0,False,0.24,0.0
2007-09-02,0,24.0,,0.24,0.0
2007-09-03,0,24.0,,0.24,0.0
2007-09-04,45,24.0,,0.24,10.799999999999999
2007-09-05,22,24.0,,0.24,5.279999999999999
2007-09-06,67,24.0,,0.24,16.08
2007-09-07,23,24.0,,0.24,5.52
2007-09-08,0,24.0,,0.24,0.0
2007-09-09,32,24.0,,0.24,7.68
2007-09-10,55,24.0,,0.24,13.2
2007-09-11,53,24.0,,0.24,12.719999999999999
2007-09-12,22,24.0,,0.24,5.279999999999999
2007-09-13,22,24.0,,0.24,5.279999999999999
2007-09-14,0,24.0,,0.24,0.0
2007-09-15,100,24.0,,0.24,24.0
2007-09-16,0,24.0,,0.24,0.0
2007-09-17,43,24.0,,0.24,10.32
2007-09-18,32,24.0,,0.24,7.68
2007-09-19,43,24.0,,0.24,10.32
2007-09-20,22,24.0,,0.24,5.279999999999999
2007-09-21,35,24.0,,0.24,8.4
2007-09-22,33,24.0,,0.24,7.92
2007-09-23,32,24.0,,0.24,7.68
2007-09-24,21,24.0,,0.24,5.04
2007-09-25,63,24.0,,0.24,15.12
2007-09-26,54,24.0,,0.24,12.959999999999999
2007-09-27,44,24.0,,0.24,10.559999999999999
2007-09-28,46,24.0,,0.24,11.04
2007-09-29,0,24.0,,0.24,0.0
2007-09-30,0,24.0,,0.24,0.0
2007-10-01,34,30.0,False,0.3,10.2
2007-10-02,23,30.0,,0.3,6.8999999999999995
2007-10-03,46,30.0,,0.3,13.799999999999999
2007-10-04,46,30.0,,0.3,13.799999999999999
2007-10-05,49,30.0,,0.3,14.7
2007-10-06,0,30.0,,0.3,0.0
2007-10-07,71,30.0,,0.3,21.3
2007-10-08,0,30.0,,0.3,0.0
2007-10-09,90,30.0,,0.3,27.0
2007-10-10,22,30.0,,0.3,6.6
2007-10-11,58,30.0,,0.3,17.4
2007-10-12,100,30.0,,0.3,30.0
2007-10-13,0,30.0,,0.3,0.0
2007-10-14,70,30.0,,0.3,21.0
2007-10-15,45,30.0,,0.3,13.5
2007-10-16,22,30.0,,0.3,6.6
2007-10-17,56,30.0,,0.3,16.8
2007-10-18,68,30.0,,0.3,20.4
2007-10-19,48,30.0,,0.3,14.399999999999999
2007-10-20,35,30.0,,0.3,10.5
2007-10-21,0,30.0,,0.3,0.0
2007-10-22,33,30.0,,0.3,9.9
2007-10-23,43,30.0,,0.3,12.9
2007-10-24,66,30.0,,0.3,19.8
2007-10-25,23,30.0,,0.3,6.8999999999999995
2007-10-26,84,30.0,,0.3,25.2
2007-10-27,34,30.0,,0.3,10.2
2007-10-28,35,30.0,,0.3,10.5
2007-10-29,22,30.0,,0.3,6.6
2007-10-30,45,30.0,,0.3,13.5
2007-10-31,23,30.0,,0.3,6.8999999999999995
2007-11-01,0,25.0,False,0.25,0.0
2007-11-02,54,25.0,,0.25,13.5
2007-11-03,0,25.0,,0.25,0.0
2007-11-04,0,25.0,,0.25,0.0
2007-11-05,99,25.0,,0.25,24.75
2007-11-06,24,25.0,,0.25,6.0
2007-11-07,61,25.0,,0.25,15.25
2007-11-08,50,25.0,,0.25,12.5
2007-11-09,26,25.0,,0.25,6.5
2007-11-10,38,25.0,,0.25,9.5
2007-11-11,0,25.0,,0.25,0.0
2007-11-12,52,25.0,,0.25,13.0
2007-11-13,48,25.0,,0.25,12.0
2007-11-14,79,25.0,,0.25,19.75
2007-11-15,100,25.0,,0.25,25.0
2007-11-16,26,25.0,,0.25,6.5
2007-11-17,0,25.0,,0.25,0.0
2007-11-18,75,25.0,,0.25,18.75
2007-11-19,62,25.0,,0.25,15.5
2007-11-20,25,25.0,,0.25,6.25
2007-11-21,41,25.0,,0.25,10.25
2007-11-22,40,25.0,,0.25,10.0
2007-11-23,0,25.0,,0.25,0.0
2007-11-24,0,25.0,,0.25,0.0
2007-11-25,0,25.0,,0.25,0.0
2007-11-26,24,25.0,,0.25,6.0
2007-11-27,23,25.0,,0.25,5.75
2007-11-28,24,25.0,,0.25,6.0
2007-11-29,24,25.0,,0.25,6.0
2007-11-30,25,25.0,,0.25,6.25
2007-12-01,43,27.0,False,0.27,11.610000000000001
2007-12-02,65,27.0,,0.27,17.55
2007-12-03,44,27.0,,0.27,11.88
2007-12-04,43,27.0,,0.27,11.610000000000001
2007-12-05,29,27.0,,0.27,7.83
2007-12-06,60,27.0,,0.27,16.200000000000003
2007-12-07,32,27.0,,0.27,8.64
2007-12-08,44,27.0,,0.27,11.88
2007-12-09,0,27.0,,0.27,0.0
2007-12-10,59,27.0,,0.27,15.930000000000001
2007-12-11,0,27.0,,0.27,0.0
2007-12-12,30,27.0,,0.27,8.100000000000001
2007-12-13,30,27.0,,0.27,8.100000000000001
2007-12-14,80,27.0,,0.27,21.6
2007-12-15,0,27.0,,0.27,0.0
2007-12-16,0,27.0,,0.27,0.0
2007-12-17,62,27.0,,0.27,16.740000000000002
2007-12-18,61,27.0,,0.27,16.470000000000002
2007-12-19,47,27.0,,0.27,12.690000000000001
2007-12-20,100,27.0,,0.27,27.0
2007-12-21,36,27.0,,0.27,9.72
2007-12-22,51,27.0,,0.27,13.770000000000001
2007-12-23,53,27.0,,0.27,14.31
2007-12-24,73,27.0,,0.27,19.71
2007-12-25,0,27.0,,0.27,0.0
2007-12-26,41,27.0,,0.27,11.07
2007-12-27,73,27.0,,0.27,19.71
2007-12-28,0,27.0,,0.27,0.0
2007-12-29,72,27.0,,0.27,19.44
2007-12-30,0,27.0,,0.27,0.0
2007-12-31,39,27.0,,0.27,10.530000000000001
2008-01-01,37,29.0,False,0.29,10.729999999999999
2008-01-02,34,29.0,,0.29,9.86
2008-01-03,22,29.0,,0.29,6.38
2008-01-04,34,29.0,,0.29,9.86
2008-01-05,46,29.0,,0.29,13.34
2008-01-06,32,29.0,,0.29,9.28
2008-01-07,54,29.0,,0.29,15.659999999999998
2008-01-08,21,29.0,,0.29,6.09
2008-01-09,42,29.0,,0.29,12.18
2008-01-10,64,29.0,,0.29,18.56
2008-01-11,44,29.0,,0.29,12.76
2008-01-12,31,29.0,,0.29,8.99
2008-01-13,31,29.0,,0.29,8.99
2008-01-14,31,29.0,,0.29,8.99
2008-01-15,20,29.0,,0.29,5.8
2008-01-16,83,29.0,,0.29,24.069999999999997
2008-01-17,0,29.0,,0.29,0.0
2008-01-18,43,29.0,,0.29,12.469999999999999
2008-01-19,0,29.0,,0.29,0.0
2008-01-20,31,29.0,,0.29,8.99
2008-01-21,34,29.0,,0.29,9.86
2008-01-22,100,29.0,,0.29,28.999999999999996
2008-01-23,30,29.0,,0.29,8.7
2008-01-24,61,29.0,,0.29,17.689999999999998
2008-01-25,21,29.0,,0.29,6.09
2008-01-26,30,29.0,,0.29,8.7
2008-01-27,30,29.0,,0.29,8.7
2008-01-28,20,29.0,,0.29,5.8
2008-01-29,20,29.0,,0.29,5.8
2008-01-30,40,29.0,,0.29,11.6
2008-01-31,51,29.0,,0.29,14.79
2008-02-01,25,31.0,False,0.31,7.75
2008-02-02,35,31.0,,0.31,10.85
2008-02-03,70,31.0,,0.31,21.7
2008-02-04,62,31.0,,0.31,19.22
2008-02-05,23,31.0,,0.31,7.13
2008-02-06,82,31.0,,0.31,25.419999999999998
2008-02-07,36,31.0,,0.31,11.16
2008-02-08,25,31.0,,0.31,7.75
2008-02-09,0,31.0,,0.31,0.0
2008-02-10,0,31.0,,0.31,0.0
2008-02-11,23,31.0,,0.31,7.13
2008-02-12,46,31.0,,0.31,14.26
2008-02-13,70,31.0,,0.31,21.7
2008-02-14,98,31.0,,0.31,30.38
2008-02-15,26,31.0,,0.31,8.06
2008-02-16,35,31.0,,0.31,10.85
2008-02-17,71,31.0,,0.31,22.01
2008-02-18,52,31.0,,0.31,16.12
2008-02-19,0,31.0,,0.31,0.0
2008-02-20,47,31.0,,0.31,14.57
2008-02-21,47,31.0,,0.31,14.57
2008-02-22,49,31.0,,0.31,15.19
2008-02-23,34,31.0,,0.31,10.54
2008-02-24,34,31.0,,0.31,10.54
2008-02-25,59,31.0,,0.31,18.29
2008-02-26,45,31.0,,0.31,13.95
2008-02-27,69,31.0,,0.31,21.39
2008-02-28,47,31.0,,0.31,14.57
2008-02-29,100,31.0,,0.31,31.0
2008-03-01,100,35.0,False,0.35,35.0
2008-03-02,26,35.0,,0.35,9.1
2008-03-03,68,35.0,,0.35,23.799999999999997
2008-03-04,33,35.0,,0.35,11.549999999999999
2008-03-05,84,35.0,,0.35,29.4
2008-03-06,60,35.0,,0.35,21.0
2008-03-07,45,35.0,,0.35,15.749999999999998
2008-03-08,37,35.0,,0.35,12.95
2008-03-09,25,35.0,,0.35,8.75
2008-03-10,34,35.0,,0.35,11.899999999999999
2008-03-11,25,35.0,,0.35,8.75
2008-03-12,35,35.0,,0.35,12.25
2008-03-13,0,35.0,,0.35,0.0
2008-03-14,56,35.0,,0.35,19.599999999999998
2008-03-15,26,35.0,,0.35,9.1
2008-03-16,0,35.0,,0.35,0.0
2008-03-17,17,35.0,,0.35,5.949999999999999
2008-03-18,35,35.0,,0.35,12.25
2008-03-19,0,35.0,,0.35,0.0
2008-03-20,19,35.0,,0.35,6.6499999999999995
2008-03-21,33,35.0,,0.35,11.549999999999999
2008-03-22,44,35.0,,0.35,15.399999999999999
2008-03-23,31,35.0,,0.35,10.85
2008-03-24,0,35.0,,0.35,0.0
2008-03-25,34,35.0,,0.35,11.899999999999999
2008-03-26,17,35.0,,0.35,5.949999999999999
2008-03-27,43,35.0,,0.35,15.049999999999999
2008-03-28,36,35.0,,0.35,12.6
2008-03-29,50,35.0,,0.35,17.5
2008-03-30,25,35.0,,0.35,8.75
2008-03-31,33,35.0,,0.35,11.549999999999999
2008-04-01,20,31.0,False,0.31,6.2
2008-04-02,41,31.0,,0.31,12.709999999999999
2008-04-03,61,31.0,,0.31,18.91
2008-04-04,21,31.0,,0.31,6.51
2008-04-05,30,31.0,,0.31,9.3
2008-04-06,61,31.0,,0.31,18.91
2008-04-07,80,31.0,,0.31,24.8
2008-04-08,20,31.0,,0.31,6.2
2008-04-09,30,31.0,,0.31,9.3
2008-04-10,20,31.0,,0.31,6.2
2008-04-11,22,31.0,,0.31,6.82
2008-04-12,31,31.0,,0.31,9.61
2008-04-13,30,31.0,,0.31,9.3
2008-04-14,50,31.0,,0.31,15.5
2008-04-15,40,31.0,,0.31,12.4
2008-04-16,51,31.0,,0.31,15.81
2008-04-17,63,31.0,,0.31,19.53
2008-04-18,34,31.0,,0.31,10.54
2008-04-19,33,31.0,,0.31,10.23
2008-04-20,0,31.0,,0.31,0.0
2008-04-21,41,31.0,,0.31,12.709999999999999
2008-04-22,0,31.0,,0.31,0.0
2008-04-23,41,31.0,,0.31,12.709999999999999
2008-04-24,31,31.0,,0.31,9.61
2008-04-25,22,31.0,,0.31,6.82
2008-04-26,32,31.0,,0.31,9.92
2008-04-27,0,31.0,,0.31,0.0
2008-04-28,29,31.0,,0.31,8.99
2008-04-29,49,31.0,,0.31,15.19
2008-04-30,100,31.0,,0.31,31.0
2008-05-01,17,34.0,False,0.34,5.78
2008-05-02,18,34.0,,0.34,6.12
2008-05-03,100,34.0,,0.34,34.0
2008-05-04,0,34.0,,0.34,0.0
2008-05-05,65,34.0,,0.34,22.1
2008-05-06,64,34.0,,0.34,21.76
2008-05-07,49,34.0,,0.34,16.66
2008-05-08,25,34.0,,0.34,8.5
2008-05-09,18,34.0,,0.34,6.12
2008-05-10,26,34.0,,0.34,8.84
2008-05-11,54,34.0,,0.34,18.360000000000003
2008-05-12,25,34.0,,0.34,8.5
2008-05-13,32,34.0,,0.34,10.88
2008-05-14,33,34.0,,0.34,11.22
