date,CHARITY_unscaled,CHARITY_monthly,isPartial,scale,CHARITY
2006-09-10,72,68.0,,0.68,48.96
2006-09-11,100,68.0,,0.68,68.0
2006-09-12,62,68.0,,0.68,42.160000000000004
2006-09-13,85,68.0,,0.68,57.800000000000004
2006-09-14,71,68.0,,0.68,48.28
2006-09-15,93,68.0,,0.68,63.24
2006-09-16,47,68.0,,0.68,31.96
2006-09-17,55,68.0,,0.68,37.400000000000006
2006-09-18,54,68.0,,0.68,36.720000000000006
2006-09-19,87,68.0,,0.68,59.160000000000004
2006-09-20,88,68.0,,0.68,59.84
2006-09-21,56,68.0,,0.68,38.080000000000005
2006-09-22,74,68.0,,0.68,50.32
2006-09-23,49,68.0,,0.68,33.32
2006-09-24,58,68.0,,0.68,39.440000000000005
2006-09-25,76,68.0,,0.68,51.68000000000001
2006-09-26,71,68.0,,0.68,48.28
2006-09-27,91,68.0,,0.68,61.88
2006-09-28,76,68.0,,0.68,51.68000000000001
2006-09-29,88,68.0,,0.68,59.84
2006-09-30,72,68.0,,0.68,48.96
2006-10-01,53,70.0,False,0.7,37.099999999999994
2006-10-02,57,70.0,,0.7,39.9
2006-10-03,88,70.0,,0.7,61.599999999999994
2006-10-04,100,70.0,,0.7,70.0
2006-10-05,71,70.0,,0.7,49.699999999999996
2006-10-06,68,70.0,,0.7,47.599999999999994
2006-10-07,58,70.0,,0.7,40.599999999999994
2006-10-08,58,70.0,,0.7,40.599999999999994
2006-10-09,87,70.0,,0.7,60.9
2006-10-10,76,70.0,,0.7,53.199999999999996
2006-10-11,58,70.0,,0.7,40.599999999999994
2006-10-12,63,70.0,,0.7,44.099999999999994
2006-10-13,68,70.0,,0.7,47.599999999999994
2006-10-14,65,70.0,,0.7,45.5
2006-10-15,72,70.0,,0.7,50.4
2006-10-16,83,70.0,,0.7,58.099999999999994
2006-10-17,70,70.0,,0.7,49.0
2006-10-18,78,70.0,,0.7,54.599999999999994
2006-10-19,81,70.0,,0.7,56.699999999999996
2006-10-20,77,70.0,,0.7,53.9
2006-10-21,72,70.0,,0.7,50.4
2006-10-22,67,70.0,,0.7,46.9
2006-10-23,90,70.0,,0.7,62.99999999999999
2006-10-24,64,70.0,,0.7,44.8
2006-10-25,87,70.0,,0.7,60.9
2006-10-26,82,70.0,,0.7,57.4
2006-10-27,83,70.0,,0.7,58.099999999999994
2006-10-28,59,70.0,,0.7,41.3
2006-10-29,49,70.0,,0.7,34.3
2006-10-30,78,70.0,,0.7,54.599999999999994
2006-10-31,90,70.0,,0.7,62.99999999999999
2006-11-01,72,77.0,False,0.77,55.44
2006-11-02,49,77.0,,0.77,37.730000000000004
2006-11-03,84,77.0,,0.77,64.68
2006-11-04,31,77.0,,0.77,23.87
2006-11-05,79,77.0,,0.77,60.83
2006-11-06,79,77.0,,0.77,60.83
2006-11-07,53,77.0,,0.77,40.81
2006-11-08,88,77.0,,0.77,67.76
2006-11-09,60,77.0,,0.77,46.2
2006-11-10,84,77.0,,0.77,64.68
2006-11-11,79,77.0,,0.77,60.83
2006-11-12,77,77.0,,0.77,59.29
2006-11-13,71,77.0,,0.77,54.67
2006-11-14,67,77.0,,0.77,51.59
2006-11-15,66,77.0,,0.77,50.82
2006-11-16,93,77.0,,0.77,71.61
2006-11-17,68,77.0,,0.77,52.36
2006-11-18,43,77.0,,0.77,33.11
2006-11-19,60,77.0,,0.77,46.2
2006-11-20,67,77.0,,0.77,51.59
2006-11-21,70,77.0,,0.77,53.9
2006-11-22,76,77.0,,0.77,58.52
2006-11-23,56,77.0,,0.77,43.120000000000005
2006-11-24,43,77.0,,0.77,33.11
2006-11-25,86,77.0,,0.77,66.22
2006-11-26,69,77.0,,0.77,53.13
2006-11-27,76,77.0,,0.77,58.52
2006-11-28,100,77.0,,0.77,77.0
2006-11-29,60,77.0,,0.77,46.2
2006-11-30,96,77.0,,0.77,73.92
2006-12-01,85,78.0,False,0.78,66.3
2006-12-02,59,78.0,,0.78,46.02
2006-12-03,82,78.0,,0.78,63.96
2006-12-04,69,78.0,,0.78,53.82
2006-12-05,86,78.0,,0.78,67.08
2006-12-06,83,78.0,,0.78,64.74000000000001
2006-12-07,72,78.0,,0.78,56.160000000000004
2006-12-08,98,78.0,,0.78,76.44
2006-12-09,100,78.0,,0.78,78.0
2006-12-10,58,78.0,,0.78,45.24
2006-12-11,96,78.0,,0.78,74.88
2006-12-12,92,78.0,,0.78,71.76
2006-12-13,87,78.0,,0.78,67.86
2006-12-14,78,78.0,,0.78,60.84
2006-12-15,70,78.0,,0.78,54.6
2006-12-16,58,78.0,,0.78,45.24
2006-12-17,79,78.0,,0.78,61.620000000000005
2006-12-18,96,78.0,,0.78,74.88
2006-12-19,75,78.0,,0.78,58.5
2006-12-20,90,78.0,,0.78,70.2
2006-12-21,75,78.0,,0.78,58.5
2006-12-22,79,78.0,,0.78,61.620000000000005
2006-12-23,44,78.0,,0.78,34.32
2006-12-24,60,78.0,,0.78,46.800000000000004
2006-12-25,47,78.0,,0.78,36.660000000000004
2006-12-26,95,78.0,,0.78,74.10000000000001
2006-12-27,73,78.0,,0.78,56.940000000000005
2006-12-28,60,78.0,,0.78,46.800000000000004
2006-12-29,70,78.0,,0.78,54.6
2006-12-30,51,78.0,,0.78,39.78
2006-12-31,60,78.0,,0.78,46.800000000000004
2007-01-01,39,65.0,False,0.65,25.35
2007-01-02,61,65.0,,0.65,39.65
2007-01-03,100,65.0,,0.65,65.0
2007-01-04,64,65.0,,0.65,41.6
2007-01-05,69,65.0,,0.65,44.85
2007-01-06,56,65.0,,0.65,36.4
2007-01-07,71,65.0,,0.65,46.15
2007-01-08,97,65.0,,0.65,63.050000000000004
2007-01-09,71,65.0,,0.65,46.15
2007-01-10,68,65.0,,0.65,44.2
2007-01-11,82,65.0,,0.65,53.300000000000004
2007-01-12,65,65.0,,0.65,42.25
2007-01-13,87,65.0,,0.65,56.550000000000004
2007-01-14,75,65.0,,0.65,48.75
2007-01-15,57,65.0,,0.65,37.050000000000004
2007-01-16,92,65.0,,0.65,59.800000000000004
2007-01-17,94,65.0,,0.65,61.1
2007-01-18,52,65.0,,0.65,33.800000000000004
2007-01-19,93,65.0,,0.65,60.45
2007-01-20,40,65.0,,0.65,26.0
2007-01-21,63,65.0,,0.65,40.95
2007-01-22,69,65.0,,0.65,44.85
2007-01-23,56,65.0,,0.65,36.4
2007-01-24,66,65.0,,0.65,42.9
2007-01-25,87,65.0,,0.65,56.550000000000004
2007-01-26,50,65.0,,0.65,32.5
2007-01-27,62,65.0,,0.65,40.300000000000004
2007-01-28,72,65.0,,0.65,46.800000000000004
2007-01-29,87,65.0,,0.65,56.550000000000004
2007-01-30,92,65.0,,0.65,59.800000000000004
2007-01-31,71,65.0,,0.65,46.15
2007-02-01,83,64.0,False,0.64,53.120000000000005
2007-02-02,91,64.0,,0.64,58.24
2007-02-03,75,64.0,,0.64,48.0
2007-02-04,67,64.0,,0.64,42.88
2007-02-05,68,64.0,,0.64,43.52
2007-02-06,79,64.0,,0.64,50.56
2007-02-07,73,64.0,,0.64,46.72
2007-02-08,73,64.0,,0.64,46.72
2007-02-09,61,64.0,,0.64,39.04
2007-02-10,46,64.0,,0.64,29.44
2007-02-11,75,64.0,,0.64,48.0
2007-02-12,82,64.0,,0.64,52.480000000000004
2007-02-13,84,64.0,,0.64,53.76
2007-02-14,67,64.0,,0.64,42.88
2007-02-15,59,64.0,,0.64,37.76
2007-02-16,66,64.0,,0.64,42.24
2007-02-17,68,64.0,,0.64,43.52
2007-02-18,79,64.0,,0.64,50.56
2007-02-19,51,64.0,,0.64,32.64
2007-02-20,67,64.0,,0.64,42.88
2007-02-21,42,64.0,,0.64,26.88
2007-02-22,60,64.0,,0.64,38.4
2007-02-23,69,64.0,,0.64,44.160000000000004
2007-02-24,61,64.0,,0.64,39.04
2007-02-25,70,64.0,,0.64,44.800000000000004
2007-02-26,100,64.0,,0.64,64.0
2007-02-27,67,64.0,,0.64,42.88
2007-02-28,70,64.0,,0.64,44.800000000000004
2007-03-01,66,62.0,False,0.62,40.92
2007-03-02,57,62.0,,0.62,35.339999999999996
2007-03-03,69,62.0,,0.62,42.78
2007-03-04,91,62.0,,0.62,56.42
2007-03-05,78,62.0,,0.62,48.36
2007-03-06,100,62.0,,0.62,62.0
2007-03-07,74,62.0,,0.62,45.88
2007-03-08,73,62.0,,0.62,45.26
2007-03-09,64,62.0,,0.62,39.68
2007-03-10,56,62.0,,0.62,34.72
2007-03-11,81,62.0,,0.62,50.22
2007-03-12,81,62.0,,0.62,50.22
2007-03-13,85,62.0,,0.62,52.7
2007-03-14,57,62.0,,0.62,35.339999999999996
2007-03-15,62,62.0,,0.62,38.44
2007-03-16,81,62.0,,0.62,50.22
2007-03-17,61,62.0,,0.62,37.82
2007-03-18,43,62.0,,0.62,26.66
2007-03-19,86,62.0,,0.62,53.32
2007-03-20,70,62.0,,0.62,43.4
2007-03-21,75,62.0,,0.62,46.5
2007-03-22,87,62.0,,0.62,53.94
2007-03-23,72,62.0,,0.62,44.64
2007-03-24,72,62.0,,0.62,44.64
2007-03-25,84,62.0,,0.62,52.08
2007-03-26,59,62.0,,0.62,36.58
2007-03-27,74,62.0,,0.62,45.88
2007-03-28,65,62.0,,0.62,40.3
2007-03-29,64,62.0,,0.62,39.68
2007-03-30,72,62.0,,0.62,44.64
2007-03-31,53,62.0,,0.62,32.86
2007-04-01,55,70.0,False,0.7,38.5
2007-04-02,76,70.0,,0.7,53.199999999999996
2007-04-03,79,70.0,,0.7,55.3
2007-04-04,74,70.0,,0.7,51.8
2007-04-05,65,70.0,,0.7,45.5
2007-04-06,76,70.0,,0.7,53.199999999999996
2007-04-07,59,70.0,,0.7,41.3
2007-04-08,56,70.0,,0.7,39.199999999999996
2007-04-09,85,70.0,,0.7,59.49999999999999
2007-04-10,70,70.0,,0.7,49.0
2007-04-11,85,70.0,,0.7,59.49999999999999
2007-04-12,85,70.0,,0.7,59.49999999999999
2007-04-13,76,70.0,,0.7,53.199999999999996
2007-04-14,94,70.0,,0.7,65.8
2007-04-15,78,70.0,,0.7,54.599999999999994
2007-04-16,83,70.0,,0.7,58.099999999999994
2007-04-17,90,70.0,,0.7,62.99999999999999
2007-04-18,91,70.0,,0.7,63.699999999999996
2007-04-19,63,70.0,,0.7,44.099999999999994
2007-04-20,56,70.0,,0.7,39.199999999999996
2007-04-21,63,70.0,,0.7,44.099999999999994
2007-04-22,46,70.0,,0.7,32.199999999999996
2007-04-23,81,70.0,,0.7,56.699999999999996
2007-04-24,83,70.0,,0.7,58.099999999999994
2007-04-25,75,70.0,,0.7,52.5
2007-04-26,100,70.0,,0.7,70.0
2007-04-27,76,70.0,,0.7,53.199999999999996
2007-04-28,57,70.0,,0.7,39.9
2007-04-29,75,70.0,,0.7,52.5
2007-04-30,86,70.0,,0.7,60.199999999999996
2007-05-01,65,66.0,False,0.66,42.9
2007-05-02,94,66.0,,0.66,62.040000000000006
2007-05-03,87,66.0,,0.66,57.42
2007-05-04,67,66.0,,0.66,44.22
2007-05-05,71,66.0,,0.66,46.86
2007-05-06,54,66.0,,0.66,35.64
2007-05-07,72,66.0,,0.66,47.52
2007-05-08,66,66.0,,0.66,43.56
2007-05-09,71,66.0,,0.66,46.86
2007-05-10,84,66.0,,0.66,55.440000000000005
2007-05-11,72,66.0,,0.66,47.52
2007-05-12,48,66.0,,0.66,31.68
2007-05-13,69,66.0,,0.66,45.54
2007-05-14,81,66.0,,0.66,53.46
2007-05-15,78,66.0,,0.66,51.480000000000004
2007-05-16,100,66.0,,0.66,66.0
2007-05-17,78,66.0,,0.66,51.480000000000004
2007-05-18,64,66.0,,0.66,42.24
2007-05-19,63,66.0,,0.66,41.580000000000005
2007-05-20,63,66.0,,0.66,41.580000000000005
2007-05-21,85,66.0,,0.66,56.1
2007-05-22,58,66.0,,0.66,38.28
2007-05-23,65,66.0,,0.66,42.9
2007-05-24,70,66.0,,0.66,46.2
2007-05-25,66,66.0,,0.66,43.56
2007-05-26,74,66.0,,0.66,48.84
2007-05-27,49,66.0,,0.66,32.34
2007-05-28,76,66.0,,0.66,50.160000000000004
2007-05-29,70,66.0,,0.66,46.2
2007-05-30,68,66.0,,0.66,44.88
2007-05-31,81,66.0,,0.66,53.46
2007-06-01,40,66.0,False,0.66,26.400000000000002
2007-06-02,42,66.0,,0.66,27.720000000000002
2007-06-03,33,66.0,,0.66,21.78
2007-06-04,52,66.0,,0.66,34.32
2007-06-05,62,66.0,,0.66,40.92
2007-06-06,42,66.0,,0.66,27.720000000000002
2007-06-07,64,66.0,,0.66,42.24
2007-06-08,48,66.0,,0.66,31.68
2007-06-09,50,66.0,,0.66,33.0
2007-06-10,51,66.0,,0.66,33.660000000000004
2007-06-11,64,66.0,,0.66,42.24
2007-06-12,53,66.0,,0.66,34.980000000000004
2007-06-13,54,66.0,,0.66,35.64
2007-06-14,60,66.0,,0.66,39.6
2007-06-15,48,66.0,,0.66,31.68
2007-06-16,39,66.0,,0.66,25.740000000000002
2007-06-17,52,66.0,,0.66,34.32
2007-06-18,100,66.0,,0.66,66.0
2007-06-19,68,66.0,,0.66,44.88
2007-06-20,69,66.0,,0.66,45.54
2007-06-21,61,66.0,,0.66,40.260000000000005
2007-06-22,48,66.0,,0.66,31.68
2007-06-23,49,66.0,,0.66,32.34
2007-06-24,46,66.0,,0.66,30.360000000000003
2007-06-25,60,66.0,,0.66,39.6
2007-06-26,61,66.0,,0.66,40.260000000000005
2007-06-27,58,66.0,,0.66,38.28
2007-06-28,56,66.0,,0.66,36.96
2007-06-29,49,66.0,,0.66,32.34
2007-06-30,43,66.0,,0.66,28.380000000000003
2007-07-01,75,65.0,False,0.65,48.75
2007-07-02,81,65.0,,0.65,52.65
2007-07-03,91,65.0,,0.65,59.15
2007-07-04,50,65.0,,0.65,32.5
2007-07-05,62,65.0,,0.65,40.300000000000004
2007-07-06,74,65.0,,0.65,48.1
2007-07-07,73,65.0,,0.65,47.45
2007-07-08,64,65.0,,0.65,41.6
2007-07-09,73,65.0,,0.65,47.45
2007-07-10,94,65.0,,0.65,61.1
2007-07-11,56,65.0,,0.65,36.4
2007-07-12,80,65.0,,0.65,52.0
2007-07-13,61,65.0,,0.65,39.65
2007-07-14,81,65.0,,0.65,52.65
2007-07-15,67,65.0,,0.65,43.550000000000004
2007-07-16,78,65.0,,0.65,50.7
2007-07-17,87,65.0,,0.65,56.550000000000004
2007-07-18,79,65.0,,0.65,51.35
2007-07-19,68,65.0,,0.65,44.2
2007-07-20,82,65.0,,0.65,53.300000000000004
2007-07-21,89,65.0,,0.65,57.85
2007-07-22,73,65.0,,0.65,47.45
2007-07-23,100,65.0,,0.65,65.0
2007-07-24,73,65.0,,0.65,47.45
2007-07-25,73,65.0,,0.65,47.45
2007-07-26,66,65.0,,0.65,42.9
2007-07-27,91,65.0,,0.65,59.15
2007-07-28,52,65.0,,0.65,33.800000000000004
2007-07-29,65,65.0,,0.65,42.25
2007-07-30,60,65.0,,0.65,39.0
2007-07-31,58,65.0,,0.65,37.7
2007-08-01,82,64.0,False,0.64,52.480000000000004
2007-08-02,69,64.0,,0.64,44.160000000000004
2007-08-03,99,64.0,,0.64,63.36
2007-08-04,49,64.0,,0.64,31.36
2007-08-05,40,64.0,,0.64,25.6
2007-08-06,62,64.0,,0.64,39.68
2007-08-07,76,64.0,,0.64,48.64
2007-08-08,70,64.0,,0.64,44.800000000000004
2007-08-09,71,64.0,,0.64,45.44
2007-08-10,87,64.0,,0.64,55.68
2007-08-11,62,64.0,,0.64,39.68
2007-08-12,58,64.0,,0.64,37.12
2007-08-13,100,64.0,,0.64,64.0
2007-08-14,68,64.0,,0.64,43.52
2007-08-15,56,64.0,,0.64,35.84
2007-08-16,76,64.0,,0.64,48.64
2007-08-17,66,64.0,,0.64,42.24
2007-08-18,59,64.0,,0.64,37.76
2007-08-19,47,64.0,,0.64,30.080000000000002
2007-08-20,96,64.0,,0.64,61.44
2007-08-21,73,64.0,,0.64,46.72
2007-08-22,87,64.0,,0.64,55.68
2007-08-23,56,64.0,,0.64,35.84
2007-08-24,61,64.0,,0.64,39.04
2007-08-25,67,64.0,,0.64,42.88
2007-08-26,83,64.0,,0.64,53.120000000000005
2007-08-27,84,64.0,,0.64,53.76
2007-08-28,91,64.0,,0.64,58.24
2007-08-29,62,64.0,,0.64,39.68
2007-08-30,70,64.0,,0.64,44.800000000000004
2007-08-31,67,64.0,,0.64,42.88
2007-09-01,42,66.0,False,0.66,27.720000000000002
2007-09-02,63,66.0,,0.66,41.580000000000005
2007-09-03,76,66.0,,0.66,50.160000000000004
2007-09-04,80,66.0,,0.66,52.800000000000004
2007-09-05,78,66.0,,0.66,51.480000000000004
2007-09-06,98,66.0,,0.66,64.68
2007-09-07,90,66.0,,0.66,59.400000000000006
2007-09-08,66,66.0,,0.66,43.56
2007-09-09,67,66.0,,0.66,44.22
2007-09-10,90,66.0,,0.66,59.400000000000006
2007-09-11,74,66.0,,0.66,48.84
2007-09-12,75,66.0,,0.66,49.5
2007-09-13,77,66.0,,0.66,50.82
2007-09-14,74,66.0,,0.66,48.84
2007-09-15,65,66.0,,0.66,42.9
2007-09-16,79,66.0,,0.66,52.14
2007-09-17,100,66.0,,0.66,66.0
2007-09-18,82,66.0,,0.66,54.120000000000005
2007-09-19,78,66.0,,0.66,51.480000000000004
2007-09-20,77,66.0,,0.66,50.82
2007-09-21,83,66.0,,0.66,54.78
2007-09-22,76,66.0,,0.66,50.160000000000004
2007-09-23,55,66.0,,0.66,36.300000000000004
2007-09-24,84,66.0,,0.66,55.440000000000005
2007-09-25,95,66.0,,0.66,62.7
2007-09-26,93,66.0,,0.66,61.38
2007-09-27,99,66.0,,0.66,65.34
2007-09-28,88,66.0,,0.66,58.080000000000005
2007-09-29,68,66.0,,0.66,44.88
2007-09-30,80,66.0,,0.66,52.800000000000004
2007-10-01,91,74.0,False,0.74,67.34
2007-10-02,93,74.0,,0.74,68.82
2007-10-03,74,74.0,,0.74,54.76
2007-10-04,88,74.0,,0.74,65.12
2007-10-05,61,74.0,,0.74,45.14
2007-10-06,69,74.0,,0.74,51.06
2007-10-07,76,74.0,,0.74,56.24
2007-10-08,82,74.0,,0.74,60.68
2007-10-09,93,74.0,,0.74,68.82
2007-10-10,70,74.0,,0.74,51.8
2007-10-11,81,74.0,,0.74,59.94
2007-10-12,86,74.0,,0.74,63.64
2007-10-13,81,74.0,,0.74,59.94
2007-10-14,84,74.0,,0.74,62.16
2007-10-15,89,74.0,,0.74,65.86
2007-10-16,92,74.0,,0.74,68.08
2007-10-17,97,74.0,,0.74,71.78
2007-10-18,76,74.0,,0.74,56.24
2007-10-19,95,74.0,,0.74,70.3
2007-10-20,63,74.0,,0.74,46.62
2007-10-21,66,74.0,,0.74,48.839999999999996
2007-10-22,80,74.0,,0.74,59.2
2007-10-23,75,74.0,,0.74,55.5
2007-10-24,96,74.0,,0.74,71.03999999999999
2007-10-25,83,74.0,,0.74,61.42
2007-10-26,77,74.0,,0.74,56.98
2007-10-27,62,74.0,,0.74,45.88
2007-10-28,82,74.0,,0.74,60.68
2007-10-29,82,74.0,,0.74,60.68
2007-10-30,80,74.0,,0.74,59.2
2007-10-31,100,74.0,,0.74,74.0
2007-11-01,67,77.0,False,0.77,51.59
2007-11-02,79,77.0,,0.77,60.83
2007-11-03,63,77.0,,0.77,48.51
2007-11-04,78,77.0,,0.77,60.06
2007-11-05,94,77.0,,0.77,72.38
2007-11-06,67,77.0,,0.77,51.59
2007-11-07,61,77.0,,0.77,46.97
2007-11-08,66,77.0,,0.77,50.82
2007-11-09,82,77.0,,0.77,63.14
2007-11-10,75,77.0,,0.77,57.75
2007-11-11,59,77.0,,0.77,45.43
2007-11-12,90,77.0,,0.77,69.3
2007-11-13,96,77.0,,0.77,73.92
2007-11-14,78,77.0,,0.77,60.06
2007-11-15,99,77.0,,0.77,76.23
2007-11-16,84,77.0,,0.77,64.68
2007-11-17,58,77.0,,0.77,44.660000000000004
2007-11-18,69,77.0,,0.77,53.13
2007-11-19,80,77.0,,0.77,61.6
2007-11-20,87,77.0,,0.77,66.99
2007-11-21,80,77.0,,0.77,61.6
2007-11-22,56,77.0,,0.77,43.120000000000005
2007-11-23,78,77.0,,0.77,60.06
2007-11-24,66,77.0,,0.77,50.82
2007-11-25,84,77.0,,0.77,64.68
2007-11-26,96,77.0,,0.77,73.92
2007-11-27,98,77.0,,0.77,75.46000000000001
2007-11-28,100,77.0,,0.77,77.0
2007-11-29,91,77.0,,0.77,70.07000000000001
2007-11-30,95,77.0,,0.77,73.15
2007-12-01,69,87.0,False,0.87,60.03
2007-12-02,52,87.0,,0.87,45.24
2007-12-03,91,87.0,,0.87,79.17
2007-12-04,84,87.0,,0.87,73.08
2007-12-05,100,87.0,,0.87,87.0
2007-12-06,80,87.0,,0.87,69.6
2007-12-07,77,87.0,,0.87,66.99
2007-12-08,70,87.0,,0.87,60.9
2007-12-09,76,87.0,,0.87,66.12
2007-12-10,91,87.0,,0.87,79.17
2007-12-11,83,87.0,,0.87,72.21
2007-12-12,85,87.0,,0.87,73.95
2007-12-13,88,87.0,,0.87,76.56
2007-12-14,92,87.0,,0.87,80.04
2007-12-15,67,87.0,,0.87,58.29
2007-12-16,73,87.0,,0.87,63.51
2007-12-17,84,87.0,,0.87,73.08
2007-12-18,88,87.0,,0.87,76.56
2007-12-19,86,87.0,,0.87,74.82
2007-12-20,79,87.0,,0.87,68.73
2007-12-21,89,87.0,,0.87,77.42999999999999
2007-12-22,82,87.0,,0.87,71.34
2007-12-23,62,87.0,,0.87,53.94
2007-12-24,84,87.0,,0.87,73.08
2007-12-25,61,87.0,,0.87,53.07
2007-12-26,73,87.0,,0.87,63.51
2007-12-27,82,87.0,,0.87,71.34
2007-12-28,66,87.0,,0.87,57.42
2007-12-29,64,87.0,,0.87,55.68
2007-12-30,66,87.0,,0.87,57.42
2007-12-31,89,87.0,,0.87,77.42999999999999
2008-01-01,93,67.0,False,0.67,62.31
2008-01-02,57,67.0,,0.67,38.190000000000005
2008-01-03,74,67.0,,0.67,49.580000000000005
2008-01-04,83,67.0,,0.67,55.61000000000001
2008-01-05,61,67.0,,0.67,40.870000000000005
2008-01-06,60,67.0,,0.67,40.2
2008-01-07,77,67.0,,0.67,51.59
2008-01-08,53,67.0,,0.67,35.510000000000005
2008-01-09,78,67.0,,0.67,52.260000000000005
2008-01-10,51,67.0,,0.67,34.17
2008-01-11,80,67.0,,0.67,53.6
2008-01-12,43,67.0,,0.67,28.810000000000002
2008-01-13,81,67.0,,0.67,54.27
2008-01-14,82,67.0,,0.67,54.940000000000005
2008-01-15,65,67.0,,0.67,43.550000000000004
2008-01-16,81,67.0,,0.67,54.27
2008-01-17,41,67.0,,0.67,27.470000000000002
2008-01-18,83,67.0,,0.67,55.61000000000001
2008-01-19,54,67.0,,0.67,36.18
2008-01-20,55,67.0,,0.67,36.85
2008-01-21,61,67.0,,0.67,40.870000000000005
2008-01-22,77,67.0,,0.67,51.59
2008-01-23,100,67.0,,0.67,67.0
2008-01-24,85,67.0,,0.67,56.95
2008-01-25,62,67.0,,0.67,41.54
2008-01-26,96,67.0,,0.67,64.32000000000001
2008-01-27,100,67.0,,0.67,67.0
2008-01-28,87,67.0,,0.67,58.290000000000006
2008-01-29,76,67.0,,0.67,50.92
2008-01-30,91,67.0,,0.67,60.970000000000006
2008-01-31,80,67.0,,0.67,53.6
2008-02-01,66,67.0,False,0.67,44.220000000000006
2008-02-02,62,67.0,,0.67,41.54
2008-02-03,60,67.0,,0.67,40.2
2008-02-04,73,67.0,,0.67,48.910000000000004
2008-02-05,62,67.0,,0.67,41.54
2008-02-06,61,67.0,,0.67,40.870000000000005
2008-02-07,73,67.0,,0.67,48.910000000000004
2008-02-08,88,67.0,,0.67,58.96
2008-02-09,78,67.0,,0.67,52.260000000000005
2008-02-10,76,67.0,,0.67,50.92
2008-02-11,88,67.0,,0.67,58.96
2008-02-12,81,67.0,,0.67,54.27
2008-02-13,82,67.0,,0.67,54.940000000000005
2008-02-14,70,67.0,,0.67,46.900000000000006
2008-02-15,59,67.0,,0.67,39.53
2008-02-16,70,67.0,,0.67,46.900000000000006
2008-02-17,60,67.0,,0.67,40.2
2008-02-18,54,67.0,,0.67,36.18
2008-02-19,77,67.0,,0.67,51.59
2008-02-20,78,67.0,,0.67,52.260000000000005
2008-02-21,66,67.0,,0.67,44.220000000000006
2008-02-22,73,67.0,,0.67,48.910000000000004
2008-02-23,58,67.0,,0.67,38.86
2008-02-24,80,67.0,,0.67,53.6
2008-02-25,74,67.0,,0.67,49.580000000000005
2008-02-26,100,67.0,,0.67,67.0
2008-02-27,85,67.0,,0.67,56.95
2008-02-28,88,67.0,,0.67,58.96
2008-02-29,69,67.0,,0.67,46.230000000000004
2008-03-01,49,69.0,False,0.69,33.809999999999995
2008-03-02,57,69.0,,0.69,39.33
2008-03-03,75,69.0,,0.69,51.74999999999999
2008-03-04,87,69.0,,0.69,60.029999999999994
2008-03-05,84,69.0,,0.69,57.959999999999994
2008-03-06,100,69.0,,0.69,69.0
2008-03-07,78,69.0,,0.69,53.81999999999999
2008-03-08,55,69.0,,0.69,37.949999999999996
2008-03-09,78,69.0,,0.69,53.81999999999999
2008-03-10,79,69.0,,0.69,54.51
2008-03-11,67,69.0,,0.69,46.23
2008-03-12,70,69.0,,0.69,48.3
2008-03-13,76,69.0,,0.69,52.44
2008-03-14,77,69.0,,0.69,53.129999999999995
2008-03-15,49,69.0,,0.69,33.809999999999995
2008-03-16,70,69.0,,0.69,48.3
2008-03-17,78,69.0,,0.69,53.81999999999999
2008-03-18,69,69.0,,0.69,47.61
2008-03-19,66,69.0,,0.69,45.54
2008-03-20,63,69.0,,0.69,43.47
2008-03-21,67,69.0,,0.69,46.23
2008-03-22,50,69.0,,0.69,34.5
2008-03-23,53,69.0,,0.69,36.57
2008-03-24,76,69.0,,0.69,52.44
2008-03-25,85,69.0,,0.69,58.65
2008-03-26,89,69.0,,0.69,61.41
2008-03-27,99,69.0,,0.69,68.30999999999999
2008-03-28,81,69.0,,0.69,55.88999999999999
2008-03-29,83,69.0,,0.69,57.269999999999996
2008-03-30,79,69.0,,0.69,54.51
2008-03-31,100,69.0,,0.69,69.0
2008-04-01,62,75.0,False,0.75,46.5
2008-04-02,94,75.0,,0.75,70.5
2008-04-03,74,75.0,,0.75,55.5
2008-04-04,78,75.0,,0.75,58.5
2008-04-05,71,75.0,,0.75,53.25
2008-04-06,86,75.0,,0.75,64.5
2008-04-07,86,75.0,,0.75,64.5
2008-04-08,83,75.0,,0.75,62.25
2008-04-09,100,75.0,,0.75,75.0
2008-04-10,92,75.0,,0.75,69.0
2008-04-11,95,75.0,,0.75,71.25
2008-04-12,57,75.0,,0.75,42.75
2008-04-13,85,75.0,,0.75,63.75
2008-04-14,86,75.0,,0.75,64.5
2008-04-15,93,75.0,,0.75,69.75
2008-04-16,85,75.0,,0.75,63.75
2008-04-17,69,75.0,,0.75,51.75
2008-04-18,74,75.0,,0.75,55.5
2008-04-19,57,75.0,,0.75,42.75
2008-04-20,51,75.0,,0.75,38.25
2008-04-21,81,75.0,,0.75,60.75
2008-04-22,65,75.0,,0.75,48.75
2008-04-23,61,75.0,,0.75,45.75
2008-04-24,55,75.0,,0.75,41.25
2008-04-25,71,75.0,,0.75,53.25
2008-04-26,79,75.0,,0.75,59.25
2008-04-27,77,75.0,,0.75,57.75
2008-04-28,66,75.0,,0.75,49.5
2008-04-29,82,75.0,,0.75,61.5
2008-04-30,59,75.0,,0.75,44.25
2008-05-01,65,67.0,False,0.67,43.550000000000004
2008-05-02,74,67.0,,0.67,49.580000000000005
2008-05-03,57,67.0,,0.67,38.190000000000005
