date,contribution_unscaled,contribution_monthly,isPartial,scale,contribution
2006-09-04,50,58.0,,0.58,28.999999999999996
2006-09-05,71,58.0,,0.58,41.18
2006-09-06,76,58.0,,0.58,44.08
2006-09-07,72,58.0,,0.58,41.76
2006-09-08,16,58.0,,0.58,9.28
2006-09-09,23,58.0,,0.58,13.34
2006-09-10,30,58.0,,0.58,17.4
2006-09-11,71,58.0,,0.58,41.18
2006-09-12,54,58.0,,0.58,31.319999999999997
2006-09-13,60,58.0,,0.58,34.8
2006-09-14,96,58.0,,0.58,55.67999999999999
2006-09-15,96,58.0,,0.58,55.67999999999999
2006-09-16,40,58.0,,0.58,23.2
2006-09-17,62,58.0,,0.58,35.96
2006-09-18,70,58.0,,0.58,40.599999999999994
2006-09-19,63,58.0,,0.58,36.54
2006-09-20,50,58.0,,0.58,28.999999999999996
2006-09-21,56,58.0,,0.58,32.48
2006-09-22,74,58.0,,0.58,42.919999999999995
2006-09-23,77,58.0,,0.58,44.66
2006-09-24,30,58.0,,0.58,17.4
2006-09-25,64,58.0,,0.58,37.12
2006-09-26,98,58.0,,0.58,56.839999999999996
2006-09-27,70,58.0,,0.58,40.599999999999994
2006-09-28,100,58.0,,0.58,57.99999999999999
2006-09-29,64,58.0,,0.58,37.12
2006-09-30,87,58.0,,0.58,50.459999999999994
2006-10-01,19,65.0,False,0.65,12.35
2006-10-02,100,65.0,,0.65,65.0
2006-10-03,77,65.0,,0.65,50.050000000000004
2006-10-04,61,65.0,,0.65,39.65
2006-10-05,87,65.0,,0.65,56.550000000000004
2006-10-06,92,65.0,,0.65,59.800000000000004
2006-10-07,41,65.0,,0.65,26.650000000000002
2006-10-08,80,65.0,,0.65,52.0
2006-10-09,52,65.0,,0.65,33.800000000000004
2006-10-10,76,65.0,,0.65,49.4
2006-10-11,68,65.0,,0.65,44.2
2006-10-12,78,65.0,,0.65,50.7
2006-10-13,66,65.0,,0.65,42.9
2006-10-14,53,65.0,,0.65,34.45
2006-10-15,70,65.0,,0.65,45.5
2006-10-16,89,65.0,,0.65,57.85
2006-10-17,70,65.0,,0.65,45.5
2006-10-18,60,65.0,,0.65,39.0
2006-10-19,53,65.0,,0.65,34.45
2006-10-20,100,65.0,,0.65,65.0
2006-10-21,26,65.0,,0.65,16.900000000000002
2006-10-22,76,65.0,,0.65,49.4
2006-10-23,80,65.0,,0.65,52.0
2006-10-24,98,65.0,,0.65,63.7
2006-10-25,76,65.0,,0.65,49.4
2006-10-26,72,65.0,,0.65,46.800000000000004
2006-10-27,82,65.0,,0.65,53.300000000000004
2006-10-28,50,65.0,,0.65,32.5
2006-10-29,90,65.0,,0.65,58.5
2006-10-30,36,65.0,,0.65,23.400000000000002
2006-10-31,88,65.0,,0.65,57.2
2006-11-01,75,64.0,False,0.64,48.0
2006-11-02,34,64.0,,0.64,21.76
2006-11-03,50,64.0,,0.64,32.0
2006-11-04,26,64.0,,0.64,16.64
2006-11-05,62,64.0,,0.64,39.68
2006-11-06,30,64.0,,0.64,19.2
2006-11-07,50,64.0,,0.64,32.0
2006-11-08,41,64.0,,0.64,26.240000000000002
2006-11-09,41,64.0,,0.64,26.240000000000002
2006-11-10,33,64.0,,0.64,21.12
2006-11-11,31,64.0,,0.64,19.84
2006-11-12,45,64.0,,0.64,28.8
2006-11-13,86,64.0,,0.64,55.04
2006-11-14,64,64.0,,0.64,40.96
2006-11-15,75,64.0,,0.64,48.0
2006-11-16,46,64.0,,0.64,29.44
2006-11-17,84,64.0,,0.64,53.76
2006-11-18,62,64.0,,0.64,39.68
2006-11-19,20,64.0,,0.64,12.8
2006-11-20,46,64.0,,0.64,29.44
2006-11-21,46,64.0,,0.64,29.44
2006-11-22,59,64.0,,0.64,37.76
2006-11-23,33,64.0,,0.64,21.12
2006-11-24,36,64.0,,0.64,23.04
2006-11-25,48,64.0,,0.64,30.72
2006-11-26,66,64.0,,0.64,42.24
2006-11-27,67,64.0,,0.64,42.88
2006-11-28,74,64.0,,0.64,47.36
2006-11-29,100,64.0,,0.64,64.0
2006-11-30,66,64.0,,0.64,42.24
2006-12-01,52,73.0,False,0.73,37.96
2006-12-02,67,73.0,,0.73,48.91
2006-12-03,24,73.0,,0.73,17.52
2006-12-04,70,73.0,,0.73,51.1
2006-12-05,71,73.0,,0.73,51.83
2006-12-06,62,73.0,,0.73,45.26
2006-12-07,58,73.0,,0.73,42.339999999999996
2006-12-08,50,73.0,,0.73,36.5
2006-12-09,35,73.0,,0.73,25.55
2006-12-10,28,73.0,,0.73,20.439999999999998
2006-12-11,57,73.0,,0.73,41.61
2006-12-12,46,73.0,,0.73,33.58
2006-12-13,73,73.0,,0.73,53.29
2006-12-14,62,73.0,,0.73,45.26
2006-12-15,55,73.0,,0.73,40.15
2006-12-16,29,73.0,,0.73,21.169999999999998
2006-12-17,31,73.0,,0.73,22.63
2006-12-18,64,73.0,,0.73,46.72
2006-12-19,70,73.0,,0.73,51.1
2006-12-20,91,73.0,,0.73,66.42999999999999
2006-12-21,42,73.0,,0.73,30.66
2006-12-22,70,73.0,,0.73,51.1
2006-12-23,28,73.0,,0.73,20.439999999999998
2006-12-24,31,73.0,,0.73,22.63
2006-12-25,28,73.0,,0.73,20.439999999999998
2006-12-26,82,73.0,,0.73,59.86
2006-12-27,71,73.0,,0.73,51.83
2006-12-28,85,73.0,,0.73,62.05
2006-12-29,100,73.0,,0.73,73.0
2006-12-30,50,73.0,,0.73,36.5
2006-12-31,47,73.0,,0.73,34.31
2007-01-01,43,92.0,False,0.92,39.56
2007-01-02,100,92.0,,0.92,92.0
2007-01-03,78,92.0,,0.92,71.76
2007-01-04,77,92.0,,0.92,70.84
2007-01-05,52,92.0,,0.92,47.84
2007-01-06,42,92.0,,0.92,38.64
2007-01-07,43,92.0,,0.92,39.56
2007-01-08,50,92.0,,0.92,46.0
2007-01-09,61,92.0,,0.92,56.120000000000005
2007-01-10,45,92.0,,0.92,41.4
2007-01-11,53,92.0,,0.92,48.760000000000005
2007-01-12,67,92.0,,0.92,61.64
2007-01-13,42,92.0,,0.92,38.64
2007-01-14,49,92.0,,0.92,45.080000000000005
2007-01-15,41,92.0,,0.92,37.72
2007-01-16,74,92.0,,0.92,68.08
2007-01-17,30,92.0,,0.92,27.6
2007-01-18,53,92.0,,0.92,48.760000000000005
2007-01-19,41,92.0,,0.92,37.72
2007-01-20,40,92.0,,0.92,36.800000000000004
2007-01-21,43,92.0,,0.92,39.56
2007-01-22,35,92.0,,0.92,32.2
2007-01-23,44,92.0,,0.92,40.480000000000004
2007-01-24,58,92.0,,0.92,53.36
2007-01-25,31,92.0,,0.92,28.52
2007-01-26,48,92.0,,0.92,44.160000000000004
2007-01-27,40,92.0,,0.92,36.800000000000004
2007-01-28,46,92.0,,0.92,42.32
2007-01-29,52,92.0,,0.92,47.84
2007-01-30,56,92.0,,0.92,51.52
2007-01-31,66,92.0,,0.92,60.720000000000006
2007-02-01,57,88.0,False,0.88,50.160000000000004
2007-02-02,86,88.0,,0.88,75.68
2007-02-03,69,88.0,,0.88,60.72
2007-02-04,66,88.0,,0.88,58.08
2007-02-05,66,88.0,,0.88,58.08
2007-02-06,86,88.0,,0.88,75.68
2007-02-07,64,88.0,,0.88,56.32
2007-02-08,64,88.0,,0.88,56.32
2007-02-09,67,88.0,,0.88,58.96
2007-02-10,65,88.0,,0.88,57.2
2007-02-11,64,88.0,,0.88,56.32
2007-02-12,66,88.0,,0.88,58.08
2007-02-13,51,88.0,,0.88,44.88
2007-02-14,48,88.0,,0.88,42.24
2007-02-15,94,88.0,,0.88,82.72
2007-02-16,60,88.0,,0.88,52.8
2007-02-17,66,88.0,,0.88,58.08
2007-02-18,40,88.0,,0.88,35.2
2007-02-19,53,88.0,,0.88,46.64
2007-02-20,100,88.0,,0.88,88.0
2007-02-21,61,88.0,,0.88,53.68
2007-02-22,52,88.0,,0.88,45.76
2007-02-23,79,88.0,,0.88,69.52
2007-02-24,52,88.0,,0.88,45.76
2007-02-25,71,88.0,,0.88,62.48
2007-02-26,83,88.0,,0.88,73.04
2007-02-27,67,88.0,,0.88,58.96
2007-02-28,91,88.0,,0.88,80.08
2007-03-01,88,78.0,False,0.78,68.64
2007-03-02,73,78.0,,0.78,56.940000000000005
2007-03-03,56,78.0,,0.78,43.68
2007-03-04,100,78.0,,0.78,78.0
2007-03-05,74,78.0,,0.78,57.72
2007-03-06,59,78.0,,0.78,46.02
2007-03-07,71,78.0,,0.78,55.38
2007-03-08,70,78.0,,0.78,54.6
2007-03-09,80,78.0,,0.78,62.400000000000006
2007-03-10,66,78.0,,0.78,51.480000000000004
2007-03-11,62,78.0,,0.78,48.36
2007-03-12,61,78.0,,0.78,47.58
2007-03-13,96,78.0,,0.78,74.88
2007-03-14,87,78.0,,0.78,67.86
2007-03-15,64,78.0,,0.78,49.92
2007-03-16,54,78.0,,0.78,42.120000000000005
2007-03-17,97,78.0,,0.78,75.66
2007-03-18,78,78.0,,0.78,60.84
2007-03-19,66,78.0,,0.78,51.480000000000004
2007-03-20,87,78.0,,0.78,67.86
2007-03-21,82,78.0,,0.78,63.96
2007-03-22,68,78.0,,0.78,53.04
2007-03-23,71,78.0,,0.78,55.38
2007-03-24,44,78.0,,0.78,34.32
2007-03-25,54,78.0,,0.78,42.120000000000005
2007-03-26,91,78.0,,0.78,70.98
2007-03-27,75,78.0,,0.78,58.5
2007-03-28,81,78.0,,0.78,63.18
2007-03-29,86,78.0,,0.78,67.08
2007-03-30,85,78.0,,0.78,66.3
2007-03-31,78,78.0,,0.78,60.84
2007-04-01,77,87.0,False,0.87,66.99
2007-04-02,67,87.0,,0.87,58.29
2007-04-03,72,87.0,,0.87,62.64
2007-04-04,64,87.0,,0.87,55.68
2007-04-05,71,87.0,,0.87,61.77
2007-04-06,68,87.0,,0.87,59.16
2007-04-07,59,87.0,,0.87,51.33
2007-04-08,82,87.0,,0.87,71.34
2007-04-09,68,87.0,,0.87,59.16
2007-04-10,84,87.0,,0.87,73.08
2007-04-11,98,87.0,,0.87,85.26
2007-04-12,96,87.0,,0.87,83.52
2007-04-13,100,87.0,,0.87,87.0
2007-04-14,77,87.0,,0.87,66.99
2007-04-15,92,87.0,,0.87,80.04
2007-04-16,96,87.0,,0.87,83.52
2007-04-17,81,87.0,,0.87,70.47
2007-04-18,67,87.0,,0.87,58.29
2007-04-19,51,87.0,,0.87,44.37
2007-04-20,67,87.0,,0.87,58.29
2007-04-21,18,87.0,,0.87,15.66
2007-04-22,18,87.0,,0.87,15.66
2007-04-23,28,87.0,,0.87,24.36
2007-04-24,30,87.0,,0.87,26.1
2007-04-25,45,87.0,,0.87,39.15
2007-04-26,46,87.0,,0.87,40.02
2007-04-27,40,87.0,,0.87,34.8
2007-04-28,7,87.0,,0.87,6.09
2007-04-29,14,87.0,,0.87,12.18
2007-04-30,42,87.0,,0.87,36.54
2007-05-01,72,48.0,False,0.48,34.56
2007-05-02,69,48.0,,0.48,33.12
2007-05-03,100,48.0,,0.48,48.0
2007-05-04,29,48.0,,0.48,13.92
2007-05-05,53,48.0,,0.48,25.439999999999998
2007-05-06,48,48.0,,0.48,23.04
2007-05-07,73,48.0,,0.48,35.04
2007-05-08,62,48.0,,0.48,29.759999999999998
2007-05-09,80,48.0,,0.48,38.4
2007-05-10,89,48.0,,0.48,42.72
2007-05-11,48,48.0,,0.48,23.04
2007-05-12,17,48.0,,0.48,8.16
2007-05-13,28,48.0,,0.48,13.44
2007-05-14,74,48.0,,0.48,35.519999999999996
2007-05-15,69,48.0,,0.48,33.12
2007-05-16,56,48.0,,0.48,26.88
2007-05-17,50,48.0,,0.48,24.0
2007-05-18,51,48.0,,0.48,24.48
2007-05-19,22,48.0,,0.48,10.559999999999999
2007-05-20,27,48.0,,0.48,12.959999999999999
2007-05-21,60,48.0,,0.48,28.799999999999997
2007-05-22,55,48.0,,0.48,26.4
2007-05-23,57,48.0,,0.48,27.36
2007-05-24,58,48.0,,0.48,27.84
2007-05-25,42,48.0,,0.48,20.16
2007-05-26,11,48.0,,0.48,5.279999999999999
2007-05-27,18,48.0,,0.48,8.64
2007-05-28,15,48.0,,0.48,7.199999999999999
2007-05-29,56,48.0,,0.48,26.88
2007-05-30,36,48.0,,0.48,17.28
2007-05-31,78,48.0,,0.48,37.44
2007-06-01,67,45.0,False,0.45,30.150000000000002
2007-06-02,22,45.0,,0.45,9.9
2007-06-03,37,45.0,,0.45,16.650000000000002
2007-06-04,74,45.0,,0.45,33.300000000000004
2007-06-05,83,45.0,,0.45,37.35
2007-06-06,97,45.0,,0.45,43.65
2007-06-07,69,45.0,,0.45,31.05
2007-06-08,47,45.0,,0.45,21.150000000000002
2007-06-09,61,45.0,,0.45,27.45
2007-06-10,39,45.0,,0.45,17.55
2007-06-11,72,45.0,,0.45,32.4
2007-06-12,100,45.0,,0.45,45.0
2007-06-13,43,45.0,,0.45,19.35
2007-06-14,70,45.0,,0.45,31.5
2007-06-15,71,45.0,,0.45,31.95
2007-06-16,35,45.0,,0.45,15.75
2007-06-17,81,45.0,,0.45,36.45
2007-06-18,52,45.0,,0.45,23.400000000000002
2007-06-19,93,45.0,,0.45,41.85
2007-06-20,52,45.0,,0.45,23.400000000000002
2007-06-21,82,45.0,,0.45,36.9
2007-06-22,68,45.0,,0.45,30.6
2007-06-23,54,45.0,,0.45,24.3
2007-06-24,63,45.0,,0.45,28.35
2007-06-25,92,45.0,,0.45,41.4
2007-06-26,47,45.0,,0.45,21.150000000000002
2007-06-27,77,45.0,,0.45,34.65
2007-06-28,78,45.0,,0.45,35.1
2007-06-29,79,45.0,,0.45,35.550000000000004
2007-06-30,53,45.0,,0.45,23.85
2007-07-01,18,51.0,False,0.51,9.18
2007-07-02,79,51.0,,0.51,40.29
2007-07-03,65,51.0,,0.51,33.15
2007-07-04,59,51.0,,0.51,30.09
2007-07-05,48,51.0,,0.51,24.48
2007-07-06,55,51.0,,0.51,28.05
2007-07-07,28,51.0,,0.51,14.280000000000001
2007-07-08,34,51.0,,0.51,17.34
2007-07-09,54,51.0,,0.51,27.54
2007-07-10,67,51.0,,0.51,34.17
2007-07-11,80,51.0,,0.51,40.8
2007-07-12,52,51.0,,0.51,26.52
2007-07-13,59,51.0,,0.51,30.09
2007-07-14,51,51.0,,0.51,26.01
2007-07-15,40,51.0,,0.51,20.4
2007-07-16,100,51.0,,0.51,51.0
2007-07-17,42,51.0,,0.51,21.42
2007-07-18,54,51.0,,0.51,27.54
2007-07-19,61,51.0,,0.51,31.11
2007-07-20,54,51.0,,0.51,27.54
2007-07-21,46,51.0,,0.51,23.46
2007-07-22,60,51.0,,0.51,30.6
2007-07-23,46,51.0,,0.51,23.46
2007-07-24,63,51.0,,0.51,32.13
2007-07-25,51,51.0,,0.51,26.01
2007-07-26,59,51.0,,0.51,30.09
2007-07-27,81,51.0,,0.51,41.31
2007-07-28,61,51.0,,0.51,31.11
2007-07-29,29,51.0,,0.51,14.790000000000001
2007-07-30,82,51.0,,0.51,41.82
2007-07-31,67,51.0,,0.51,34.17
2007-08-01,90,45.0,False,0.45,40.5
2007-08-02,100,45.0,,0.45,45.0
2007-08-03,70,45.0,,0.45,31.5
2007-08-04,32,45.0,,0.45,14.4
2007-08-05,39,45.0,,0.45,17.55
2007-08-06,16,45.0,,0.45,7.2
2007-08-07,63,45.0,,0.45,28.35
2007-08-08,61,45.0,,0.45,27.45
2007-08-09,29,45.0,,0.45,13.05
2007-08-10,48,45.0,,0.45,21.6
2007-08-11,19,45.0,,0.45,8.55
2007-08-12,58,45.0,,0.45,26.1
2007-08-13,48,45.0,,0.45,21.6
2007-08-14,88,45.0,,0.45,39.6
2007-08-15,69,45.0,,0.45,31.05
2007-08-16,33,45.0,,0.45,14.85
2007-08-17,44,45.0,,0.45,19.8
2007-08-18,31,45.0,,0.45,13.950000000000001
2007-08-19,30,45.0,,0.45,13.5
2007-08-20,55,45.0,,0.45,24.75
2007-08-21,58,45.0,,0.45,26.1
2007-08-22,43,45.0,,0.45,19.35
2007-08-23,56,45.0,,0.45,25.2
2007-08-24,55,45.0,,0.45,24.75
2007-08-25,30,45.0,,0.45,13.5
2007-08-26,48,45.0,,0.45,21.6
2007-08-27,35,45.0,,0.45,15.75
2007-08-28,62,45.0,,0.45,27.900000000000002
2007-08-29,70,45.0,,0.45,31.5
2007-08-30,64,45.0,,0.45,28.8
2007-08-31,79,45.0,,0.45,35.550000000000004
2007-09-01,55,61.0,False,0.61,33.55
2007-09-02,19,61.0,,0.61,11.59
2007-09-03,44,61.0,,0.61,26.84
2007-09-04,71,61.0,,0.61,43.31
2007-09-05,79,61.0,,0.61,48.19
2007-09-06,42,61.0,,0.61,25.62
2007-09-07,86,61.0,,0.61,52.46
2007-09-08,33,61.0,,0.61,20.13
2007-09-09,45,61.0,,0.61,27.45
2007-09-10,66,61.0,,0.61,40.26
2007-09-11,90,61.0,,0.61,54.9
2007-09-12,55,61.0,,0.61,33.55
2007-09-13,79,61.0,,0.61,48.19
2007-09-14,83,61.0,,0.61,50.629999999999995
2007-09-15,46,61.0,,0.61,28.06
2007-09-16,58,61.0,,0.61,35.38
2007-09-17,44,61.0,,0.61,26.84
2007-09-18,73,61.0,,0.61,44.53
2007-09-19,66,61.0,,0.61,40.26
2007-09-20,56,61.0,,0.61,34.16
2007-09-21,79,61.0,,0.61,48.19
2007-09-22,29,61.0,,0.61,17.69
2007-09-23,37,61.0,,0.61,22.57
2007-09-24,70,61.0,,0.61,42.699999999999996
2007-09-25,100,61.0,,0.61,61.0
2007-09-26,74,61.0,,0.61,45.14
2007-09-27,63,61.0,,0.61,38.43
2007-09-28,86,61.0,,0.61,52.46
2007-09-29,43,61.0,,0.61,26.23
2007-09-30,42,61.0,,0.61,25.62
2007-10-01,70,68.0,False,0.68,47.6
2007-10-02,77,68.0,,0.68,52.36000000000001
2007-10-03,78,68.0,,0.68,53.040000000000006
2007-10-04,65,68.0,,0.68,44.2
2007-10-05,50,68.0,,0.68,34.0
2007-10-06,60,68.0,,0.68,40.800000000000004
2007-10-07,80,68.0,,0.68,54.400000000000006
2007-10-08,70,68.0,,0.68,47.6
2007-10-09,68,68.0,,0.68,46.24
2007-10-10,97,68.0,,0.68,65.96000000000001
2007-10-11,79,68.0,,0.68,53.720000000000006
2007-10-12,82,68.0,,0.68,55.760000000000005
2007-10-13,64,68.0,,0.68,43.52
2007-10-14,26,68.0,,0.68,17.68
2007-10-15,98,68.0,,0.68,66.64
2007-10-16,61,68.0,,0.68,41.480000000000004
2007-10-17,82,68.0,,0.68,55.760000000000005
2007-10-18,69,68.0,,0.68,46.92
2007-10-19,79,68.0,,0.68,53.720000000000006
2007-10-20,49,68.0,,0.68,33.32
2007-10-21,57,68.0,,0.68,38.760000000000005
2007-10-22,100,68.0,,0.68,68.0
2007-10-23,71,68.0,,0.68,48.28
2007-10-24,84,68.0,,0.68,57.120000000000005
2007-10-25,92,68.0,,0.68,62.56
2007-10-26,79,68.0,,0.68,53.720000000000006
2007-10-27,83,68.0,,0.68,56.440000000000005
2007-10-28,74,68.0,,0.68,50.32
2007-10-29,90,68.0,,0.68,61.2
2007-10-30,91,68.0,,0.68,61.88
2007-10-31,100,68.0,,0.68,68.0
2007-11-01,75,64.0,False,0.64,48.0
2007-11-02,69,64.0,,0.64,44.160000000000004
2007-11-03,30,64.0,,0.64,19.2
2007-11-04,34,64.0,,0.64,21.76
2007-11-05,84,64.0,,0.64,53.76
2007-11-06,82,64.0,,0.64,52.480000000000004
2007-11-07,80,64.0,,0.64,51.2
2007-11-08,72,64.0,,0.64,46.08
2007-11-09,50,64.0,,0.64,32.0
2007-11-10,58,64.0,,0.64,37.12
2007-11-11,64,64.0,,0.64,40.96
2007-11-12,68,64.0,,0.64,43.52
2007-11-13,67,64.0,,0.64,42.88
2007-11-14,76,64.0,,0.64,48.64
2007-11-15,73,64.0,,0.64,46.72
2007-11-16,64,64.0,,0.64,40.96
2007-11-17,21,64.0,,0.64,13.44
2007-11-18,53,64.0,,0.64,33.92
2007-11-19,82,64.0,,0.64,52.480000000000004
2007-11-20,94,64.0,,0.64,60.160000000000004
2007-11-21,49,64.0,,0.64,31.36
2007-11-22,27,64.0,,0.64,17.28
2007-11-23,16,64.0,,0.64,10.24
2007-11-24,51,64.0,,0.64,32.64
2007-11-25,65,64.0,,0.64,41.6
2007-11-26,95,64.0,,0.64,60.800000000000004
2007-11-27,73,64.0,,0.64,46.72
2007-11-28,100,64.0,,0.64,64.0
2007-11-29,72,64.0,,0.64,46.08
2007-11-30,64,64.0,,0.64,40.96
2007-12-01,30,83.0,False,0.83,24.9
2007-12-02,48,83.0,,0.83,39.839999999999996
2007-12-03,68,83.0,,0.83,56.44
2007-12-04,42,83.0,,0.83,34.86
2007-12-05,59,83.0,,0.83,48.97
2007-12-06,38,83.0,,0.83,31.54
2007-12-07,49,83.0,,0.83,40.669999999999995
2007-12-08,30,83.0,,0.83,24.9
2007-12-09,30,83.0,,0.83,24.9
2007-12-10,48,83.0,,0.83,39.839999999999996
2007-12-11,68,83.0,,0.83,56.44
2007-12-12,51,83.0,,0.83,42.33
2007-12-13,55,83.0,,0.83,45.65
2007-12-14,54,83.0,,0.83,44.82
2007-12-15,38,83.0,,0.83,31.54
2007-12-16,33,83.0,,0.83,27.389999999999997
2007-12-17,63,83.0,,0.83,52.29
2007-12-18,59,83.0,,0.83,48.97
2007-12-19,55,83.0,,0.83,45.65
2007-12-20,63,83.0,,0.83,52.29
2007-12-21,51,83.0,,0.83,42.33
2007-12-22,49,83.0,,0.83,40.669999999999995
2007-12-23,14,83.0,,0.83,11.62
2007-12-24,52,83.0,,0.83,43.16
2007-12-25,43,83.0,,0.83,35.69
2007-12-26,68,83.0,,0.83,56.44
2007-12-27,77,83.0,,0.83,63.91
2007-12-28,68,83.0,,0.83,56.44
2007-12-29,46,83.0,,0.83,38.18
2007-12-30,39,83.0,,0.83,32.37
2007-12-31,100,83.0,,0.83,83.0
2008-01-01,61,94.0,False,0.94,57.339999999999996
2008-01-02,100,94.0,,0.94,94.0
2008-01-03,66,94.0,,0.94,62.04
2008-01-04,84,94.0,,0.94,78.96
2008-01-05,50,94.0,,0.94,47.0
2008-01-06,40,94.0,,0.94,37.599999999999994
2008-01-07,69,94.0,,0.94,64.86
2008-01-08,53,94.0,,0.94,49.82
2008-01-09,53,94.0,,0.94,49.82
2008-01-10,46,94.0,,0.94,43.239999999999995
2008-01-11,63,94.0,,0.94,59.22
2008-01-12,15,94.0,,0.94,14.1
2008-01-13,43,94.0,,0.94,40.419999999999995
2008-01-14,53,94.0,,0.94,49.82
2008-01-15,56,94.0,,0.94,52.64
2008-01-16,42,94.0,,0.94,39.48
2008-01-17,50,94.0,,0.94,47.0
2008-01-18,48,94.0,,0.94,45.12
2008-01-19,42,94.0,,0.94,39.48
2008-01-20,48,94.0,,0.94,45.12
2008-01-21,30,94.0,,0.94,28.2
2008-01-22,58,94.0,,0.94,54.519999999999996
2008-01-23,42,94.0,,0.94,39.48
2008-01-24,54,94.0,,0.94,50.76
2008-01-25,45,94.0,,0.94,42.3
2008-01-26,44,94.0,,0.94,41.36
2008-01-27,40,94.0,,0.94,37.599999999999994
2008-01-28,51,94.0,,0.94,47.94
2008-01-29,58,94.0,,0.94,54.519999999999996
2008-01-30,47,94.0,,0.94,44.18
2008-01-31,49,94.0,,0.94,46.059999999999995
2008-02-01,100,80.0,False,0.8,80.0
2008-02-02,82,80.0,,0.8,65.60000000000001
2008-02-03,69,80.0,,0.8,55.2
2008-02-04,94,80.0,,0.8,75.2
2008-02-05,85,80.0,,0.8,68.0
2008-02-06,90,80.0,,0.8,72.0
2008-02-07,97,80.0,,0.8,77.60000000000001
2008-02-08,86,80.0,,0.8,68.8
2008-02-09,68,80.0,,0.8,54.400000000000006
2008-02-10,94,80.0,,0.8,75.2
2008-02-11,76,80.0,,0.8,60.800000000000004
2008-02-12,85,80.0,,0.8,68.0
2008-02-13,89,80.0,,0.8,71.2
2008-02-14,74,80.0,,0.8,59.2
2008-02-15,75,80.0,,0.8,60.0
2008-02-16,59,80.0,,0.8,47.2
2008-02-17,67,80.0,,0.8,53.6
2008-02-18,68,80.0,,0.8,54.400000000000006
2008-02-19,78,80.0,,0.8,62.400000000000006
2008-02-20,71,80.0,,0.8,56.800000000000004
2008-02-21,73,80.0,,0.8,58.400000000000006
2008-02-22,73,80.0,,0.8,58.400000000000006
2008-02-23,49,80.0,,0.8,39.2
2008-02-24,61,80.0,,0.8,48.800000000000004
2008-02-25,79,80.0,,0.8,63.2
2008-02-26,92,80.0,,0.8,73.60000000000001
2008-02-27,81,80.0,,0.8,64.8
2008-02-28,65,80.0,,0.8,52.0
2008-02-29,72,80.0,,0.8,57.6
2008-03-01,87,83.0,False,0.83,72.21
2008-03-02,71,83.0,,0.83,58.93
2008-03-03,93,83.0,,0.83,77.19
2008-03-04,58,83.0,,0.83,48.14
2008-03-05,90,83.0,,0.83,74.7
2008-03-06,99,83.0,,0.83,82.17
2008-03-07,69,83.0,,0.83,57.269999999999996
2008-03-08,61,83.0,,0.83,50.629999999999995
2008-03-09,60,83.0,,0.83,49.8
2008-03-10,80,83.0,,0.83,66.39999999999999
2008-03-11,86,83.0,,0.83,71.38
2008-03-12,88,83.0,,0.83,73.03999999999999
2008-03-13,73,83.0,,0.83,60.589999999999996
2008-03-14,80,83.0,,0.83,66.39999999999999
2008-03-15,52,83.0,,0.83,43.16
2008-03-16,69,83.0,,0.83,57.269999999999996
2008-03-17,100,83.0,,0.83,83.0
2008-03-18,98,83.0,,0.83,81.33999999999999
2008-03-19,77,83.0,,0.83,63.91
2008-03-20,74,83.0,,0.83,61.419999999999995
2008-03-21,70,83.0,,0.83,58.099999999999994
2008-03-22,82,83.0,,0.83,68.06
2008-03-23,46,83.0,,0.83,38.18
2008-03-24,78,83.0,,0.83,64.74
2008-03-25,92,83.0,,0.83,76.36
2008-03-26,92,83.0,,0.83,76.36
2008-03-27,81,83.0,,0.83,67.22999999999999
2008-03-28,61,83.0,,0.83,50.629999999999995
2008-03-29,54,83.0,,0.83,44.82
2008-03-30,90,83.0,,0.83,74.7
2008-03-31,100,83.0,,0.83,83.0
2008-04-01,63,81.0,False,0.81,51.03
2008-04-02,55,81.0,,0.81,44.550000000000004
2008-04-03,64,81.0,,0.81,51.84
2008-04-04,55,81.0,,0.81,44.550000000000004
2008-04-05,56,81.0,,0.81,45.36
2008-04-06,52,81.0,,0.81,42.120000000000005
2008-04-07,79,81.0,,0.81,63.99
2008-04-08,62,81.0,,0.81,50.220000000000006
2008-04-09,71,81.0,,0.81,57.510000000000005
2008-04-10,87,81.0,,0.81,70.47
2008-04-11,75,81.0,,0.81,60.75000000000001
2008-04-12,65,81.0,,0.81,52.650000000000006
2008-04-13,78,81.0,,0.81,63.18000000000001
2008-04-14,99,81.0,,0.81,80.19000000000001
2008-04-15,100,81.0,,0.81,81.0
2008-04-16,42,81.0,,0.81,34.02
2008-04-17,43,81.0,,0.81,34.830000000000005
2008-04-18,41,81.0,,0.81,33.21
2008-04-19,29,81.0,,0.81,23.490000000000002
2008-04-20,28,81.0,,0.81,22.68
2008-04-21,43,81.0,,0.81,34.830000000000005
2008-04-22,26,81.0,,0.81,21.060000000000002
2008-04-23,33,81.0,,0.81,26.73
2008-04-24,38,81.0,,0.81,30.78
2008-04-25,39,81.0,,0.81,31.590000000000003
2008-04-26,26,81.0,,0.81,21.060000000000002
2008-04-27,25,81.0,,0.81,20.25
2008-04-28,27,81.0,,0.81,21.87
2008-04-29,37,81.0,,0.81,29.970000000000002
2008-04-30,54,81.0,,0.81,43.74
2008-05-01,68,45.0,False,0.45,30.6
2008-05-02,97,45.0,,0.45,43.65
2008-05-03,29,45.0,,0.45,13.05
