date,GDP_unscaled,GDP_monthly,isPartial,scale,GDP
2012-06-16,61,43.0,,0.43,26.23
2012-06-17,55,43.0,,0.43,23.65
2012-06-18,82,43.0,,0.43,35.26
2012-06-19,70,43.0,,0.43,30.099999999999998
2012-06-20,69,43.0,,0.43,29.669999999999998
2012-06-21,54,43.0,,0.43,23.22
2012-06-22,66,43.0,,0.43,28.38
2012-06-23,48,43.0,,0.43,20.64
2012-06-24,62,43.0,,0.43,26.66
2012-06-25,79,43.0,,0.43,33.97
2012-06-26,68,43.0,,0.43,29.24
2012-06-27,74,43.0,,0.43,31.82
2012-06-28,78,43.0,,0.43,33.54
2012-06-29,40,43.0,,0.43,17.2
2012-06-30,49,43.0,,0.43,21.07
2012-07-01,42,43.0,False,0.43,18.06
2012-07-02,63,43.0,,0.43,27.09
2012-07-03,59,43.0,,0.43,25.37
2012-07-04,38,43.0,,0.43,16.34
2012-07-05,51,43.0,,0.43,21.93
2012-07-06,45,43.0,,0.43,19.35
2012-07-07,36,43.0,,0.43,15.48
2012-07-08,45,43.0,,0.43,19.35
2012-07-09,42,43.0,,0.43,18.06
2012-07-10,45,43.0,,0.43,19.35
2012-07-11,52,43.0,,0.43,22.36
2012-07-12,46,43.0,,0.43,19.78
2012-07-13,77,43.0,,0.43,33.11
2012-07-14,45,43.0,,0.43,19.35
2012-07-15,53,43.0,,0.43,22.79
2012-07-16,49,43.0,,0.43,21.07
2012-07-17,54,43.0,,0.43,23.22
2012-07-18,43,43.0,,0.43,18.49
2012-07-19,49,43.0,,0.43,21.07
2012-07-20,44,43.0,,0.43,18.919999999999998
2012-07-21,41,43.0,,0.43,17.63
2012-07-22,49,43.0,,0.43,21.07
2012-07-23,51,43.0,,0.43,21.93
2012-07-24,63,43.0,,0.43,27.09
2012-07-25,52,43.0,,0.43,22.36
2012-07-26,41,43.0,,0.43,17.63
2012-07-27,100,43.0,,0.43,43.0
2012-07-28,56,43.0,,0.43,24.08
2012-07-29,66,43.0,,0.43,28.38
2012-07-30,61,43.0,,0.43,26.23
2012-07-31,63,43.0,,0.43,27.09
2012-08-01,50,41.0,False,0.41,20.5
2012-08-02,38,41.0,,0.41,15.579999999999998
2012-08-03,46,41.0,,0.41,18.86
2012-08-04,46,41.0,,0.41,18.86
2012-08-05,49,41.0,,0.41,20.09
2012-08-06,41,41.0,,0.41,16.81
2012-08-07,48,41.0,,0.41,19.68
2012-08-08,39,41.0,,0.41,15.989999999999998
2012-08-09,45,41.0,,0.41,18.45
2012-08-10,36,41.0,,0.41,14.76
2012-08-11,38,41.0,,0.41,15.579999999999998
2012-08-12,43,41.0,,0.41,17.63
2012-08-13,51,41.0,,0.41,20.91
2012-08-14,56,41.0,,0.41,22.959999999999997
2012-08-15,43,41.0,,0.41,17.63
2012-08-16,35,41.0,,0.41,14.35
2012-08-17,42,41.0,,0.41,17.22
2012-08-18,33,41.0,,0.41,13.53
2012-08-19,27,41.0,,0.41,11.069999999999999
2012-08-20,43,41.0,,0.41,17.63
2012-08-21,40,41.0,,0.41,16.4
2012-08-22,52,41.0,,0.41,21.32
2012-08-23,53,41.0,,0.41,21.73
2012-08-24,47,41.0,,0.41,19.27
2012-08-25,33,41.0,,0.41,13.53
2012-08-26,42,41.0,,0.41,17.22
2012-08-27,62,41.0,,0.41,25.419999999999998
2012-08-28,65,41.0,,0.41,26.65
2012-08-29,65,41.0,,0.41,26.65
2012-08-30,100,41.0,,0.41,41.0
2012-08-31,48,41.0,,0.41,19.68
2012-09-01,31,69.0,False,0.69,21.389999999999997
2012-09-02,43,69.0,,0.69,29.669999999999998
2012-09-03,50,69.0,,0.69,34.5
2012-09-04,78,69.0,,0.69,53.81999999999999
2012-09-05,80,69.0,,0.69,55.199999999999996
2012-09-06,80,69.0,,0.69,55.199999999999996
2012-09-07,82,69.0,,0.69,56.58
2012-09-08,42,69.0,,0.69,28.979999999999997
2012-09-09,50,69.0,,0.69,34.5
2012-09-10,57,69.0,,0.69,39.33
2012-09-11,81,69.0,,0.69,55.88999999999999
2012-09-12,95,69.0,,0.69,65.55
2012-09-13,66,69.0,,0.69,45.54
2012-09-14,71,69.0,,0.69,48.989999999999995
2012-09-15,42,69.0,,0.69,28.979999999999997
2012-09-16,47,69.0,,0.69,32.43
2012-09-17,67,69.0,,0.69,46.23
2012-09-18,72,69.0,,0.69,49.67999999999999
2012-09-19,84,69.0,,0.69,57.959999999999994
2012-09-20,72,69.0,,0.69,49.67999999999999
2012-09-21,67,69.0,,0.69,46.23
2012-09-22,45,69.0,,0.69,31.049999999999997
2012-09-23,51,69.0,,0.69,35.19
2012-09-24,79,69.0,,0.69,54.51
2012-09-25,100,69.0,,0.69,69.0
2012-09-26,86,69.0,,0.69,59.339999999999996
2012-09-27,100,69.0,,0.69,69.0
2012-09-28,83,69.0,,0.69,57.269999999999996
2012-09-29,55,69.0,,0.69,37.949999999999996
2012-09-30,56,69.0,,0.69,38.64
2012-10-01,79,76.0,False,0.76,60.04
2012-10-02,72,76.0,,0.76,54.72
2012-10-03,83,76.0,,0.76,63.08
2012-10-04,99,76.0,,0.76,75.24
2012-10-05,72,76.0,,0.76,54.72
2012-10-06,45,76.0,,0.76,34.2
2012-10-07,51,76.0,,0.76,38.76
2012-10-08,64,76.0,,0.76,48.64
2012-10-09,71,76.0,,0.76,53.96
2012-10-10,68,76.0,,0.76,51.68
2012-10-11,73,76.0,,0.76,55.480000000000004
2012-10-12,56,76.0,,0.76,42.56
2012-10-13,49,76.0,,0.76,37.24
2012-10-14,55,76.0,,0.76,41.8
2012-10-15,79,76.0,,0.76,60.04
2012-10-16,85,76.0,,0.76,64.6
2012-10-17,80,76.0,,0.76,60.8
2012-10-18,77,76.0,,0.76,58.52
2012-10-19,60,76.0,,0.76,45.6
2012-10-20,40,76.0,,0.76,30.4
2012-10-21,52,76.0,,0.76,39.52
2012-10-22,77,76.0,,0.76,58.52
2012-10-23,87,76.0,,0.76,66.12
2012-10-24,80,76.0,,0.76,60.8
2012-10-25,72,76.0,,0.76,54.72
2012-10-26,100,76.0,,0.76,76.0
2012-10-27,49,76.0,,0.76,37.24
2012-10-28,47,76.0,,0.76,35.72
2012-10-29,68,76.0,,0.76,51.68
2012-10-30,72,76.0,,0.76,54.72
2012-10-31,71,76.0,,0.76,53.96
2012-11-01,65,71.0,False,0.71,46.15
2012-11-02,61,71.0,,0.71,43.309999999999995
2012-11-03,36,71.0,,0.71,25.56
2012-11-04,58,71.0,,0.71,41.18
2012-11-05,75,71.0,,0.71,53.25
2012-11-06,84,71.0,,0.71,59.64
2012-11-07,100,71.0,,0.71,71.0
2012-11-08,91,71.0,,0.71,64.61
2012-11-09,76,71.0,,0.71,53.959999999999994
2012-11-10,48,71.0,,0.71,34.08
2012-11-11,44,71.0,,0.71,31.24
2012-11-12,67,71.0,,0.71,47.57
2012-11-13,86,71.0,,0.71,61.059999999999995
2012-11-14,77,71.0,,0.71,54.669999999999995
2012-11-15,71,71.0,,0.71,50.41
2012-11-16,73,71.0,,0.71,51.83
2012-11-17,47,71.0,,0.71,33.37
2012-11-18,41,71.0,,0.71,29.11
2012-11-19,62,71.0,,0.71,44.019999999999996
2012-11-20,62,71.0,,0.71,44.019999999999996
2012-11-21,42,71.0,,0.71,29.82
2012-11-22,30,71.0,,0.71,21.299999999999997
2012-11-23,34,71.0,,0.71,24.14
2012-11-24,48,71.0,,0.71,34.08
2012-11-25,35,71.0,,0.71,24.849999999999998
2012-11-26,63,71.0,,0.71,44.73
2012-11-27,79,71.0,,0.71,56.089999999999996
2012-11-28,70,71.0,,0.71,49.699999999999996
2012-11-29,93,71.0,,0.71,66.03
2012-11-30,69,71.0,,0.71,48.989999999999995
2012-12-01,39,50.0,False,0.5,19.5
2012-12-02,60,50.0,,0.5,30.0
2012-12-03,82,50.0,,0.5,41.0
2012-12-04,80,50.0,,0.5,40.0
2012-12-05,100,50.0,,0.5,50.0
2012-12-06,85,50.0,,0.5,42.5
2012-12-07,75,50.0,,0.5,37.5
2012-12-08,41,50.0,,0.5,20.5
2012-12-09,55,50.0,,0.5,27.5
2012-12-10,74,50.0,,0.5,37.0
2012-12-11,79,50.0,,0.5,39.5
2012-12-12,81,50.0,,0.5,40.5
2012-12-13,58,50.0,,0.5,29.0
2012-12-14,42,50.0,,0.5,21.0
2012-12-15,39,50.0,,0.5,19.5
2012-12-16,41,50.0,,0.5,20.5
2012-12-17,46,50.0,,0.5,23.0
2012-12-18,54,50.0,,0.5,27.0
2012-12-19,33,50.0,,0.5,16.5
2012-12-20,31,50.0,,0.5,15.5
2012-12-21,27,50.0,,0.5,13.5
2012-12-22,22,50.0,,0.5,11.0
2012-12-23,15,50.0,,0.5,7.5
2012-12-24,29,50.0,,0.5,14.5
2012-12-25,17,50.0,,0.5,8.5
2012-12-26,26,50.0,,0.5,13.0
2012-12-27,27,50.0,,0.5,13.5
2012-12-28,38,50.0,,0.5,19.0
2012-12-29,22,50.0,,0.5,11.0
2012-12-30,21,50.0,,0.5,10.5
2012-12-31,26,50.0,,0.5,13.0
2013-01-01,27,53.0,False,0.53,14.31
2013-01-02,35,53.0,,0.53,18.55
2013-01-03,38,53.0,,0.53,20.14
2013-01-04,32,53.0,,0.53,16.96
2013-01-05,16,53.0,,0.53,8.48
2013-01-06,27,53.0,,0.53,14.31
2013-01-07,39,53.0,,0.53,20.67
2013-01-08,40,53.0,,0.53,21.200000000000003
2013-01-09,48,53.0,,0.53,25.44
2013-01-10,40,53.0,,0.53,21.200000000000003
2013-01-11,41,53.0,,0.53,21.73
2013-01-12,28,53.0,,0.53,14.84
2013-01-13,30,53.0,,0.53,15.9
2013-01-14,46,53.0,,0.53,24.380000000000003
2013-01-15,45,53.0,,0.53,23.85
2013-01-16,52,53.0,,0.53,27.560000000000002
2013-01-17,47,53.0,,0.53,24.91
2013-01-18,53,53.0,,0.53,28.09
2013-01-19,31,53.0,,0.53,16.43
2013-01-20,42,53.0,,0.53,22.26
2013-01-21,43,53.0,,0.53,22.790000000000003
2013-01-22,44,53.0,,0.53,23.32
2013-01-23,54,53.0,,0.53,28.62
2013-01-24,53,53.0,,0.53,28.09
2013-01-25,42,53.0,,0.53,22.26
2013-01-26,34,53.0,,0.53,18.02
2013-01-27,40,53.0,,0.53,21.200000000000003
2013-01-28,54,53.0,,0.53,28.62
2013-01-29,59,53.0,,0.53,31.270000000000003
2013-01-30,100,53.0,,0.53,53.0
2013-01-31,84,53.0,,0.53,44.52
2013-02-01,73,73.0,False,0.73,53.29
2013-02-02,47,73.0,,0.73,34.31
2013-02-03,64,73.0,,0.73,46.72
2013-02-04,79,73.0,,0.73,57.67
2013-02-05,84,73.0,,0.73,61.32
2013-02-06,75,73.0,,0.73,54.75
2013-02-07,68,73.0,,0.73,49.64
2013-02-08,60,73.0,,0.73,43.8
2013-02-09,48,73.0,,0.73,35.04
2013-02-10,53,73.0,,0.73,38.69
2013-02-11,80,73.0,,0.73,58.4
2013-02-12,89,73.0,,0.73,64.97
2013-02-13,81,73.0,,0.73,59.129999999999995
2013-02-14,96,73.0,,0.73,70.08
2013-02-15,62,73.0,,0.73,45.26
2013-02-16,32,73.0,,0.73,23.36
2013-02-17,49,73.0,,0.73,35.769999999999996
2013-02-18,69,73.0,,0.73,50.37
2013-02-19,60,73.0,,0.73,43.8
2013-02-20,73,73.0,,0.73,53.29
2013-02-21,70,73.0,,0.73,51.1
2013-02-22,75,73.0,,0.73,54.75
2013-02-23,49,73.0,,0.73,35.769999999999996
2013-02-24,63,73.0,,0.73,45.99
2013-02-25,86,73.0,,0.73,62.78
2013-02-26,88,73.0,,0.73,64.24
2013-02-27,98,73.0,,0.73,71.53999999999999
2013-02-28,100,73.0,,0.73,73.0
2013-03-01,93,59.0,False,0.59,54.87
2013-03-02,62,59.0,,0.59,36.58
2013-03-03,70,59.0,,0.59,41.3
2013-03-04,100,59.0,,0.59,59.0
2013-03-05,92,59.0,,0.59,54.279999999999994
2013-03-06,81,59.0,,0.59,47.79
2013-03-07,100,59.0,,0.59,59.0
2013-03-08,80,59.0,,0.59,47.199999999999996
2013-03-09,59,59.0,,0.59,34.809999999999995
2013-03-10,49,59.0,,0.59,28.91
2013-03-11,80,59.0,,0.59,47.199999999999996
2013-03-12,74,59.0,,0.59,43.66
2013-03-13,92,59.0,,0.59,54.279999999999994
2013-03-14,75,59.0,,0.59,44.25
2013-03-15,69,59.0,,0.59,40.71
2013-03-16,34,59.0,,0.59,20.06
2013-03-17,63,59.0,,0.59,37.169999999999995
2013-03-18,77,59.0,,0.59,45.43
2013-03-19,82,59.0,,0.59,48.379999999999995
2013-03-20,95,59.0,,0.59,56.05
2013-03-21,70,59.0,,0.59,41.3
2013-03-22,58,59.0,,0.59,34.22
2013-03-23,39,59.0,,0.59,23.009999999999998
2013-03-24,47,59.0,,0.59,27.729999999999997
2013-03-25,72,59.0,,0.59,42.48
2013-03-26,70,59.0,,0.59,41.3
2013-03-27,77,59.0,,0.59,45.43
2013-03-28,74,59.0,,0.59,43.66
2013-03-29,62,59.0,,0.59,36.58
2013-03-30,45,59.0,,0.59,26.549999999999997
2013-03-31,53,59.0,,0.59,31.27
2013-04-01,75,67.0,False,0.67,50.25
2013-04-02,82,67.0,,0.67,54.940000000000005
2013-04-03,74,67.0,,0.67,49.580000000000005
2013-04-04,98,67.0,,0.67,65.66000000000001
2013-04-05,66,67.0,,0.67,44.220000000000006
2013-04-06,42,67.0,,0.67,28.14
2013-04-07,63,67.0,,0.67,42.21
2013-04-08,77,67.0,,0.67,51.59
2013-04-09,70,67.0,,0.67,46.900000000000006
2013-04-10,81,67.0,,0.67,54.27
2013-04-11,88,67.0,,0.67,58.96
2013-04-12,79,67.0,,0.67,52.93
2013-04-13,44,67.0,,0.67,29.48
2013-04-14,53,67.0,,0.67,35.510000000000005
2013-04-15,69,67.0,,0.67,46.230000000000004
2013-04-16,91,67.0,,0.67,60.970000000000006
2013-04-17,83,67.0,,0.67,55.61000000000001
2013-04-18,79,67.0,,0.67,52.93
2013-04-19,60,67.0,,0.67,40.2
2013-04-20,49,67.0,,0.67,32.830000000000005
2013-04-21,60,67.0,,0.67,40.2
2013-04-22,98,67.0,,0.67,65.66000000000001
2013-04-23,97,67.0,,0.67,64.99000000000001
2013-04-24,100,67.0,,0.67,67.0
2013-04-25,95,67.0,,0.67,63.650000000000006
2013-04-26,100,67.0,,0.67,67.0
2013-04-27,64,67.0,,0.67,42.88
2013-04-28,56,67.0,,0.67,37.52
2013-04-29,84,67.0,,0.67,56.28
2013-04-30,93,67.0,,0.67,62.31
2013-05-01,89,55.0,False,0.55,48.95
2013-05-02,100,55.0,,0.55,55.00000000000001
2013-05-03,78,55.0,,0.55,42.900000000000006
2013-05-04,40,55.0,,0.55,22.0
2013-05-05,58,55.0,,0.55,31.900000000000002
2013-05-06,73,55.0,,0.55,40.150000000000006
2013-05-07,92,55.0,,0.55,50.6
2013-05-08,63,55.0,,0.55,34.650000000000006
2013-05-09,59,55.0,,0.55,32.45
2013-05-10,69,55.0,,0.55,37.95
2013-05-11,34,55.0,,0.55,18.700000000000003
2013-05-12,34,55.0,,0.55,18.700000000000003
2013-05-13,61,55.0,,0.55,33.550000000000004
2013-05-14,63,55.0,,0.55,34.650000000000006
2013-05-15,77,55.0,,0.55,42.35
2013-05-16,66,55.0,,0.55,36.300000000000004
2013-05-17,48,55.0,,0.55,26.400000000000002
2013-05-18,35,55.0,,0.55,19.25
2013-05-19,36,55.0,,0.55,19.8
2013-05-20,43,55.0,,0.55,23.650000000000002
2013-05-21,44,55.0,,0.55,24.200000000000003
2013-05-22,52,55.0,,0.55,28.6
2013-05-23,69,55.0,,0.55,37.95
2013-05-24,41,55.0,,0.55,22.55
2013-05-25,21,55.0,,0.55,11.55
2013-05-26,31,55.0,,0.55,17.05
2013-05-27,32,55.0,,0.55,17.6
2013-05-28,49,55.0,,0.55,26.950000000000003
2013-05-29,70,55.0,,0.55,38.5
2013-05-30,63,55.0,,0.55,34.650000000000006
2013-05-31,58,55.0,,0.55,31.900000000000002
2013-06-01,46,34.0,False,0.34,15.64
2013-06-02,58,34.0,,0.34,19.720000000000002
2013-06-03,94,34.0,,0.34,31.96
2013-06-04,100,34.0,,0.34,34.0
2013-06-05,83,34.0,,0.34,28.220000000000002
2013-06-06,79,34.0,,0.34,26.860000000000003
2013-06-07,62,34.0,,0.34,21.080000000000002
2013-06-08,50,34.0,,0.34,17.0
2013-06-09,60,34.0,,0.34,20.400000000000002
2013-06-10,80,34.0,,0.34,27.200000000000003
2013-06-11,62,34.0,,0.34,21.080000000000002
2013-06-12,71,34.0,,0.34,24.14
2013-06-13,63,34.0,,0.34,21.42
2013-06-14,63,34.0,,0.34,21.42
2013-06-15,59,34.0,,0.34,20.060000000000002
2013-06-16,57,34.0,,0.34,19.380000000000003
2013-06-17,77,34.0,,0.34,26.180000000000003
2013-06-18,61,34.0,,0.34,20.740000000000002
2013-06-19,74,34.0,,0.34,25.16
2013-06-20,66,34.0,,0.34,22.44
2013-06-21,47,34.0,,0.34,15.98
2013-06-22,37,34.0,,0.34,12.58
2013-06-23,61,34.0,,0.34,20.740000000000002
2013-06-24,60,34.0,,0.34,20.400000000000002
2013-06-25,87,34.0,,0.34,29.580000000000002
2013-06-26,84,34.0,,0.34,28.560000000000002
2013-06-27,71,34.0,,0.34,24.14
2013-06-28,58,34.0,,0.34,19.720000000000002
2013-06-29,55,34.0,,0.34,18.700000000000003
2013-06-30,57,34.0,,0.34,19.380000000000003
2013-07-01,46,36.0,False,0.36,16.56
2013-07-02,70,36.0,,0.36,25.2
2013-07-03,48,36.0,,0.36,17.28
2013-07-04,53,36.0,,0.36,19.08
2013-07-05,50,36.0,,0.36,18.0
2013-07-06,42,36.0,,0.36,15.12
2013-07-07,48,36.0,,0.36,17.28
2013-07-08,67,36.0,,0.36,24.119999999999997
2013-07-09,73,36.0,,0.36,26.279999999999998
2013-07-10,60,36.0,,0.36,21.599999999999998
2013-07-11,70,36.0,,0.36,25.2
2013-07-12,55,36.0,,0.36,19.8
2013-07-13,46,36.0,,0.36,16.56
2013-07-14,78,36.0,,0.36,28.08
2013-07-15,93,36.0,,0.36,33.48
2013-07-16,57,36.0,,0.36,20.52
2013-07-17,53,36.0,,0.36,19.08
2013-07-18,63,36.0,,0.36,22.68
2013-07-19,69,36.0,,0.36,24.84
2013-07-20,50,36.0,,0.36,18.0
2013-07-21,51,36.0,,0.36,18.36
2013-07-22,61,36.0,,0.36,21.96
2013-07-23,72,36.0,,0.36,25.919999999999998
2013-07-24,66,36.0,,0.36,23.759999999999998
2013-07-25,69,36.0,,0.36,24.84
2013-07-26,57,36.0,,0.36,20.52
2013-07-27,47,36.0,,0.36,16.919999999999998
2013-07-28,61,36.0,,0.36,21.96
2013-07-29,71,36.0,,0.36,25.56
2013-07-30,66,36.0,,0.36,23.759999999999998
2013-07-31,100,36.0,,0.36,36.0
2013-08-01,92,33.0,False,0.33,30.360000000000003
2013-08-02,79,33.0,,0.33,26.07
2013-08-03,52,33.0,,0.33,17.16
2013-08-04,54,33.0,,0.33,17.82
2013-08-05,57,33.0,,0.33,18.810000000000002
2013-08-06,74,33.0,,0.33,24.42
2013-08-07,63,33.0,,0.33,20.790000000000003
2013-08-08,65,33.0,,0.33,21.45
2013-08-09,68,33.0,,0.33,22.44
2013-08-10,49,33.0,,0.33,16.17
2013-08-11,54,33.0,,0.33,17.82
2013-08-12,65,33.0,,0.33,21.45
2013-08-13,57,33.0,,0.33,18.810000000000002
2013-08-14,74,33.0,,0.33,24.42
2013-08-15,60,33.0,,0.33,19.8
2013-08-16,59,33.0,,0.33,19.470000000000002
2013-08-17,54,33.0,,0.33,17.82
2013-08-18,51,33.0,,0.33,16.830000000000002
2013-08-19,80,33.0,,0.33,26.400000000000002
2013-08-20,62,33.0,,0.33,20.46
2013-08-21,72,33.0,,0.33,23.76
2013-08-22,56,33.0,,0.33,18.48
2013-08-23,57,33.0,,0.33,18.810000000000002
2013-08-24,52,33.0,,0.33,17.16
2013-08-25,44,33.0,,0.33,14.520000000000001
2013-08-26,71,33.0,,0.33,23.43
2013-08-27,88,33.0,,0.33,29.040000000000003
2013-08-28,78,33.0,,0.33,25.740000000000002
2013-08-29,98,33.0,,0.33,32.34
2013-08-30,100,33.0,,0.33,33.0
2013-08-31,58,33.0,,0.33,19.14
2013-09-01,32,60.0,False,0.6,19.2
2013-09-02,36,60.0,,0.6,21.599999999999998
2013-09-03,50,60.0,,0.6,30.0
2013-09-04,53,60.0,,0.6,31.799999999999997
2013-09-05,66,60.0,,0.6,39.6
2013-09-06,47,60.0,,0.6,28.2
2013-09-07,43,60.0,,0.6,25.8
2013-09-08,48,60.0,,0.6,28.799999999999997
2013-09-09,58,60.0,,0.6,34.8
2013-09-10,60,60.0,,0.6,36.0
2013-09-11,69,60.0,,0.6,41.4
2013-09-12,59,60.0,,0.6,35.4
2013-09-13,61,60.0,,0.6,36.6
2013-09-14,34,60.0,,0.6,20.4
2013-09-15,40,60.0,,0.6,24.0
2013-09-16,61,60.0,,0.6,36.6
2013-09-17,74,60.0,,0.6,44.4
2013-09-18,72,60.0,,0.6,43.199999999999996
2013-09-19,83,60.0,,0.6,49.8
2013-09-20,70,60.0,,0.6,42.0
2013-09-21,40,60.0,,0.6,24.0
2013-09-22,59,60.0,,0.6,35.4
2013-09-23,79,60.0,,0.6,47.4
2013-09-24,73,60.0,,0.6,43.8
2013-09-25,78,60.0,,0.6,46.8
2013-09-26,85,60.0,,0.6,51.0
2013-09-27,67,60.0,,0.6,40.199999999999996
2013-09-28,42,60.0,,0.6,25.2
2013-09-29,59,60.0,,0.6,35.4
2013-09-30,100,60.0,,0.6,60.0
2013-10-01,90,72.0,False,0.72,64.8
2013-10-02,87,72.0,,0.72,62.64
2013-10-03,87,72.0,,0.72,62.64
2013-10-04,81,72.0,,0.72,58.32
2013-10-05,50,72.0,,0.72,36.0
2013-10-06,53,72.0,,0.72,38.16
2013-10-07,89,72.0,,0.72,64.08
2013-10-08,88,72.0,,0.72,63.36
2013-10-09,80,72.0,,0.72,57.599999999999994
2013-10-10,86,72.0,,0.72,61.919999999999995
2013-10-11,69,72.0,,0.72,49.68
2013-10-12,41,72.0,,0.72,29.52
2013-10-13,65,72.0,,0.72,46.8
2013-10-14,69,72.0,,0.72,49.68
2013-10-15,88,72.0,,0.72,63.36
2013-10-16,100,72.0,,0.72,72.0
2013-10-17,97,72.0,,0.72,69.84
2013-10-18,85,72.0,,0.72,61.199999999999996
2013-10-19,49,72.0,,0.72,35.28
2013-10-20,62,72.0,,0.72,44.64
2013-10-21,86,72.0,,0.72,61.919999999999995
2013-10-22,69,72.0,,0.72,49.68
2013-10-23,84,72.0,,0.72,60.48
2013-10-24,69,72.0,,0.72,49.68
2013-10-25,63,72.0,,0.72,45.36
2013-10-26,38,72.0,,0.72,27.36
2013-10-27,50,72.0,,0.72,36.0
2013-10-28,76,72.0,,0.72,54.72
2013-10-29,81,72.0,,0.72,58.32
2013-10-30,75,72.0,,0.72,54.0
2013-10-31,74,72.0,,0.72,53.28
2013-11-01,82,59.0,False,0.59,48.379999999999995
2013-11-02,46,59.0,,0.59,27.139999999999997
2013-11-03,54,59.0,,0.59,31.86
2013-11-04,93,59.0,,0.59,54.87
2013-11-05,71,59.0,,0.59,41.89
2013-11-06,88,59.0,,0.59,51.919999999999995
2013-11-07,100,59.0,,0.59,59.0
2013-11-08,78,59.0,,0.59,46.019999999999996
2013-11-09,51,59.0,,0.59,30.09
2013-11-10,42,59.0,,0.59,24.779999999999998
2013-11-11,82,59.0,,0.59,48.379999999999995
2013-11-12,89,59.0,,0.59,52.51
2013-11-13,72,59.0,,0.59,42.48
2013-11-14,77,59.0,,0.59,45.43
2013-11-15,71,59.0,,0.59,41.89
2013-11-16,58,59.0,,0.59,34.22
2013-11-17,64,59.0,,0.59,37.76
2013-11-18,88,59.0,,0.59,51.919999999999995
2013-11-19,81,59.0,,0.59,47.79
2013-11-20,81,59.0,,0.59,47.79
2013-11-21,69,59.0,,0.59,40.71
2013-11-22,77,59.0,,0.59,45.43
2013-11-23,40,59.0,,0.59,23.599999999999998
2013-11-24,54,59.0,,0.59,31.86
2013-11-25,78,59.0,,0.59,46.019999999999996
2013-11-26,61,59.0,,0.59,35.989999999999995
2013-11-27,51,59.0,,0.59,30.09
2013-11-28,20,59.0,,0.59,11.799999999999999
2013-11-29,28,59.0,,0.59,16.52
2013-11-30,38,59.0,,0.59,22.419999999999998
2013-12-01,50,49.0,False,0.49,24.5
2013-12-02,68,49.0,,0.49,33.32
2013-12-03,89,49.0,,0.49,43.61
2013-12-04,86,49.0,,0.49,42.14
2013-12-05,100,49.0,,0.49,49.0
2013-12-06,83,49.0,,0.49,40.67
2013-12-07,44,49.0,,0.49,21.56
2013-12-08,57,49.0,,0.49,27.93
2013-12-09,91,49.0,,0.49,44.589999999999996
2013-12-10,84,49.0,,0.49,41.16
2013-12-11,88,49.0,,0.49,43.12
2013-12-12,84,49.0,,0.49,41.16
2013-12-13,62,49.0,,0.49,30.38
2013-12-14,47,49.0,,0.49,23.03
2013-12-15,53,49.0,,0.49,25.97
2013-12-16,70,49.0,,0.49,34.3
2013-12-17,66,49.0,,0.49,32.339999999999996
2013-12-18,66,49.0,,0.49,32.339999999999996
2013-12-19,67,49.0,,0.49,32.83
2013-12-20,64,49.0,,0.49,31.36
2013-12-21,31,49.0,,0.49,15.19
2013-12-22,23,49.0,,0.49,11.27
2013-12-23,27,49.0,,0.49,13.23
2013-12-24,23,49.0,,0.49,11.27
2013-12-25,24,49.0,,0.49,11.76
2013-12-26,25,49.0,,0.49,12.25
2013-12-27,22,49.0,,0.49,10.78
2013-12-28,35,49.0,,0.49,17.15
2013-12-29,25,49.0,,0.49,12.25
2013-12-30,34,49.0,,0.49,16.66
2013-12-31,27,49.0,,0.49,13.23
2014-01-01,30,47.0,False,0.47,14.1
2014-01-02,38,47.0,,0.47,17.86
2014-01-03,28,47.0,,0.47,13.16
2014-01-04,34,47.0,,0.47,15.979999999999999
2014-01-05,25,47.0,,0.47,11.75
2014-01-06,41,47.0,,0.47,19.27
2014-01-07,42,47.0,,0.47,19.74
2014-01-08,59,47.0,,0.47,27.729999999999997
2014-01-09,54,47.0,,0.47,25.38
2014-01-10,61,47.0,,0.47,28.669999999999998
2014-01-11,40,47.0,,0.47,18.799999999999997
2014-01-12,43,47.0,,0.47,20.209999999999997
2014-01-13,58,47.0,,0.47,27.259999999999998
2014-01-14,65,47.0,,0.47,30.549999999999997
2014-01-15,57,47.0,,0.47,26.79
2014-01-16,75,47.0,,0.47,35.25
2014-01-17,55,47.0,,0.47,25.849999999999998
2014-01-18,33,47.0,,0.47,15.51
2014-01-19,46,47.0,,0.47,21.619999999999997
2014-01-20,57,47.0,,0.47,26.79
2014-01-21,68,47.0,,0.47,31.959999999999997
2014-01-22,80,47.0,,0.47,37.599999999999994
2014-01-23,84,47.0,,0.47,39.48
2014-01-24,64,47.0,,0.47,30.08
2014-01-25,44,47.0,,0.47,20.68
2014-01-26,53,47.0,,0.47,24.91
2014-01-27,70,47.0,,0.47,32.9
2014-01-28,79,47.0,,0.47,37.129999999999995
2014-01-29,75,47.0,,0.47,35.25
2014-01-30,100,47.0,,0.47,47.0
2014-01-31,75,47.0,,0.47,35.25
2014-02-01,47,75.0,False,0.75,35.25
2014-02-02,60,75.0,,0.75,45.0
2014-02-03,72,75.0,,0.75,54.0
2014-02-04,100,75.0,,0.75,75.0
2014-02-05,87,75.0,,0.75,65.25
2014-02-06,89,75.0,,0.75,66.75
2014-02-07,72,75.0,,0.75,54.0
2014-02-08,58,75.0,,0.75,43.5
2014-02-09,57,75.0,,0.75,42.75
2014-02-10,88,75.0,,0.75,66.0
