date,an intervention_unscaled,an intervention_monthly,isPartial,scale,an intervention
2010-12-10,27,24.0,,0.24,6.4799999999999995
2010-12-11,35,24.0,,0.24,8.4
2010-12-12,35,24.0,,0.24,8.4
2010-12-13,76,24.0,,0.24,18.24
2010-12-14,50,24.0,,0.24,12.0
2010-12-15,0,24.0,,0.24,0.0
2010-12-16,0,24.0,,0.24,0.0
2010-12-17,28,24.0,,0.24,6.72
2010-12-18,0,24.0,,0.24,0.0
2010-12-19,74,24.0,,0.24,17.759999999999998
2010-12-20,82,24.0,,0.24,19.68
2010-12-21,83,24.0,,0.24,19.919999999999998
2010-12-22,0,24.0,,0.24,0.0
2010-12-23,0,24.0,,0.24,0.0
2010-12-24,39,24.0,,0.24,9.36
2010-12-25,46,24.0,,0.24,11.04
2010-12-26,40,24.0,,0.24,9.6
2010-12-27,30,24.0,,0.24,7.199999999999999
2010-12-28,30,24.0,,0.24,7.199999999999999
2010-12-29,58,24.0,,0.24,13.92
2010-12-30,30,24.0,,0.24,7.199999999999999
2010-12-31,34,24.0,,0.24,8.16
2011-01-01,24,31.0,False,0.31,7.4399999999999995
2011-01-02,40,31.0,,0.31,12.4
2011-01-03,0,31.0,,0.31,0.0
2011-01-04,45,31.0,,0.31,13.95
2011-01-05,15,31.0,,0.31,4.65
2011-01-06,46,31.0,,0.31,14.26
2011-01-07,31,31.0,,0.31,9.61
2011-01-08,0,31.0,,0.31,0.0
2011-01-09,38,31.0,,0.31,11.78
2011-01-10,30,31.0,,0.31,9.3
2011-01-11,44,31.0,,0.31,13.64
2011-01-12,15,31.0,,0.31,4.65
2011-01-13,0,31.0,,0.31,0.0
2011-01-14,75,31.0,,0.31,23.25
2011-01-15,19,31.0,,0.31,5.89
2011-01-16,39,31.0,,0.31,12.09
2011-01-17,15,31.0,,0.31,4.65
2011-01-18,15,31.0,,0.31,4.65
2011-01-19,0,31.0,,0.31,0.0
2011-01-20,0,31.0,,0.31,0.0
2011-01-21,15,31.0,,0.31,4.65
2011-01-22,18,31.0,,0.31,5.58
2011-01-23,19,31.0,,0.31,5.89
2011-01-24,15,31.0,,0.31,4.65
2011-01-25,100,31.0,,0.31,31.0
2011-01-26,14,31.0,,0.31,4.34
2011-01-27,58,31.0,,0.31,17.98
2011-01-28,15,31.0,,0.31,4.65
2011-01-29,36,31.0,,0.31,11.16
2011-01-30,36,31.0,,0.31,11.16
2011-01-31,27,31.0,,0.31,8.37
2011-02-01,19,30.0,False,0.3,5.7
2011-02-02,40,30.0,,0.3,12.0
2011-02-03,0,30.0,,0.3,0.0
2011-02-04,62,30.0,,0.3,18.599999999999998
2011-02-05,50,30.0,,0.3,15.0
2011-02-06,0,30.0,,0.3,0.0
2011-02-07,60,30.0,,0.3,18.0
2011-02-08,60,30.0,,0.3,18.0
2011-02-09,20,30.0,,0.3,6.0
2011-02-10,41,30.0,,0.3,12.299999999999999
2011-02-11,86,30.0,,0.3,25.8
2011-02-12,26,30.0,,0.3,7.8
2011-02-13,0,30.0,,0.3,0.0
2011-02-14,82,30.0,,0.3,24.599999999999998
2011-02-15,41,30.0,,0.3,12.299999999999999
2011-02-16,100,30.0,,0.3,30.0
2011-02-17,62,30.0,,0.3,18.599999999999998
2011-02-18,43,30.0,,0.3,12.9
2011-02-19,0,30.0,,0.3,0.0
2011-02-20,0,30.0,,0.3,0.0
2011-02-21,21,30.0,,0.3,6.3
2011-02-22,60,30.0,,0.3,18.0
2011-02-23,0,30.0,,0.3,0.0
2011-02-24,0,30.0,,0.3,0.0
2011-02-25,42,30.0,,0.3,12.6
2011-02-26,0,30.0,,0.3,0.0
2011-02-27,26,30.0,,0.3,7.8
2011-02-28,39,30.0,,0.3,11.7
2011-03-01,16,39.0,False,0.39,6.24
2011-03-02,31,39.0,,0.39,12.09
2011-03-03,48,39.0,,0.39,18.72
2011-03-04,0,39.0,,0.39,0.0
2011-03-05,0,39.0,,0.39,0.0
2011-03-06,61,39.0,,0.39,23.79
2011-03-07,31,39.0,,0.39,12.09
2011-03-08,31,39.0,,0.39,12.09
2011-03-09,63,39.0,,0.39,24.57
2011-03-10,16,39.0,,0.39,6.24
2011-03-11,16,39.0,,0.39,6.24
2011-03-12,0,39.0,,0.39,0.0
2011-03-13,0,39.0,,0.39,0.0
2011-03-14,53,39.0,,0.39,20.67
2011-03-15,0,39.0,,0.39,0.0
2011-03-16,16,39.0,,0.39,6.24
2011-03-17,66,39.0,,0.39,25.740000000000002
2011-03-18,52,39.0,,0.39,20.28
2011-03-19,21,39.0,,0.39,8.19
2011-03-20,0,39.0,,0.39,0.0
2011-03-21,31,39.0,,0.39,12.09
2011-03-22,31,39.0,,0.39,12.09
2011-03-23,16,39.0,,0.39,6.24
2011-03-24,47,39.0,,0.39,18.330000000000002
2011-03-25,100,39.0,,0.39,39.0
2011-03-26,41,39.0,,0.39,15.99
2011-03-27,20,39.0,,0.39,7.800000000000001
2011-03-28,62,39.0,,0.39,24.18
2011-03-29,31,39.0,,0.39,12.09
2011-03-30,16,39.0,,0.39,6.24
2011-03-31,0,39.0,,0.39,0.0
2011-04-01,35,36.0,False,0.36,12.6
2011-04-02,0,36.0,,0.36,0.0
2011-04-03,45,36.0,,0.36,16.2
2011-04-04,50,36.0,,0.36,18.0
2011-04-05,49,36.0,,0.36,17.64
2011-04-06,67,36.0,,0.36,24.119999999999997
2011-04-07,17,36.0,,0.36,6.12
2011-04-08,0,36.0,,0.36,0.0
2011-04-09,22,36.0,,0.36,7.92
2011-04-10,45,36.0,,0.36,16.2
2011-04-11,34,36.0,,0.36,12.24
2011-04-12,33,36.0,,0.36,11.879999999999999
2011-04-13,17,36.0,,0.36,6.12
2011-04-14,17,36.0,,0.36,6.12
2011-04-15,0,36.0,,0.36,0.0
2011-04-16,0,36.0,,0.36,0.0
2011-04-17,68,36.0,,0.36,24.48
2011-04-18,17,36.0,,0.36,6.12
2011-04-19,66,36.0,,0.36,23.759999999999998
2011-04-20,100,36.0,,0.36,36.0
2011-04-21,35,36.0,,0.36,12.6
2011-04-22,0,36.0,,0.36,0.0
2011-04-23,22,36.0,,0.36,7.92
2011-04-24,24,36.0,,0.36,8.64
2011-04-25,0,36.0,,0.36,0.0
2011-04-26,50,36.0,,0.36,18.0
2011-04-27,33,36.0,,0.36,11.879999999999999
2011-04-28,33,36.0,,0.36,11.879999999999999
2011-04-29,0,36.0,,0.36,0.0
2011-04-30,0,36.0,,0.36,0.0
2011-05-01,100,31.0,False,0.31,31.0
2011-05-02,0,31.0,,0.31,0.0
2011-05-03,45,31.0,,0.31,13.95
2011-05-04,59,31.0,,0.31,18.29
2011-05-05,45,31.0,,0.31,13.95
2011-05-06,65,31.0,,0.31,20.15
2011-05-07,0,31.0,,0.31,0.0
2011-05-08,63,31.0,,0.31,19.53
2011-05-09,15,31.0,,0.31,4.65
2011-05-10,45,31.0,,0.31,13.95
2011-05-11,0,31.0,,0.31,0.0
2011-05-12,0,31.0,,0.31,0.0
2011-05-13,0,31.0,,0.31,0.0
2011-05-14,20,31.0,,0.31,6.2
2011-05-15,20,31.0,,0.31,6.2
2011-05-16,15,31.0,,0.31,4.65
2011-05-17,15,31.0,,0.31,4.65
2011-05-18,59,31.0,,0.31,18.29
2011-05-19,15,31.0,,0.31,4.65
2011-05-20,32,31.0,,0.31,9.92
2011-05-21,0,31.0,,0.31,0.0
2011-05-22,20,31.0,,0.31,6.2
2011-05-23,15,31.0,,0.31,4.65
2011-05-24,0,31.0,,0.31,0.0
2011-05-25,15,31.0,,0.31,4.65
2011-05-26,46,31.0,,0.31,14.26
2011-05-27,16,31.0,,0.31,4.96
2011-05-28,21,31.0,,0.31,6.51
2011-05-29,45,31.0,,0.31,13.95
2011-05-30,99,31.0,,0.31,30.69
2011-05-31,0,31.0,,0.31,0.0
2011-06-01,59,30.0,False,0.3,17.7
2011-06-02,40,30.0,,0.3,12.0
2011-06-03,21,30.0,,0.3,6.3
2011-06-04,82,30.0,,0.3,24.599999999999998
2011-06-05,55,30.0,,0.3,16.5
2011-06-06,61,30.0,,0.3,18.3
2011-06-07,39,30.0,,0.3,11.7
2011-06-08,40,30.0,,0.3,12.0
2011-06-09,20,30.0,,0.3,6.0
2011-06-10,42,30.0,,0.3,12.6
2011-06-11,0,30.0,,0.3,0.0
2011-06-12,27,30.0,,0.3,8.1
2011-06-13,0,30.0,,0.3,0.0
2011-06-14,100,30.0,,0.3,30.0
2011-06-15,40,30.0,,0.3,12.0
2011-06-16,40,30.0,,0.3,12.0
2011-06-17,0,30.0,,0.3,0.0
2011-06-18,27,30.0,,0.3,8.1
2011-06-19,55,30.0,,0.3,16.5
2011-06-20,20,30.0,,0.3,6.0
2011-06-21,39,30.0,,0.3,11.7
2011-06-22,40,30.0,,0.3,12.0
2011-06-23,40,30.0,,0.3,12.0
2011-06-24,42,30.0,,0.3,12.6
2011-06-25,27,30.0,,0.3,8.1
2011-06-26,27,30.0,,0.3,8.1
2011-06-27,0,30.0,,0.3,0.0
2011-06-28,20,30.0,,0.3,6.0
2011-06-29,40,30.0,,0.3,12.0
2011-06-30,20,30.0,,0.3,6.0
2011-07-01,43,28.0,False,0.28,12.040000000000001
2011-07-02,55,28.0,,0.28,15.400000000000002
2011-07-03,29,28.0,,0.28,8.120000000000001
2011-07-04,27,28.0,,0.28,7.5600000000000005
2011-07-05,0,28.0,,0.28,0.0
2011-07-06,20,28.0,,0.28,5.6000000000000005
2011-07-07,100,28.0,,0.28,28.000000000000004
2011-07-08,21,28.0,,0.28,5.880000000000001
2011-07-09,51,28.0,,0.28,14.280000000000001
2011-07-10,53,28.0,,0.28,14.840000000000002
2011-07-11,20,28.0,,0.28,5.6000000000000005
2011-07-12,19,28.0,,0.28,5.32
2011-07-13,59,28.0,,0.28,16.520000000000003
2011-07-14,0,28.0,,0.28,0.0
2011-07-15,0,28.0,,0.28,0.0
2011-07-16,26,28.0,,0.28,7.280000000000001
2011-07-17,26,28.0,,0.28,7.280000000000001
2011-07-18,39,28.0,,0.28,10.920000000000002
2011-07-19,39,28.0,,0.28,10.920000000000002
2011-07-20,59,28.0,,0.28,16.520000000000003
2011-07-21,20,28.0,,0.28,5.6000000000000005
2011-07-22,21,28.0,,0.28,5.880000000000001
2011-07-23,49,28.0,,0.28,13.72
2011-07-24,26,28.0,,0.28,7.280000000000001
2011-07-25,0,28.0,,0.28,0.0
2011-07-26,77,28.0,,0.28,21.560000000000002
2011-07-27,39,28.0,,0.28,10.920000000000002
2011-07-28,59,28.0,,0.28,16.520000000000003
2011-07-29,0,28.0,,0.28,0.0
2011-07-30,51,28.0,,0.28,14.280000000000001
2011-07-31,0,28.0,,0.28,0.0
2011-08-01,49,24.0,False,0.24,11.76
2011-08-02,0,24.0,,0.24,0.0
2011-08-03,0,24.0,,0.24,0.0
2011-08-04,49,24.0,,0.24,11.76
2011-08-05,25,24.0,,0.24,6.0
2011-08-06,0,24.0,,0.24,0.0
2011-08-07,32,24.0,,0.24,7.68
2011-08-08,0,24.0,,0.24,0.0
2011-08-09,0,24.0,,0.24,0.0
2011-08-10,74,24.0,,0.24,17.759999999999998
2011-08-11,25,24.0,,0.24,6.0
2011-08-12,0,24.0,,0.24,0.0
2011-08-13,96,24.0,,0.24,23.04
2011-08-14,0,24.0,,0.24,0.0
2011-08-15,0,24.0,,0.24,0.0
2011-08-16,0,24.0,,0.24,0.0
2011-08-17,49,24.0,,0.24,11.76
2011-08-18,100,24.0,,0.24,24.0
2011-08-19,26,24.0,,0.24,6.24
2011-08-20,31,24.0,,0.24,7.4399999999999995
2011-08-21,63,24.0,,0.24,15.12
2011-08-22,25,24.0,,0.24,6.0
2011-08-23,47,24.0,,0.24,11.28
2011-08-24,48,24.0,,0.24,11.52
2011-08-25,96,24.0,,0.24,23.04
2011-08-26,0,24.0,,0.24,0.0
2011-08-27,30,24.0,,0.24,7.199999999999999
2011-08-28,0,24.0,,0.24,0.0
2011-08-29,72,24.0,,0.24,17.28
2011-08-30,72,24.0,,0.24,17.28
2011-08-31,72,24.0,,0.24,17.28
2011-09-01,0,32.0,False,0.32,0.0
2011-09-02,0,32.0,,0.32,0.0
2011-09-03,0,32.0,,0.32,0.0
2011-09-04,0,32.0,,0.32,0.0
2011-09-05,0,32.0,,0.32,0.0
2011-09-06,17,32.0,,0.32,5.44
2011-09-07,17,32.0,,0.32,5.44
2011-09-08,34,32.0,,0.32,10.88
2011-09-09,71,32.0,,0.32,22.72
2011-09-10,21,32.0,,0.32,6.72
2011-09-11,0,32.0,,0.32,0.0
2011-09-12,34,32.0,,0.32,10.88
2011-09-13,51,32.0,,0.32,16.32
2011-09-14,33,32.0,,0.32,10.56
2011-09-15,51,32.0,,0.32,16.32
2011-09-16,18,32.0,,0.32,5.76
2011-09-17,44,32.0,,0.32,14.08
2011-09-18,21,32.0,,0.32,6.72
2011-09-19,67,32.0,,0.32,21.44
2011-09-20,100,32.0,,0.32,32.0
2011-09-21,17,32.0,,0.32,5.44
2011-09-22,17,32.0,,0.32,5.44
2011-09-23,35,32.0,,0.32,11.200000000000001
2011-09-24,42,32.0,,0.32,13.44
2011-09-25,21,32.0,,0.32,6.72
2011-09-26,50,32.0,,0.32,16.0
2011-09-27,66,32.0,,0.32,21.12
2011-09-28,50,32.0,,0.32,16.0
2011-09-29,0,32.0,,0.32,0.0
2011-09-30,18,32.0,,0.32,5.76
2011-10-01,23,36.0,False,0.36,8.28
2011-10-02,22,36.0,,0.36,7.92
2011-10-03,17,36.0,,0.36,6.12
2011-10-04,34,36.0,,0.36,12.24
2011-10-05,85,36.0,,0.36,30.599999999999998
2011-10-06,17,36.0,,0.36,6.12
2011-10-07,55,36.0,,0.36,19.8
2011-10-08,45,36.0,,0.36,16.2
2011-10-09,22,36.0,,0.36,7.92
2011-10-10,52,36.0,,0.36,18.72
2011-10-11,32,36.0,,0.36,11.52
2011-10-12,32,36.0,,0.36,11.52
2011-10-13,34,36.0,,0.36,12.24
2011-10-14,72,36.0,,0.36,25.919999999999998
2011-10-15,44,36.0,,0.36,15.84
2011-10-16,86,36.0,,0.36,30.959999999999997
2011-10-17,51,36.0,,0.36,18.36
2011-10-18,100,36.0,,0.36,36.0
2011-10-19,33,36.0,,0.36,11.879999999999999
2011-10-20,17,36.0,,0.36,6.12
2011-10-21,18,36.0,,0.36,6.4799999999999995
2011-10-22,67,36.0,,0.36,24.119999999999997
2011-10-23,44,36.0,,0.36,15.84
2011-10-24,17,36.0,,0.36,6.12
2011-10-25,17,36.0,,0.36,6.12
2011-10-26,33,36.0,,0.36,11.879999999999999
2011-10-27,51,36.0,,0.36,18.36
2011-10-28,71,36.0,,0.36,25.56
2011-10-29,0,36.0,,0.36,0.0
2011-10-30,44,36.0,,0.36,15.84
2011-10-31,52,36.0,,0.36,18.72
2011-11-01,18,38.0,False,0.38,6.84
2011-11-02,34,38.0,,0.38,12.92
2011-11-03,34,38.0,,0.38,12.92
2011-11-04,18,38.0,,0.38,6.84
2011-11-05,86,38.0,,0.38,32.68
2011-11-06,21,38.0,,0.38,7.98
2011-11-07,34,38.0,,0.38,12.92
2011-11-08,32,38.0,,0.38,12.16
2011-11-09,17,38.0,,0.38,6.46
2011-11-10,17,38.0,,0.38,6.46
2011-11-11,53,38.0,,0.38,20.14
2011-11-12,0,38.0,,0.38,0.0
2011-11-13,42,38.0,,0.38,15.96
2011-11-14,49,38.0,,0.38,18.62
2011-11-15,33,38.0,,0.38,12.540000000000001
2011-11-16,49,38.0,,0.38,18.62
2011-11-17,49,38.0,,0.38,18.62
2011-11-18,0,38.0,,0.38,0.0
2011-11-19,0,38.0,,0.38,0.0
2011-11-20,21,38.0,,0.38,7.98
2011-11-21,100,38.0,,0.38,38.0
2011-11-22,33,38.0,,0.38,12.540000000000001
2011-11-23,18,38.0,,0.38,6.84
2011-11-24,66,38.0,,0.38,25.080000000000002
2011-11-25,62,38.0,,0.38,23.56
2011-11-26,21,38.0,,0.38,7.98
2011-11-27,41,38.0,,0.38,15.58
2011-11-28,32,38.0,,0.38,12.16
2011-11-29,63,38.0,,0.38,23.94
2011-11-30,96,38.0,,0.38,36.480000000000004
2011-12-01,32,29.0,False,0.29,9.28
2011-12-02,34,29.0,,0.29,9.86
2011-12-03,20,29.0,,0.29,5.8
2011-12-04,100,29.0,,0.29,28.999999999999996
2011-12-05,96,29.0,,0.29,27.839999999999996
2011-12-06,47,29.0,,0.29,13.629999999999999
2011-12-07,95,29.0,,0.29,27.549999999999997
2011-12-08,48,29.0,,0.29,13.919999999999998
2011-12-09,68,29.0,,0.29,19.72
2011-12-10,0,29.0,,0.29,0.0
2011-12-11,79,29.0,,0.29,22.91
2011-12-12,80,29.0,,0.29,23.2
2011-12-13,16,29.0,,0.29,4.64
2011-12-14,49,29.0,,0.29,14.209999999999999
2011-12-15,33,29.0,,0.29,9.569999999999999
2011-12-16,34,29.0,,0.29,9.86
2011-12-17,20,29.0,,0.29,5.8
2011-12-18,41,29.0,,0.29,11.889999999999999
2011-12-19,34,29.0,,0.29,9.86
2011-12-20,33,29.0,,0.29,9.569999999999999
2011-12-21,51,29.0,,0.29,14.79
2011-12-22,0,29.0,,0.29,0.0
2011-12-23,0,29.0,,0.29,0.0
2011-12-24,0,29.0,,0.29,0.0
2011-12-25,0,29.0,,0.29,0.0
2011-12-26,0,29.0,,0.29,0.0
2011-12-27,0,29.0,,0.29,0.0
2011-12-28,0,29.0,,0.29,0.0
2011-12-29,17,29.0,,0.29,4.93
2011-12-30,36,29.0,,0.29,10.44
2011-12-31,0,29.0,,0.29,0.0
2012-01-01,0,30.0,False,0.3,0.0
2012-01-02,0,30.0,,0.3,0.0
2012-01-03,70,30.0,,0.3,21.0
2012-01-04,35,30.0,,0.3,10.5
2012-01-05,0,30.0,,0.3,0.0
2012-01-06,0,30.0,,0.3,0.0
2012-01-07,0,30.0,,0.3,0.0
2012-01-08,0,30.0,,0.3,0.0
2012-01-09,51,30.0,,0.3,15.299999999999999
2012-01-10,0,30.0,,0.3,0.0
2012-01-11,68,30.0,,0.3,20.4
2012-01-12,85,30.0,,0.3,25.5
2012-01-13,17,30.0,,0.3,5.1
2012-01-14,0,30.0,,0.3,0.0
2012-01-15,42,30.0,,0.3,12.6
2012-01-16,52,30.0,,0.3,15.6
2012-01-17,17,30.0,,0.3,5.1
2012-01-18,50,30.0,,0.3,15.0
2012-01-19,17,30.0,,0.3,5.1
2012-01-20,52,30.0,,0.3,15.6
2012-01-21,20,30.0,,0.3,6.0
2012-01-22,20,30.0,,0.3,6.0
2012-01-23,0,30.0,,0.3,0.0
2012-01-24,17,30.0,,0.3,5.1
2012-01-25,100,30.0,,0.3,30.0
2012-01-26,50,30.0,,0.3,15.0
2012-01-27,35,30.0,,0.3,10.5
2012-01-28,42,30.0,,0.3,12.6
2012-01-29,21,30.0,,0.3,6.3
2012-01-30,0,30.0,,0.3,0.0
2012-01-31,50,30.0,,0.3,15.0
2012-02-01,16,36.0,False,0.36,5.76
2012-02-02,16,36.0,,0.36,5.76
2012-02-03,50,36.0,,0.36,18.0
2012-02-04,59,36.0,,0.36,21.24
2012-02-05,40,36.0,,0.36,14.399999999999999
2012-02-06,48,36.0,,0.36,17.28
2012-02-07,63,36.0,,0.36,22.68
2012-02-08,47,36.0,,0.36,16.919999999999998
2012-02-09,16,36.0,,0.36,5.76
2012-02-10,49,36.0,,0.36,17.64
2012-02-11,19,36.0,,0.36,6.84
2012-02-12,55,36.0,,0.36,19.8
2012-02-13,31,36.0,,0.36,11.16
2012-02-14,64,36.0,,0.36,23.04
2012-02-15,65,36.0,,0.36,23.4
2012-02-16,32,36.0,,0.36,11.52
2012-02-17,16,36.0,,0.36,5.76
2012-02-18,20,36.0,,0.36,7.199999999999999
2012-02-19,100,36.0,,0.36,36.0
2012-02-20,50,36.0,,0.36,18.0
2012-02-21,32,36.0,,0.36,11.52
2012-02-22,32,36.0,,0.36,11.52
2012-02-23,16,36.0,,0.36,5.76
2012-02-24,0,36.0,,0.36,0.0
2012-02-25,20,36.0,,0.36,7.199999999999999
2012-02-26,20,36.0,,0.36,7.199999999999999
2012-02-27,95,36.0,,0.36,34.199999999999996
2012-02-28,62,36.0,,0.36,22.32
2012-02-29,47,36.0,,0.36,16.919999999999998
2012-03-01,35,28.0,False,0.28,9.8
2012-03-02,37,28.0,,0.28,10.360000000000001
2012-03-03,0,28.0,,0.28,0.0
2012-03-04,22,28.0,,0.28,6.16
2012-03-05,70,28.0,,0.28,19.6
2012-03-06,33,28.0,,0.28,9.24
2012-03-07,48,28.0,,0.28,13.440000000000001
2012-03-08,81,28.0,,0.28,22.680000000000003
2012-03-09,100,28.0,,0.28,28.000000000000004
2012-03-10,20,28.0,,0.28,5.6000000000000005
2012-03-11,21,28.0,,0.28,5.880000000000001
2012-03-12,49,28.0,,0.28,13.72
2012-03-13,49,28.0,,0.28,13.72
2012-03-14,34,28.0,,0.28,9.520000000000001
2012-03-15,82,28.0,,0.28,22.96
2012-03-16,17,28.0,,0.28,4.760000000000001
2012-03-17,0,28.0,,0.28,0.0
2012-03-18,42,28.0,,0.28,11.760000000000002
2012-03-19,33,28.0,,0.28,9.24
2012-03-20,49,28.0,,0.28,13.72
2012-03-21,16,28.0,,0.28,4.48
2012-03-22,16,28.0,,0.28,4.48
2012-03-23,17,28.0,,0.28,4.760000000000001
2012-03-24,21,28.0,,0.28,5.880000000000001
2012-03-25,41,28.0,,0.28,11.48
2012-03-26,65,28.0,,0.28,18.200000000000003
2012-03-27,32,28.0,,0.28,8.96
2012-03-28,33,28.0,,0.28,9.24
2012-03-29,33,28.0,,0.28,9.24
2012-03-30,17,28.0,,0.28,4.760000000000001
2012-03-31,0,28.0,,0.28,0.0
2012-04-01,0,37.0,False,0.37,0.0
2012-04-02,63,37.0,,0.37,23.31
2012-04-03,25,37.0,,0.37,9.25
2012-04-04,26,37.0,,0.37,9.62
2012-04-05,13,37.0,,0.37,4.81
2012-04-06,42,37.0,,0.37,15.54
2012-04-07,33,37.0,,0.37,12.209999999999999
2012-04-08,0,37.0,,0.37,0.0
2012-04-09,31,37.0,,0.37,11.47
2012-04-10,40,37.0,,0.37,14.8
2012-04-11,25,37.0,,0.37,9.25
2012-04-12,25,37.0,,0.37,9.25
2012-04-13,26,37.0,,0.37,9.62
2012-04-14,63,37.0,,0.37,23.31
2012-04-15,16,37.0,,0.37,5.92
2012-04-16,87,37.0,,0.37,32.19
2012-04-17,49,37.0,,0.37,18.13
2012-04-18,62,37.0,,0.37,22.94
2012-04-19,0,37.0,,0.37,0.0
2012-04-20,53,37.0,,0.37,19.61
2012-04-21,32,37.0,,0.37,11.84
2012-04-22,61,37.0,,0.37,22.57
2012-04-23,0,37.0,,0.37,0.0
2012-04-24,12,37.0,,0.37,4.4399999999999995
2012-04-25,37,37.0,,0.37,13.69
2012-04-26,100,37.0,,0.37,37.0
2012-04-27,51,37.0,,0.37,18.87
2012-04-28,16,37.0,,0.37,5.92
2012-04-29,47,37.0,,0.37,17.39
2012-04-30,61,37.0,,0.37,22.57
2012-05-01,38,35.0,False,0.35,13.299999999999999
2012-05-02,37,35.0,,0.35,12.95
2012-05-03,0,35.0,,0.35,0.0
2012-05-04,13,35.0,,0.35,4.55
2012-05-05,16,35.0,,0.35,5.6
2012-05-06,32,35.0,,0.35,11.2
2012-05-07,13,35.0,,0.35,4.55
2012-05-08,0,35.0,,0.35,0.0
2012-05-09,100,35.0,,0.35,35.0
2012-05-10,51,35.0,,0.35,17.849999999999998
2012-05-11,27,35.0,,0.35,9.45
2012-05-12,0,35.0,,0.35,0.0
2012-05-13,17,35.0,,0.35,5.949999999999999
2012-05-14,39,35.0,,0.35,13.649999999999999
2012-05-15,25,35.0,,0.35,8.75
2012-05-16,26,35.0,,0.35,9.1
2012-05-17,26,35.0,,0.35,9.1
2012-05-18,14,35.0,,0.35,4.8999999999999995
2012-05-19,17,35.0,,0.35,5.949999999999999
2012-05-20,17,35.0,,0.35,5.949999999999999
2012-05-21,26,35.0,,0.35,9.1
2012-05-22,77,35.0,,0.35,26.95
2012-05-23,64,35.0,,0.35,22.4
2012-05-24,40,35.0,,0.35,14.0
2012-05-25,28,35.0,,0.35,9.799999999999999
2012-05-26,34,35.0,,0.35,11.899999999999999
2012-05-27,0,35.0,,0.35,0.0
2012-05-28,32,35.0,,0.35,11.2
2012-05-29,38,35.0,,0.35,13.299999999999999
2012-05-30,38,35.0,,0.35,13.299999999999999
2012-05-31,26,35.0,,0.35,9.1
2012-06-01,52,41.0,False,0.41,21.32
2012-06-02,0,41.0,,0.41,0.0
2012-06-03,44,41.0,,0.41,18.04
2012-06-04,100,41.0,,0.41,41.0
2012-06-05,50,41.0,,0.41,20.5
2012-06-06,68,41.0,,0.41,27.88
2012-06-07,0,41.0,,0.41,0.0
2012-06-08,54,41.0,,0.41,22.139999999999997
2012-06-09,66,41.0,,0.41,27.06
2012-06-10,44,41.0,,0.41,18.04
2012-06-11,87,41.0,,0.41,35.669999999999995
2012-06-12,50,41.0,,0.41,20.5
2012-06-13,17,41.0,,0.41,6.97
2012-06-14,70,41.0,,0.41,28.7
2012-06-15,37,41.0,,0.41,15.17
2012-06-16,45,41.0,,0.41,18.45
2012-06-17,22,41.0,,0.41,9.02
2012-06-18,17,41.0,,0.41,6.97
2012-06-19,17,41.0,,0.41,6.97
2012-06-20,34,41.0,,0.41,13.94
2012-06-21,18,41.0,,0.41,7.38
2012-06-22,89,41.0,,0.41,36.489999999999995
2012-06-23,0,41.0,,0.41,0.0
2012-06-24,22,41.0,,0.41,9.02
2012-06-25,0,41.0,,0.41,0.0
2012-06-26,67,41.0,,0.41,27.47
2012-06-27,52,41.0,,0.41,21.32
2012-06-28,35,41.0,,0.41,14.35
2012-06-29,0,41.0,,0.41,0.0
2012-06-30,0,41.0,,0.41,0.0
2012-07-01,52,33.0,False,0.33,17.16
2012-07-02,20,33.0,,0.33,6.6000000000000005
2012-07-03,20,33.0,,0.33,6.6000000000000005
2012-07-04,25,33.0,,0.33,8.25
2012-07-05,22,33.0,,0.33,7.260000000000001
2012-07-06,62,33.0,,0.33,20.46
2012-07-07,50,33.0,,0.33,16.5
2012-07-08,100,33.0,,0.33,33.0
2012-07-09,39,33.0,,0.33,12.870000000000001
2012-07-10,39,33.0,,0.33,12.870000000000001
2012-07-11,59,33.0,,0.33,19.470000000000002
2012-07-12,20,33.0,,0.33,6.6000000000000005
2012-07-13,42,33.0,,0.33,13.860000000000001
2012-07-14,50,33.0,,0.33,16.5
2012-07-15,50,33.0,,0.33,16.5
2012-07-16,59,33.0,,0.33,19.470000000000002
2012-07-17,97,33.0,,0.33,32.01
2012-07-18,0,33.0,,0.33,0.0
2012-07-19,80,33.0,,0.33,26.400000000000002
2012-07-20,0,33.0,,0.33,0.0
2012-07-21,76,33.0,,0.33,25.080000000000002
2012-07-22,76,33.0,,0.33,25.080000000000002
2012-07-23,78,33.0,,0.33,25.740000000000002
2012-07-24,58,33.0,,0.33,19.14
2012-07-25,59,33.0,,0.33,19.470000000000002
2012-07-26,20,33.0,,0.33,6.6000000000000005
2012-07-27,21,33.0,,0.33,6.930000000000001
2012-07-28,24,33.0,,0.33,7.92
2012-07-29,49,33.0,,0.33,16.17
2012-07-30,100,33.0,,0.33,33.0
2012-07-31,0,33.0,,0.33,0.0
2012-08-01,39,24.0,False,0.24,9.36
2012-08-02,40,24.0,,0.24,9.6
2012-08-03,20,24.0,,0.24,4.8
2012-08-04,0,24.0,,0.24,0.0
2012-08-05,49,24.0,,0.24,11.76
2012-08-06,19,24.0,,0.24,4.56
2012-08-07,19,24.0,,0.24,4.56
2012-08-08,20,24.0,,0.24,4.8
2012-08-09,20,24.0,,0.24,4.8
2012-08-10,20,24.0,,0.24,4.8
2012-08-11,24,24.0,,0.24,5.76
