date,equity bank_unscaled,equity bank_monthly,isPartial,scale,equity bank
2016-06-15,85,61.0,,0.61,51.85
2016-06-16,37,61.0,,0.61,22.57
2016-06-17,37,61.0,,0.61,22.57
2016-06-18,0,61.0,,0.61,0.0
2016-06-19,30,61.0,,0.61,18.3
2016-06-20,48,61.0,,0.61,29.28
2016-06-21,61,61.0,,0.61,37.21
2016-06-22,79,61.0,,0.61,48.19
2016-06-23,100,61.0,,0.61,61.0
2016-06-24,69,61.0,,0.61,42.089999999999996
2016-06-25,59,61.0,,0.61,35.99
2016-06-26,7,61.0,,0.61,4.27
2016-06-27,55,61.0,,0.61,33.55
2016-06-28,85,61.0,,0.61,51.85
2016-06-29,67,61.0,,0.61,40.87
2016-06-30,70,61.0,,0.61,42.699999999999996
2016-07-01,42,66.0,False,0.66,27.720000000000002
2016-07-02,36,66.0,,0.66,23.76
2016-07-03,37,66.0,,0.66,24.42
2016-07-04,0,66.0,,0.66,0.0
2016-07-05,58,66.0,,0.66,38.28
2016-07-06,91,66.0,,0.66,60.06
2016-07-07,51,66.0,,0.66,33.660000000000004
2016-07-08,26,66.0,,0.66,17.16
2016-07-09,29,66.0,,0.66,19.14
2016-07-10,42,66.0,,0.66,27.720000000000002
2016-07-11,31,66.0,,0.66,20.46
2016-07-12,41,66.0,,0.66,27.060000000000002
2016-07-13,100,66.0,,0.66,66.0
2016-07-14,45,66.0,,0.66,29.700000000000003
2016-07-15,68,66.0,,0.66,44.88
2016-07-16,36,66.0,,0.66,23.76
2016-07-17,54,66.0,,0.66,35.64
2016-07-18,72,66.0,,0.66,47.52
2016-07-19,61,66.0,,0.66,40.260000000000005
2016-07-20,77,66.0,,0.66,50.82
2016-07-21,73,66.0,,0.66,48.18
2016-07-22,26,66.0,,0.66,17.16
2016-07-23,36,66.0,,0.66,23.76
2016-07-24,30,66.0,,0.66,19.8
2016-07-25,50,66.0,,0.66,33.0
2016-07-26,66,66.0,,0.66,43.56
2016-07-27,50,66.0,,0.66,33.0
2016-07-28,41,66.0,,0.66,27.060000000000002
2016-07-29,66,66.0,,0.66,43.56
2016-07-30,47,66.0,,0.66,31.020000000000003
2016-07-31,23,66.0,,0.66,15.180000000000001
2016-08-01,37,61.0,False,0.61,22.57
2016-08-02,56,61.0,,0.61,34.16
2016-08-03,69,61.0,,0.61,42.089999999999996
2016-08-04,83,61.0,,0.61,50.629999999999995
2016-08-05,80,61.0,,0.61,48.8
2016-08-06,38,61.0,,0.61,23.18
2016-08-07,8,61.0,,0.61,4.88
2016-08-08,44,61.0,,0.61,26.84
2016-08-09,70,61.0,,0.61,42.699999999999996
2016-08-10,52,61.0,,0.61,31.72
2016-08-11,60,61.0,,0.61,36.6
2016-08-12,40,61.0,,0.61,24.4
2016-08-13,45,61.0,,0.61,27.45
2016-08-14,45,61.0,,0.61,27.45
2016-08-15,85,61.0,,0.61,51.85
2016-08-16,72,61.0,,0.61,43.92
2016-08-17,100,61.0,,0.61,61.0
2016-08-18,67,61.0,,0.61,40.87
2016-08-19,55,61.0,,0.61,33.55
2016-08-20,31,61.0,,0.61,18.91
2016-08-21,39,61.0,,0.61,23.79
2016-08-22,72,61.0,,0.61,43.92
2016-08-23,78,61.0,,0.61,47.58
2016-08-24,64,61.0,,0.61,39.04
2016-08-25,55,61.0,,0.61,33.55
2016-08-26,38,61.0,,0.61,23.18
2016-08-27,29,61.0,,0.61,17.69
2016-08-28,43,61.0,,0.61,26.23
2016-08-29,59,61.0,,0.61,35.99
2016-08-30,90,61.0,,0.61,54.9
2016-08-31,60,61.0,,0.61,36.6
2016-09-01,63,57.0,False,0.57,35.91
2016-09-02,79,57.0,,0.57,45.029999999999994
2016-09-03,49,57.0,,0.57,27.929999999999996
2016-09-04,33,57.0,,0.57,18.81
2016-09-05,71,57.0,,0.57,40.47
2016-09-06,88,57.0,,0.57,50.16
2016-09-07,74,57.0,,0.57,42.18
2016-09-08,55,57.0,,0.57,31.349999999999998
2016-09-09,91,57.0,,0.57,51.87
2016-09-10,48,57.0,,0.57,27.36
2016-09-11,31,57.0,,0.57,17.669999999999998
2016-09-12,55,57.0,,0.57,31.349999999999998
2016-09-13,54,57.0,,0.57,30.779999999999998
2016-09-14,96,57.0,,0.57,54.72
2016-09-15,55,57.0,,0.57,31.349999999999998
2016-09-16,55,57.0,,0.57,31.349999999999998
2016-09-17,41,57.0,,0.57,23.369999999999997
2016-09-18,31,57.0,,0.57,17.669999999999998
2016-09-19,100,57.0,,0.57,56.99999999999999
2016-09-20,68,57.0,,0.57,38.76
2016-09-21,61,57.0,,0.57,34.769999999999996
2016-09-22,55,57.0,,0.57,31.349999999999998
2016-09-23,64,57.0,,0.57,36.48
2016-09-24,50,57.0,,0.57,28.499999999999996
2016-09-25,56,57.0,,0.57,31.919999999999998
2016-09-26,33,57.0,,0.57,18.81
2016-09-27,87,57.0,,0.57,49.589999999999996
2016-09-28,61,57.0,,0.57,34.769999999999996
2016-09-29,90,57.0,,0.57,51.3
2016-09-30,84,57.0,,0.57,47.879999999999995
2016-10-01,65,59.0,False,0.59,38.35
2016-10-02,29,59.0,,0.59,17.11
2016-10-03,100,59.0,,0.59,59.0
2016-10-04,24,59.0,,0.59,14.16
2016-10-05,37,59.0,,0.59,21.83
2016-10-06,37,59.0,,0.59,21.83
2016-10-07,26,59.0,,0.59,15.34
2016-10-08,34,59.0,,0.59,20.06
2016-10-09,15,59.0,,0.59,8.85
2016-10-10,42,59.0,,0.59,24.779999999999998
2016-10-11,37,59.0,,0.59,21.83
2016-10-12,46,59.0,,0.59,27.139999999999997
2016-10-13,25,59.0,,0.59,14.75
2016-10-14,43,59.0,,0.59,25.369999999999997
2016-10-15,15,59.0,,0.59,8.85
2016-10-16,24,59.0,,0.59,14.16
2016-10-17,49,59.0,,0.59,28.91
2016-10-18,54,59.0,,0.59,31.86
2016-10-19,55,59.0,,0.59,32.449999999999996
2016-10-20,45,59.0,,0.59,26.549999999999997
2016-10-21,25,59.0,,0.59,14.75
2016-10-22,52,59.0,,0.59,30.68
2016-10-23,15,59.0,,0.59,8.85
2016-10-24,45,59.0,,0.59,26.549999999999997
2016-10-25,65,59.0,,0.59,38.35
2016-10-26,16,59.0,,0.59,9.44
2016-10-27,33,59.0,,0.59,19.47
2016-10-28,61,59.0,,0.59,35.989999999999995
2016-10-29,25,59.0,,0.59,14.75
2016-10-30,39,59.0,,0.59,23.009999999999998
2016-10-31,73,59.0,,0.59,43.07
2016-11-01,73,59.0,False,0.59,43.07
2016-11-02,56,59.0,,0.59,33.04
2016-11-03,40,59.0,,0.59,23.599999999999998
2016-11-04,48,59.0,,0.59,28.32
2016-11-05,17,59.0,,0.59,10.03
2016-11-06,22,59.0,,0.59,12.979999999999999
2016-11-07,36,59.0,,0.59,21.24
2016-11-08,58,59.0,,0.59,34.22
2016-11-09,26,59.0,,0.59,15.34
2016-11-10,28,59.0,,0.59,16.52
2016-11-11,78,59.0,,0.59,46.019999999999996
2016-11-12,39,59.0,,0.59,23.009999999999998
2016-11-13,17,59.0,,0.59,10.03
2016-11-14,100,59.0,,0.59,59.0
2016-11-15,78,59.0,,0.59,46.019999999999996
2016-11-16,74,59.0,,0.59,43.66
2016-11-17,61,59.0,,0.59,35.989999999999995
2016-11-18,67,59.0,,0.59,39.53
2016-11-19,22,59.0,,0.59,12.979999999999999
2016-11-20,38,59.0,,0.59,22.419999999999998
2016-11-21,23,59.0,,0.59,13.569999999999999
2016-11-22,48,59.0,,0.59,28.32
2016-11-23,60,59.0,,0.59,35.4
2016-11-24,11,59.0,,0.59,6.489999999999999
2016-11-25,42,59.0,,0.59,24.779999999999998
2016-11-26,26,59.0,,0.59,15.34
2016-11-27,16,59.0,,0.59,9.44
2016-11-28,63,59.0,,0.59,37.169999999999995
2016-11-29,64,59.0,,0.59,37.76
2016-11-30,39,59.0,,0.59,23.009999999999998
2016-12-01,48,56.0,False,0.56,26.880000000000003
2016-12-02,53,56.0,,0.56,29.680000000000003
2016-12-03,31,56.0,,0.56,17.360000000000003
2016-12-04,47,56.0,,0.56,26.320000000000004
2016-12-05,76,56.0,,0.56,42.56
2016-12-06,70,56.0,,0.56,39.2
2016-12-07,94,56.0,,0.56,52.64000000000001
2016-12-08,83,56.0,,0.56,46.480000000000004
2016-12-09,54,56.0,,0.56,30.240000000000002
2016-12-10,51,56.0,,0.56,28.560000000000002
2016-12-11,31,56.0,,0.56,17.360000000000003
2016-12-12,45,56.0,,0.56,25.200000000000003
2016-12-13,52,56.0,,0.56,29.120000000000005
2016-12-14,100,56.0,,0.56,56.00000000000001
2016-12-15,59,56.0,,0.56,33.040000000000006
2016-12-16,39,56.0,,0.56,21.840000000000003
2016-12-17,26,56.0,,0.56,14.560000000000002
2016-12-18,13,56.0,,0.56,7.280000000000001
2016-12-19,83,56.0,,0.56,46.480000000000004
2016-12-20,50,56.0,,0.56,28.000000000000004
2016-12-21,47,56.0,,0.56,26.320000000000004
2016-12-22,60,56.0,,0.56,33.6
2016-12-23,54,56.0,,0.56,30.240000000000002
2016-12-24,20,56.0,,0.56,11.200000000000001
2016-12-25,36,56.0,,0.56,20.160000000000004
2016-12-26,45,56.0,,0.56,25.200000000000003
2016-12-27,87,56.0,,0.56,48.720000000000006
2016-12-28,58,56.0,,0.56,32.480000000000004
2016-12-29,98,56.0,,0.56,54.88
2016-12-30,54,56.0,,0.56,30.240000000000002
2016-12-31,37,56.0,,0.56,20.720000000000002
2017-01-01,28,66.0,False,0.66,18.48
2017-01-02,43,66.0,,0.66,28.380000000000003
2017-01-03,41,66.0,,0.66,27.060000000000002
2017-01-04,71,66.0,,0.66,46.86
2017-01-05,36,66.0,,0.66,23.76
2017-01-06,77,66.0,,0.66,50.82
2017-01-07,41,66.0,,0.66,27.060000000000002
2017-01-08,25,66.0,,0.66,16.5
2017-01-09,47,66.0,,0.66,31.020000000000003
2017-01-10,52,66.0,,0.66,34.32
2017-01-11,44,66.0,,0.66,29.040000000000003
2017-01-12,53,66.0,,0.66,34.980000000000004
2017-01-13,49,66.0,,0.66,32.34
2017-01-14,41,66.0,,0.66,27.060000000000002
2017-01-15,26,66.0,,0.66,17.16
2017-01-16,54,66.0,,0.66,35.64
2017-01-17,85,66.0,,0.66,56.1
2017-01-18,47,66.0,,0.66,31.020000000000003
2017-01-19,38,66.0,,0.66,25.080000000000002
2017-01-20,62,66.0,,0.66,40.92
2017-01-21,25,66.0,,0.66,16.5
2017-01-22,35,66.0,,0.66,23.1
2017-01-23,83,66.0,,0.66,54.78
2017-01-24,34,66.0,,0.66,22.44
2017-01-25,100,66.0,,0.66,66.0
2017-01-26,47,66.0,,0.66,31.020000000000003
2017-01-27,35,66.0,,0.66,23.1
2017-01-28,42,66.0,,0.66,27.720000000000002
2017-01-29,46,66.0,,0.66,30.360000000000003
2017-01-30,38,66.0,,0.66,25.080000000000002
2017-01-31,46,66.0,,0.66,30.360000000000003
2017-02-01,70,70.0,False,0.7,49.0
2017-02-02,80,70.0,,0.7,56.0
2017-02-03,52,70.0,,0.7,36.4
2017-02-04,36,70.0,,0.7,25.2
2017-02-05,50,70.0,,0.7,35.0
2017-02-06,77,70.0,,0.7,53.9
2017-02-07,46,70.0,,0.7,32.199999999999996
2017-02-08,71,70.0,,0.7,49.699999999999996
2017-02-09,55,70.0,,0.7,38.5
2017-02-10,61,70.0,,0.7,42.699999999999996
2017-02-11,56,70.0,,0.7,39.199999999999996
2017-02-12,20,70.0,,0.7,14.0
2017-02-13,62,70.0,,0.7,43.4
2017-02-14,34,70.0,,0.7,23.799999999999997
2017-02-15,39,70.0,,0.7,27.299999999999997
2017-02-16,71,70.0,,0.7,49.699999999999996
2017-02-17,68,70.0,,0.7,47.599999999999994
2017-02-18,44,70.0,,0.7,30.799999999999997
2017-02-19,52,70.0,,0.7,36.4
2017-02-20,61,70.0,,0.7,42.699999999999996
2017-02-21,75,70.0,,0.7,52.5
2017-02-22,100,70.0,,0.7,70.0
2017-02-23,55,70.0,,0.7,38.5
2017-02-24,77,70.0,,0.7,53.9
2017-02-25,50,70.0,,0.7,35.0
2017-02-26,29,70.0,,0.7,20.299999999999997
2017-02-27,66,70.0,,0.7,46.199999999999996
2017-02-28,92,70.0,,0.7,64.39999999999999
2017-03-01,67,72.0,False,0.72,48.239999999999995
2017-03-02,67,72.0,,0.72,48.239999999999995
2017-03-03,33,72.0,,0.72,23.759999999999998
2017-03-04,85,72.0,,0.72,61.199999999999996
2017-03-05,26,72.0,,0.72,18.72
2017-03-06,77,72.0,,0.72,55.44
2017-03-07,91,72.0,,0.72,65.52
2017-03-08,95,72.0,,0.72,68.39999999999999
2017-03-09,80,72.0,,0.72,57.599999999999994
2017-03-10,77,72.0,,0.72,55.44
2017-03-11,51,72.0,,0.72,36.72
2017-03-12,42,72.0,,0.72,30.24
2017-03-13,81,72.0,,0.72,58.32
2017-03-14,54,72.0,,0.72,38.879999999999995
2017-03-15,86,72.0,,0.72,61.919999999999995
2017-03-16,76,72.0,,0.72,54.72
2017-03-17,34,72.0,,0.72,24.48
2017-03-18,45,72.0,,0.72,32.4
2017-03-19,26,72.0,,0.72,18.72
2017-03-20,54,72.0,,0.72,38.879999999999995
2017-03-21,91,72.0,,0.72,65.52
2017-03-22,49,72.0,,0.72,35.28
2017-03-23,61,72.0,,0.72,43.92
2017-03-24,83,72.0,,0.72,59.76
2017-03-25,72,72.0,,0.72,51.839999999999996
2017-03-26,64,72.0,,0.72,46.08
2017-03-27,86,72.0,,0.72,61.919999999999995
2017-03-28,92,72.0,,0.72,66.24
2017-03-29,56,72.0,,0.72,40.32
2017-03-30,77,72.0,,0.72,55.44
2017-03-31,100,72.0,,0.72,72.0
2017-04-01,40,70.0,False,0.7,28.0
2017-04-02,58,70.0,,0.7,40.599999999999994
2017-04-03,74,70.0,,0.7,51.8
2017-04-04,61,70.0,,0.7,42.699999999999996
2017-04-05,99,70.0,,0.7,69.3
2017-04-06,38,70.0,,0.7,26.599999999999998
2017-04-07,69,70.0,,0.7,48.3
2017-04-08,59,70.0,,0.7,41.3
2017-04-09,48,70.0,,0.7,33.599999999999994
2017-04-10,62,70.0,,0.7,43.4
2017-04-11,53,70.0,,0.7,37.099999999999994
2017-04-12,54,70.0,,0.7,37.8
2017-04-13,64,70.0,,0.7,44.8
2017-04-14,74,70.0,,0.7,51.8
2017-04-15,12,70.0,,0.7,8.399999999999999
2017-04-16,12,70.0,,0.7,8.399999999999999
2017-04-17,77,70.0,,0.7,53.9
2017-04-18,84,70.0,,0.7,58.8
2017-04-19,100,70.0,,0.7,70.0
2017-04-20,87,70.0,,0.7,60.9
2017-04-21,74,70.0,,0.7,51.8
2017-04-22,64,70.0,,0.7,44.8
2017-04-23,23,70.0,,0.7,16.099999999999998
2017-04-24,71,70.0,,0.7,49.699999999999996
2017-04-25,94,70.0,,0.7,65.8
2017-04-26,85,70.0,,0.7,59.49999999999999
2017-04-27,80,70.0,,0.7,56.0
2017-04-28,74,70.0,,0.7,51.8
2017-04-29,52,70.0,,0.7,36.4
2017-04-30,17,70.0,,0.7,11.899999999999999
2017-05-01,66,66.0,False,0.66,43.56
2017-05-02,54,66.0,,0.66,35.64
2017-05-03,76,66.0,,0.66,50.160000000000004
2017-05-04,76,66.0,,0.66,50.160000000000004
2017-05-05,61,66.0,,0.66,40.260000000000005
2017-05-06,52,66.0,,0.66,34.32
2017-05-07,26,66.0,,0.66,17.16
2017-05-08,59,66.0,,0.66,38.940000000000005
2017-05-09,76,66.0,,0.66,50.160000000000004
2017-05-10,64,66.0,,0.66,42.24
2017-05-11,65,66.0,,0.66,42.9
2017-05-12,31,66.0,,0.66,20.46
2017-05-13,32,66.0,,0.66,21.12
2017-05-14,16,66.0,,0.66,10.56
2017-05-15,59,66.0,,0.66,38.940000000000005
2017-05-16,82,66.0,,0.66,54.120000000000005
2017-05-17,59,66.0,,0.66,38.940000000000005
2017-05-18,32,66.0,,0.66,21.12
2017-05-19,43,66.0,,0.66,28.380000000000003
2017-05-20,22,66.0,,0.66,14.520000000000001
2017-05-21,28,66.0,,0.66,18.48
2017-05-22,64,66.0,,0.66,42.24
2017-05-23,48,66.0,,0.66,31.68
2017-05-24,36,66.0,,0.66,23.76
2017-05-25,69,66.0,,0.66,45.54
2017-05-26,83,66.0,,0.66,54.78
2017-05-27,17,66.0,,0.66,11.22
2017-05-28,12,66.0,,0.66,7.92
2017-05-29,32,66.0,,0.66,21.12
2017-05-30,100,66.0,,0.66,66.0
2017-05-31,88,66.0,,0.66,58.080000000000005
2017-06-01,54,66.0,False,0.66,35.64
2017-06-02,60,66.0,,0.66,39.6
2017-06-03,33,66.0,,0.66,21.78
2017-06-04,11,66.0,,0.66,7.260000000000001
2017-06-05,62,66.0,,0.66,40.92
2017-06-06,65,66.0,,0.66,42.9
2017-06-07,62,66.0,,0.66,40.92
2017-06-08,35,66.0,,0.66,23.1
2017-06-09,51,66.0,,0.66,33.660000000000004
2017-06-10,33,66.0,,0.66,21.78
2017-06-11,49,66.0,,0.66,32.34
2017-06-12,79,66.0,,0.66,52.14
2017-06-13,65,66.0,,0.66,42.9
2017-06-14,79,66.0,,0.66,52.14
2017-06-15,59,66.0,,0.66,38.940000000000005
2017-06-16,42,66.0,,0.66,27.720000000000002
2017-06-17,49,66.0,,0.66,32.34
2017-06-18,27,66.0,,0.66,17.82
2017-06-19,93,66.0,,0.66,61.38
2017-06-20,55,66.0,,0.66,36.300000000000004
2017-06-21,64,66.0,,0.66,42.24
2017-06-22,26,66.0,,0.66,17.16
2017-06-23,48,66.0,,0.66,31.68
2017-06-24,58,66.0,,0.66,38.28
2017-06-25,27,66.0,,0.66,17.82
2017-06-26,77,66.0,,0.66,50.82
2017-06-27,100,66.0,,0.66,66.0
2017-06-28,76,66.0,,0.66,50.160000000000004
2017-06-29,66,66.0,,0.66,43.56
2017-06-30,24,66.0,,0.66,15.84
2017-07-01,26,72.0,False,0.72,18.72
2017-07-02,27,72.0,,0.72,19.439999999999998
2017-07-03,45,72.0,,0.72,32.4
2017-07-04,31,72.0,,0.72,22.32
2017-07-05,24,72.0,,0.72,17.28
2017-07-06,38,72.0,,0.72,27.36
2017-07-07,53,72.0,,0.72,38.16
2017-07-08,26,72.0,,0.72,18.72
2017-07-09,40,72.0,,0.72,28.799999999999997
2017-07-10,52,72.0,,0.72,37.44
2017-07-11,48,72.0,,0.72,34.56
2017-07-12,51,72.0,,0.72,36.72
2017-07-13,45,72.0,,0.72,32.4
2017-07-14,34,72.0,,0.72,24.48
2017-07-15,22,72.0,,0.72,15.84
2017-07-16,27,72.0,,0.72,19.439999999999998
2017-07-17,65,72.0,,0.72,46.8
2017-07-18,33,72.0,,0.72,23.759999999999998
2017-07-19,52,72.0,,0.72,37.44
2017-07-20,100,72.0,,0.72,72.0
2017-07-21,41,72.0,,0.72,29.52
2017-07-22,21,72.0,,0.72,15.12
2017-07-23,26,72.0,,0.72,18.72
2017-07-24,44,72.0,,0.72,31.68
2017-07-25,48,72.0,,0.72,34.56
2017-07-26,44,72.0,,0.72,31.68
2017-07-27,48,72.0,,0.72,34.56
2017-07-28,37,72.0,,0.72,26.64
2017-07-29,22,72.0,,0.72,15.84
2017-07-30,13,72.0,,0.72,9.36
2017-07-31,37,72.0,,0.72,26.64
2017-08-01,47,75.0,False,0.75,35.25
2017-08-02,100,75.0,,0.75,75.0
2017-08-03,34,75.0,,0.75,25.5
2017-08-04,45,75.0,,0.75,33.75
2017-08-05,40,75.0,,0.75,30.0
2017-08-06,29,75.0,,0.75,21.75
2017-08-07,59,75.0,,0.75,44.25
2017-08-08,45,75.0,,0.75,33.75
2017-08-09,79,75.0,,0.75,59.25
2017-08-10,59,75.0,,0.75,44.25
2017-08-11,60,75.0,,0.75,45.0
2017-08-12,28,75.0,,0.75,21.0
2017-08-13,28,75.0,,0.75,21.0
2017-08-14,82,75.0,,0.75,61.5
2017-08-15,96,75.0,,0.75,72.0
2017-08-16,58,75.0,,0.75,43.5
2017-08-17,53,75.0,,0.75,39.75
2017-08-18,67,75.0,,0.75,50.25
2017-08-19,39,75.0,,0.75,29.25
2017-08-20,0,75.0,,0.75,0.0
2017-08-21,41,75.0,,0.75,30.75
2017-08-22,76,75.0,,0.75,57.0
2017-08-23,38,75.0,,0.75,28.5
2017-08-24,75,75.0,,0.75,56.25
2017-08-25,73,75.0,,0.75,54.75
2017-08-26,55,75.0,,0.75,41.25
2017-08-27,37,75.0,,0.75,27.75
2017-08-28,75,75.0,,0.75,56.25
2017-08-29,37,75.0,,0.75,27.75
2017-08-30,37,75.0,,0.75,27.75
2017-08-31,80,75.0,,0.75,60.0
2017-09-01,61,66.0,False,0.66,40.260000000000005
2017-09-02,58,66.0,,0.66,38.28
2017-09-03,47,66.0,,0.66,31.020000000000003
2017-09-04,39,66.0,,0.66,25.740000000000002
2017-09-05,82,66.0,,0.66,54.120000000000005
2017-09-06,55,66.0,,0.66,36.300000000000004
2017-09-07,78,66.0,,0.66,51.480000000000004
2017-09-08,68,66.0,,0.66,44.88
2017-09-09,40,66.0,,0.66,26.400000000000002
2017-09-10,34,66.0,,0.66,22.44
2017-09-11,78,66.0,,0.66,51.480000000000004
2017-09-12,68,66.0,,0.66,44.88
2017-09-13,69,66.0,,0.66,45.54
2017-09-14,69,66.0,,0.66,45.54
2017-09-15,100,66.0,,0.66,66.0
2017-09-16,29,66.0,,0.66,19.14
2017-09-17,41,66.0,,0.66,27.060000000000002
2017-09-18,82,66.0,,0.66,54.120000000000005
2017-09-19,77,66.0,,0.66,50.82
2017-09-20,73,66.0,,0.66,48.18
2017-09-21,83,66.0,,0.66,54.78
2017-09-22,65,66.0,,0.66,42.9
2017-09-23,47,66.0,,0.66,31.020000000000003
2017-09-24,23,66.0,,0.66,15.180000000000001
2017-09-25,78,66.0,,0.66,51.480000000000004
2017-09-26,87,66.0,,0.66,57.42
2017-09-27,98,66.0,,0.66,64.68
2017-09-28,74,66.0,,0.66,48.84
2017-09-29,41,66.0,,0.66,27.060000000000002
2017-09-30,77,66.0,,0.66,50.82
2017-10-01,26,67.0,False,0.67,17.42
2017-10-02,50,67.0,,0.67,33.5
2017-10-03,82,67.0,,0.67,54.940000000000005
2017-10-04,44,67.0,,0.67,29.48
2017-10-05,84,67.0,,0.67,56.28
2017-10-06,49,67.0,,0.67,32.830000000000005
2017-10-07,42,67.0,,0.67,28.14
2017-10-08,41,67.0,,0.67,27.470000000000002
2017-10-09,56,67.0,,0.67,37.52
2017-10-10,39,67.0,,0.67,26.130000000000003
2017-10-11,62,67.0,,0.67,41.54
2017-10-12,78,67.0,,0.67,52.260000000000005
2017-10-13,46,67.0,,0.67,30.82
2017-10-14,42,67.0,,0.67,28.14
2017-10-15,42,67.0,,0.67,28.14
2017-10-16,35,67.0,,0.67,23.450000000000003
2017-10-17,89,67.0,,0.67,59.63
2017-10-18,53,67.0,,0.67,35.510000000000005
2017-10-19,36,67.0,,0.67,24.12
2017-10-20,50,67.0,,0.67,33.5
2017-10-21,38,67.0,,0.67,25.46
2017-10-22,31,67.0,,0.67,20.77
2017-10-23,57,67.0,,0.67,38.190000000000005
2017-10-24,56,67.0,,0.67,37.52
2017-10-25,79,67.0,,0.67,52.93
2017-10-26,48,67.0,,0.67,32.160000000000004
2017-10-27,59,67.0,,0.67,39.53
2017-10-28,11,67.0,,0.67,7.37
2017-10-29,16,67.0,,0.67,10.72
2017-10-30,73,67.0,,0.67,48.910000000000004
2017-10-31,100,67.0,,0.67,67.0
2017-11-01,63,66.0,False,0.66,41.580000000000005
2017-11-02,34,66.0,,0.66,22.44
2017-11-03,76,66.0,,0.66,50.160000000000004
2017-11-04,21,66.0,,0.66,13.860000000000001
2017-11-05,40,66.0,,0.66,26.400000000000002
2017-11-06,93,66.0,,0.66,61.38
2017-11-07,60,66.0,,0.66,39.6
2017-11-08,94,66.0,,0.66,62.040000000000006
2017-11-09,79,66.0,,0.66,52.14
2017-11-10,60,66.0,,0.66,39.6
2017-11-11,47,66.0,,0.66,31.020000000000003
2017-11-12,26,66.0,,0.66,17.16
2017-11-13,61,66.0,,0.66,40.260000000000005
2017-11-14,52,66.0,,0.66,34.32
2017-11-15,100,66.0,,0.66,66.0
2017-11-16,48,66.0,,0.66,31.68
2017-11-17,45,66.0,,0.66,29.700000000000003
2017-11-18,52,66.0,,0.66,34.32
2017-11-19,31,66.0,,0.66,20.46
2017-11-20,44,66.0,,0.66,29.040000000000003
2017-11-21,68,66.0,,0.66,44.88
2017-11-22,81,66.0,,0.66,53.46
2017-11-23,32,66.0,,0.66,21.12
2017-11-24,25,66.0,,0.66,16.5
2017-11-25,71,66.0,,0.66,46.86
2017-11-26,30,66.0,,0.66,19.8
2017-11-27,45,66.0,,0.66,29.700000000000003
2017-11-28,54,66.0,,0.66,35.64
2017-11-29,73,66.0,,0.66,48.18
2017-11-30,57,66.0,,0.66,37.620000000000005
2017-12-01,28,68.0,False,0.68,19.040000000000003
2017-12-02,39,68.0,,0.68,26.520000000000003
2017-12-03,49,68.0,,0.68,33.32
2017-12-04,45,68.0,,0.68,30.6
2017-12-05,58,68.0,,0.68,39.440000000000005
2017-12-06,69,68.0,,0.68,46.92
2017-12-07,64,68.0,,0.68,43.52
2017-12-08,47,68.0,,0.68,31.96
2017-12-09,56,68.0,,0.68,38.080000000000005
2017-12-10,39,68.0,,0.68,26.520000000000003
2017-12-11,73,68.0,,0.68,49.64
2017-12-12,82,68.0,,0.68,55.760000000000005
2017-12-13,65,68.0,,0.68,44.2
2017-12-14,70,68.0,,0.68,47.6
2017-12-15,54,68.0,,0.68,36.720000000000006
2017-12-16,79,68.0,,0.68,53.720000000000006
2017-12-17,68,68.0,,0.68,46.24
2017-12-18,62,68.0,,0.68,42.160000000000004
2017-12-19,62,68.0,,0.68,42.160000000000004
2017-12-20,59,68.0,,0.68,40.120000000000005
2017-12-21,82,68.0,,0.68,55.760000000000005
2017-12-22,48,68.0,,0.68,32.64
2017-12-23,35,68.0,,0.68,23.8
2017-12-24,18,68.0,,0.68,12.24
2017-12-25,13,68.0,,0.68,8.84
2017-12-26,61,68.0,,0.68,41.480000000000004
2017-12-27,62,68.0,,0.68,42.160000000000004
2017-12-28,42,68.0,,0.68,28.560000000000002
2017-12-29,100,68.0,,0.68,68.0
2017-12-30,34,68.0,,0.68,23.12
2017-12-31,34,68.0,,0.68,23.12
2018-01-01,10,63.0,False,0.63,6.3
2018-01-02,80,63.0,,0.63,50.4
2018-01-03,53,63.0,,0.63,33.39
2018-01-04,37,63.0,,0.63,23.31
2018-01-05,62,63.0,,0.63,39.06
2018-01-06,46,63.0,,0.63,28.98
2018-01-07,46,63.0,,0.63,28.98
2018-01-08,79,63.0,,0.63,49.77
2018-01-09,75,63.0,,0.63,47.25
2018-01-10,64,63.0,,0.63,40.32
2018-01-11,56,63.0,,0.63,35.28
2018-01-12,48,63.0,,0.63,30.240000000000002
2018-01-13,33,63.0,,0.63,20.79
2018-01-14,23,63.0,,0.63,14.49
2018-01-15,58,63.0,,0.63,36.54
2018-01-16,78,63.0,,0.63,49.14
2018-01-17,27,63.0,,0.63,17.01
2018-01-18,92,63.0,,0.63,57.96
2018-01-19,77,63.0,,0.63,48.51
2018-01-20,14,63.0,,0.63,8.82
2018-01-21,14,63.0,,0.63,8.82
2018-01-22,50,63.0,,0.63,31.5
2018-01-23,100,63.0,,0.63,63.0
2018-01-24,56,63.0,,0.63,35.28
2018-01-25,40,63.0,,0.63,25.2
2018-01-26,52,63.0,,0.63,32.76
2018-01-27,42,63.0,,0.63,26.46
2018-01-28,23,63.0,,0.63,14.49
2018-01-29,19,63.0,,0.63,11.97
2018-01-30,46,63.0,,0.63,28.98
2018-01-31,39,63.0,,0.63,24.57
2018-02-01,61,76.0,False,0.76,46.36
